date,open,high,low,close,volume
2025-05-14,1510.42,1565.42,1508.6,1555.41,39460
2025-05-15,1555.22,1564.01,1544.55,1552.43,24733
2025-05-16,1554.41,1557.41,1534.55,1534.55,22935
2025-05-19,1516.42,1520.42,1494.3,1499.4,38063
2025-05-20,1500.42,1515.22,1495.52,1506.42,19522
2025-05-21,1505.42,1516.36,1501.39,1501.39,19795
2025-05-22,1501.41,1505.41,1490.52,1500.42,15090
2025-05-23,1495.62,1508.32,1492.08,1493.02,21537
2025-05-26,1490.42,1495.05,1465.42,1470.92,27087
2025-05-27,1471.42,1479.02,1463.93,1464.32,17752
2025-05-28,1464.41,1466.88,1453.42,1457.42,16266
2025-05-29,1460.42,1475.42,1452.42,1460.42,21860
2025-05-30,1460.57,1465.42,1435.66,1442.42,31239
2025-06-03,1428.43,1439.42,1425.44,1429.42,28979
2025-06-04,1430.92,1443.42,1429.64,1430.38,23008
2025-06-05,1434.42,1436.42,1422.62,1434.42,23214
2025-06-06,1434.22,1439.39,1423.42,1426.81,25023
2025-06-09,1425.44,1429.12,1406.1,1406.53,44959
2025-06-10,1406.42,1412.42,1395.22,1395.43,30492
2025-06-11,1397.22,1414.42,1396.52,1400.42,30893
2025-06-12,1400.42,1404.29,1374.52,1379.42,49904
2025-06-13,1364.83,1370.39,1345.48,1347.37,59113
2025-06-16,1321.62,1345.46,1321.6,1342.71,42888
2025-06-17,1340.42,1347.42,1332.6,1347.42,27232
2025-06-18,1360.42,1363.86,1341.43,1345.42,30761
2025-06-19,1346.42,1354.09,1337.6,1346.42,24501
2025-06-20,1344.0,1361.56,1340.62,1349.08,34816
2025-06-23,1340.42,1353.42,1325.6,1340.42,26723
2025-06-24,1343.77,1372.1,1343.77,1357.62,36312
2025-06-25,1359.53,1369.62,1340.93,1356.28,41050
2025-06-26,1363.02,1376.02,1358.1,1368.02,34860
2025-06-27,1368.03,1371.02,1351.11,1351.11,38250
2025-06-30,1351.52,1361.25,1350.02,1357.54,30457
2025-07-01,1357.02,1359.96,1351.33,1353.12,19878
2025-07-02,1357.52,1362.82,1348.02,1357.62,26218
2025-07-03,1360.02,1370.71,1356.02,1363.62,24413
2025-07-04,1363.72,1379.91,1358.03,1370.24,28767
2025-07-07,1370.3,1371.52,1358.03,1358.72,23855
2025-07-08,1358.73,1368.02,1358.72,1364.13,18674
2025-07-09,1363.02,1377.99,1362.19,1366.9,27745
2025-07-10,1366.99,1384.2,1358.42,1374.52,38725
2025-07-11,1371.18,1406.02,1371.18,1375.02,57243
2025-07-14,1378.02,1383.0,1369.62,1371.62,27781
2025-07-15,1369.0,1370.95,1356.34,1359.02,35406
2025-07-16,1358.03,1365.51,1357.97,1359.05,21286
2025-07-17,1362.0,1371.03,1360.9,1364.37,23106
2025-07-18,1368.02,1385.83,1364.4,1385.02,41823
2025-07-21,1385.01,1394.82,1383.02,1391.02,26203
2025-07-22,1392.02,1414.62,1388.7,1413.0,42119
2025-07-23,1417.02,1443.02,1416.97,1423.52,45045
2025-07-24,1424.02,1447.02,1423.02,1439.52,38804
2025-07-25,1439.42,1439.42,1401.02,1403.02,41911
2025-07-28,1401.02,1403.01,1384.32,1386.68,38586
2025-07-29,1387.62,1396.81,1383.03,1387.02,26304
2025-07-30,1392.02,1405.18,1385.02,1397.46,31868
2025-07-31,1391.02,1392.89,1366.02,1369.69,51798
2025-08-01,1369.89,1373.98,1362.02,1365.02,29636
2025-08-04,1363.02,1367.82,1362.02,1367.02,18688
2025-08-05,1369.02,1377.96,1365.13,1375.76,25342
2025-08-06,1377.02,1377.02,1367.32,1371.9,23699
2025-08-07,1371.9,1375.72,1368.08,1370.37,28001
2025-08-08,1371.07,1374.52,1366.02,1368.99,18655
2025-08-11,1371.52,1400.01,1371.02,1393.02,47159
2025-08-12,1397.02,1413.09,1384.02,1385.06,42019
2025-08-13,1373.02,1381.7,1368.02,1368.07,65528
2025-08-14,1368.96,1395.53,1368.96,1375.01,48129
2025-08-15,1374.03,1376.68,1368.24,1370.1,47582
2025-08-18,1375.01,1384.66,1371.12,1376.52,47378
2025-08-19,1381.52,1394.68,1380.02,1386.02,46372
2025-08-20,1386.02,1400.82,1378.04,1398.02,45805
2025-08-21,1401.47,1403.01,1391.67,1396.27,30891
2025-08-22,1396.9,1412.02,1392.79,1411.97,44971
2025-08-25,1418.03,1444.02,1414.02,1438.35,65325
2025-08-26,1438.34,1442.25,1428.03,1429.63,39602
2025-08-27,1429.9,1432.95,1396.02,1396.02,56006
2025-08-28,1395.99,1404.12,1386.79,1394.12,39282
2025-08-29,1401.02,1430.6,1400.02,1428.02,62256
2025-09-01,1430.22,1436.02,1413.72,1424.12,45123
2025-09-02,1426.68,1457.02,1426.02,1439.32,56688
2025-09-03,1439.02,1451.52,1414.02,1428.57,45045
2025-09-04,1420.02,1427.32,1408.49,1420.68,47747
2025-09-05,1419.02,1434.99,1412.02,1431.02,37388
2025-09-08,1431.02,1454.46,1425.52,1449.25,51383
2025-09-09,1453.02,1457.97,1441.44,1453.02,35743
2025-09-10,1454.68,1477.97,1444.02,1470.03,49663
2025-09-11,1470.03,1474.04,1456.52,1471.52,37239
2025-09-12,1474.02,1486.04,1458.55,1464.02,33722
2025-09-15,1463.89,1465.5,1449.52,1463.12,25827
2025-09-16,1463.12,1469.01,1444.23,1448.0,32718
2025-09-17,1448.01,1458.3,1438.03,1441.02,30331
2025-09-18,1440.02,1445.82,1411.52,1415.98,49721
2025-09-19,1416.01,1423.52,1405.03,1415.99,32637
2025-09-22,1413.11,1415.99,1398.03,1401.37,34947
2025-09-23,1398.52,1405.52,1388.02,1395.44,38663
2025-09-24,1382.09,1404.8,1382.09,1390.02,30744
2025-09-25,1390.85,1393.23,1384.02,1387.02,33870
2025-09-26,1389.2,1395.13,1376.03,1383.02,45121
2025-09-29,1387.4,1418.01,1383.02,1408.88,53684
2025-09-30,1408.02,1408.78,1388.02,1392.01,39364
2025-10-09,1384.02,1387.4,1368.02,1384.8,54918
2025-10-10,1385.62,1387.96,1375.52,1378.02,36001
2025-10-13,1363.72,1370.87,1363.14,1367.22,46069
2025-10-14,1378.01,1412.02,1378.01,1399.04,66672
2025-10-15,1399.0,1411.02,1393.1,1410.02,42785
2025-10-16,1409.94,1432.97,1406.9,1432.93,45730
2025-10-17,1431.12,1436.02,1402.05,1403.02,38086
2025-10-20,1403.02,1417.52,1402.9,1405.95,25950
2025-10-21,1407.02,1417.96,1403.52,1410.28,25443
2025-10-22,1410.1,1413.75,1404.02,1406.72,18195
2025-10-23,1403.02,1416.82,1395.22,1416.0,29322
2025-10-24,1415.97,1426.9,1397.36,1398.02,38226
2025-10-27,1388.02,1400.51,1384.01,1388.43,37102
2025-10-28,1390.02,1399.22,1389.12,1393.02,27124
2025-10-29,1388.04,1394.57,1378.06,1379.92,33937
2025-10-30,1369.83,1384.65,1369.83,1374.76,47456
2025-10-31,1370.02,1384.0,1368.13,1378.03,35694
2025-11-03,1379.02,1396.02,1368.12,1383.02,34548
2025-11-04,1383.12,1383.8,1371.8,1377.02,26566
2025-11-05,1373.91,1379.01,1368.03,1368.1,34475
2025-11-06,1378.02,1389.47,1378.01,1383.15,38348
2025-11-07,1383.13,1387.8,1379.13,1381.35,18861
2025-11-10,1383.02,1411.71,1383.0,1410.32,49452
2025-11-11,1410.02,1410.2,1395.02,1407.01,26692
2025-11-12,1408.0,1426.38,1407.23,1413.17,32992
2025-11-13,1410.14,1421.6,1406.02,1418.4,31179
2025-11-14,1418.02,1426.97,1404.32,1404.62,27473
2025-11-17,1402.02,1421.02,1393.81,1419.02,34462
2025-11-18,1418.72,1434.09,1417.02,1424.02,34205
2025-11-19,1422.02,1427.55,1417.98,1419.03,22045
2025-11-20,1420.02,1427.92,1413.05,1415.13,24002
2025-11-21,1418.52,1428.02,1404.02,1414.62,42607
2025-11-24,1415.02,1419.02,1399.15,1400.02,33607
2025-11-25,1406.02,1406.02,1392.52,1392.67,28441
2025-11-26,1396.9,1401.51,1391.6,1397.17,20306
