date,open,high,low,close,volume
2025-11-27,1397.52,1398.02,1387.06,1395.32,22287
2025-11-28,1394.52,1403.52,1391.02,1398.52,23211
2025-12-01,1399.02,1410.29,1390.02,1396.02,27333
2025-12-02,1396.02,1399.94,1383.04,1384.05,25047
2025-12-03,1383.83,1383.99,1376.02,1377.12,23573
2025-12-04,1377.12,1380.52,1366.4,1372.0,29075
2025-12-05,1372.0,1381.11,1367.52,1378.03,25402
2025-12-08,1377.22,1384.69,1366.02,1366.24,33603
2025-12-09,1366.25,1369.02,1348.07,1349.03,42634
2025-12-10,1348.02,1350.82,1331.2,1350.82,33133
2025-12-11,1354.68,1360.01,1349.57,1360.01,22385
2025-12-12,1366.02,1373.02,1361.59,1368.67,37159
2025-12-15,1387.61,1388.01,1373.59,1374.02,33359
2025-12-16,1374.22,1376.8,1363.02,1370.02,23964
2025-12-17,1373.02,1387.96,1365.7,1381.12,31382
2025-12-18,1381.52,1386.9,1374.13,1379.02,17830
2025-12-19,1381.98,1384.43,1372.99,1381.98,26509
2025-12-22,1381.98,1386.12,1378.56,1380.24,20426
2025-12-23,1380.24,1384.91,1369.17,1379.84,24507
2025-12-24,1376.97,1378.34,1371.98,1372.88,25187
2025-12-25,1376.98,1391.46,1373.36,1386.15,23386
2025-12-26,1386.15,1391.12,1381.98,1386.11,17803
2025-12-29,1386.11,1386.11,1372.98,1373.98,26308
2025-12-30,1372.98,1373.88,1357.98,1361.7,33792
2025-12-31,1361.98,1365.98,1349.15,1349.16,34766
