date,open,high,low,close,volume
2024-11-06,1495.49,1508.77,1482.4,1491.69,37631.43
2024-11-07,1483.58,1570.03,1483.43,1565.89,74738.72
2024-11-08,1577.04,1582.95,1520.19,1528.69,60771.2
2024-11-11,1509.73,1528.67,1488.07,1517.34,43853.65
2024-11-12,1508.78,1541.07,1494.49,1497.58,49222.66
2024-11-13,1488.84,1506.56,1482.46,1498.81,29125.26
2024-11-14,1490.74,1513.96,1486.61,1494.35,29248.14
2024-11-15,1489.79,1503.84,1474.6,1480.3,33761.12
2024-11-18,1483.15,1496.43,1476.5,1480.3,27092.19
2024-11-19,1485.99,1490.14,1448.01,1464.08,33266.43
2024-11-20,1465.1,1475.52,1454.0,1466.82,21344.55
2024-11-21,1465.93,1470.79,1454.66,1467.13,18261.79
2024-11-22,1463.35,1469.63,1431.7,1431.7,33436.11
2024-11-25,1434.72,1454.66,1421.11,1422.92,33185.56
2024-11-26,1422.92,1442.2,1413.72,1432.82,25744.79
2024-11-27,1432.82,1445.31,1429.02,1442.36,25934.17
2024-11-28,1445.16,1448.0,1426.17,1441.37,23952.03
2024-11-29,1440.42,1476.5,1436.82,1448.72,36088.1
2024-12-02,1448.96,1452.75,1438.61,1448.01,26819.54
2024-12-03,1447.06,1451.72,1439.54,1449.67,24806.62
2024-12-04,1443.33,1446.74,1433.77,1443.27,23923.89
2024-12-05,1434.59,1441.23,1433.77,1434.72,16141.47
2024-12-06,1436.62,1461.21,1431.94,1444.22,32039.69
2024-12-09,1445.18,1452.5,1436.81,1442.13,19799.86
2024-12-10,1490.74,1499.98,1467.17,1468.51,60312.1
2024-12-11,1462.26,1476.5,1453.69,1458.08,29671.12
2024-12-12,1454.68,1486.94,1451.81,1486.75,41936.52
2024-12-13,1471.76,1476.49,1442.2,1442.32,49511.97
2024-12-16,1444.22,1451.81,1434.44,1450.1,32537.1
2024-12-17,1448.95,1489.79,1444.22,1479.35,54171.63
2024-12-18,1479.32,1497.39,1469.0,1492.17,41162.26
2024-12-19,1486.13,1488.78,1472.06,1472.71,24809.32
2024-12-20,1476.57,1486.86,1465.85,1467.76,28157.74
2024-12-23,1468.73,1483.19,1462.94,1472.05,21602.69
2024-12-24,1470.65,1488.98,1467.37,1483.98,22104.92
2024-12-25,1483.96,1483.96,1471.72,1475.48,17123.39
2024-12-26,1479.33,1483.94,1468.73,1473.34,18286.51
2024-12-27,1474.42,1481.26,1465.35,1474.48,20759.32
2024-12-30,1479.3,1488.94,1470.65,1470.65,25129.82
2024-12-31,1471.04,1489.94,1467.77,1469.69,39354.45
2025-01-02,1469.69,1470.16,1427.26,1434.97,50028.7
2025-01-03,1441.24,1441.71,1414.73,1422.44,32628.36
2025-01-06,1401.22,1410.54,1381.74,1388.68,44255.12
2025-01-07,1393.18,1400.15,1387.72,1388.88,24221.18
2025-01-08,1388.68,1400.08,1375.82,1391.09,35258.21
2025-01-09,1397.35,1412.39,1381.91,1392.54,29705.65
2025-01-10,1395.53,1400.21,1384.83,1384.83,21871.95
2025-01-13,1374.22,1392.97,1371.33,1392.52,21082.51
2025-01-14,1393.46,1425.99,1390.61,1420.03,30956.57
2025-01-15,1414.72,1422.05,1407.98,1418.84,18399.34
2025-01-16,1421.47,1429.82,1390.61,1394.84,26342.13
2025-01-17,1394.85,1408.94,1394.84,1402.91,18308.94
2025-01-20,1408.94,1436.7,1407.97,1422.24,31409.75
2025-01-21,1428.22,1429.19,1412.79,1415.83,16856.04
2025-01-22,1411.12,1415.64,1386.75,1389.65,28293.84
2025-01-23,1398.3,1415.69,1386.75,1391.58,27125.04
2025-01-24,1390.61,1396.2,1379.34,1384.83,31360.34
2025-01-27,1385.79,1392.51,1376.17,1383.85,29356.46
2025-02-05,1388.68,1391.58,1352.24,1353.77,40756.52
2025-02-06,1350.12,1371.32,1350.12,1362.49,27355.82
2025-02-07,1363.3,1391.27,1353.4,1384.83,37242.07
2025-02-10,1386.75,1388.68,1376.23,1380.5,20839.79
2025-02-11,1383.81,1384.79,1365.44,1367.47,23572.83
2025-02-12,1367.47,1393.51,1366.39,1391.58,25475.79
2025-02-13,1391.6,1422.68,1383.39,1412.85,43385.36
2025-02-14,1412.85,1424.36,1406.25,1422.44,27099.92
2025-02-17,1428.22,1441.7,1414.82,1419.18,32470.59
2025-02-18,1417.61,1439.79,1409.98,1422.44,27799.92
2025-02-19,1422.48,1441.18,1412.7,1437.87,32393.31
2025-02-20,1430.15,1438.8,1420.88,1421.47,23749.73
2025-02-21,1427.26,1443.39,1420.52,1435.18,36417.83
2025-02-24,1434.97,1446.08,1421.47,1426.36,34743.73
2025-02-25,1417.62,1420.88,1400.26,1402.18,28387.43
2025-02-26,1403.58,1412.75,1393.51,1407.98,26366.09
2025-02-27,1407.99,1436.81,1402.18,1432.62,49762.17
2025-02-28,1432.56,1473.91,1429.19,1447.31,56128.95
2025-03-03,1449.05,1466.79,1428.7,1434.03,31595.66
2025-03-04,1432.08,1433.04,1413.0,1417.72,25211.21
2025-03-05,1419.54,1421.47,1408.07,1414.11,24605.22
2025-03-06,1421.47,1456.38,1419.62,1452.31,42167.64
2025-03-07,1449.44,1473.89,1449.44,1466.8,37991.35
2025-03-10,1465.65,1472.47,1452.47,1468.63,31369.07
2025-03-11,1462.94,1493.49,1458.12,1493.49,39775.6
2025-03-12,1491.83,1494.45,1471.96,1487.61,29603.96
2025-03-13,1488.98,1500.07,1476.32,1482.97,25724.39
2025-03-14,1492.51,1569.99,1486.08,1569.99,92913.15
2025-03-17,1597.95,1598.91,1568.9,1579.49,54689.13
2025-03-18,1586.42,1593.13,1563.91,1566.13,31613.45
2025-03-19,1566.41,1589.27,1565.16,1577.42,27389.55
2025-03-20,1577.42,1579.24,1538.23,1546.84,36736.77
2025-03-21,1542.02,1554.75,1512.92,1517.67,33614.3
2025-03-24,1514.05,1533.01,1506.7,1526.59,25565.85
2025-03-25,1531.41,1536.04,1510.83,1519.35,17674.38
2025-03-26,1516.72,1526.18,1515.02,1519.84,14323.56
2025-03-27,1519.84,1541.29,1517.31,1532.37,17955.63
2025-03-28,1534.23,1536.23,1519.84,1528.72,16227.89
2025-03-31,1524.64,1530.41,1504.46,1505.37,21084.94
2025-04-01,1508.26,1513.94,1496.89,1500.57,18556.44
2025-04-02,1502.48,1511.93,1490.42,1493.82,21674.01
2025-04-03,1475.48,1529.48,1474.52,1512.97,35480.5
2025-04-07,1465.84,1482.08,1409.9,1446.55,101952.67
2025-04-08,1459.08,1489.94,1441.72,1489.94,73876.49
2025-04-09,1470.67,1501.32,1466.36,1486.12,55630.04
2025-04-10,1495.72,1499.59,1473.55,1493.8,38620.21
2025-04-11,1523.67,1523.67,1489.94,1513.07,32634.23
2025-04-14,1505.34,1510.19,1496.24,1496.68,21711.44
2025-04-15,1496.69,1509.23,1489.94,1502.48,21489.28
2025-04-16,1496.69,1519.84,1482.23,1503.61,31156.05
2025-04-17,1498.62,1520.32,1494.75,1514.05,23846.05
2025-04-18,1510.19,1518.87,1500.55,1510.14,20298.48
2025-04-21,1509.71,1509.71,1495.73,1495.73,18057.03
2025-04-22,1494.76,1500.84,1488.22,1493.61,18432.14
2025-04-23,1503.44,1503.65,1489.94,1496.69,18668.76
2025-04-24,1496.69,1505.06,1493.78,1496.93,14871.81
2025-04-25,1501.61,1505.56,1494.76,1494.76,14764.9
2025-04-28,1496.69,1499.59,1491.48,1494.76,14659.72
2025-04-29,1494.76,1497.21,1477.42,1488.98,18921.8
2025-04-30,1494.75,1510.83,1491.2,1491.87,25754.25
2025-05-06,1503.44,1503.44,1489.3,1494.96,18300.26
2025-05-07,1514.05,1514.05,1494.96,1499.59,27462.21
2025-05-08,1497.66,1536.02,1494.6,1521.95,33481.06
2025-05-09,1522.72,1540.52,1518.92,1534.48,23671.9
2025-05-12,1541.05,1561.24,1539.71,1547.32,24735.33
2025-05-13,1551.58,1551.58,1528.62,1533.63,21258.29
2025-05-14,1533.34,1586.38,1531.58,1576.72,39460.12
2025-05-15,1576.54,1585.02,1566.25,1573.85,24732.85
2025-05-16,1575.76,1578.65,1556.61,1556.61,22935.22
2025-05-19,1539.12,1542.98,1517.79,1522.71,38062.83
2025-05-20,1523.69,1537.97,1518.97,1529.48,19521.53
2025-05-21,1528.52,1539.07,1524.63,1524.63,19794.64
2025-05-22,1524.65,1528.51,1514.15,1523.69,15090.24
2025-05-23,1519.07,1531.31,1515.65,1516.56,21537.0
2025-05-26,1514.05,1518.52,1489.94,1495.25,27086.53
2025-05-27,1495.73,1503.06,1488.5,1488.88,17752.13
2025-05-28,1488.97,1491.35,1478.37,1482.23,16265.68
2025-05-29,1485.12,1499.59,1477.4,1485.12,21859.58
2025-05-30,1485.26,1489.94,1461.24,1467.76,31239.18
2025-06-03,1454.27,1464.87,1451.39,1455.22,28979.18
2025-06-04,1456.67,1468.73,1455.44,1456.15,23008.09
2025-06-05,1460.05,1461.98,1448.67,1460.05,23213.66
2025-06-06,1459.85,1464.84,1449.44,1452.71,25023.07
2025-06-09,1451.39,1454.94,1432.74,1433.15,44958.67
2025-06-10,1433.04,1438.83,1422.24,1422.45,30492.2
2025-06-11,1424.17,1440.76,1423.5,1427.26,30892.82
2025-06-12,1427.26,1430.99,1402.28,1407.01,49903.61
2025-06-13,1392.94,1398.3,1374.28,1376.1,59113.25
2025-06-16,1351.27,1374.26,1351.25,1371.6,42887.87
2025-06-17,1369.4,1376.15,1361.85,1376.15,27231.51
2025-06-18,1388.68,1392.0,1370.37,1374.22,30760.99
2025-06-19,1375.18,1382.58,1366.68,1375.18,24500.72
2025-06-20,1372.85,1389.78,1369.59,1377.75,34815.81
2025-06-23,1369.4,1381.93,1355.1,1369.4,26723.31
2025-06-24,1372.63,1399.95,1372.63,1385.98,36311.51
2025-06-25,1387.83,1397.56,1369.89,1384.69,41050.07
2025-06-26,1391.31,1404.09,1386.47,1396.23,34860.25
2025-06-27,1396.24,1399.18,1379.6,1379.6,38249.73
2025-06-30,1380.0,1389.57,1378.53,1385.92,30457.3
2025-07-01,1385.41,1388.3,1379.82,1381.58,19878.19
2025-07-02,1385.9,1391.12,1376.56,1386.0,26218.25
2025-07-03,1388.36,1398.87,1384.43,1391.9,24412.67
2025-07-04,1392.0,1407.92,1386.41,1398.41,28766.91
2025-07-07,1398.47,1399.67,1386.41,1387.08,23854.67
2025-07-08,1387.09,1396.23,1387.08,1392.4,18673.7
2025-07-09,1391.31,1406.03,1390.5,1395.13,27745.32
2025-07-10,1395.22,1412.14,1386.79,1402.62,38725.03
2025-07-11,1399.34,1433.59,1399.34,1403.11,57243.35
2025-07-14,1406.06,1410.96,1397.8,1399.77,27780.94
2025-07-15,1397.19,1399.11,1384.74,1387.38,35405.78
2025-07-16,1386.41,1393.76,1386.35,1387.41,21286.05
2025-07-17,1390.31,1399.19,1389.23,1392.64,23105.54
2025-07-18,1396.23,1413.74,1392.67,1412.94,41823.41
2025-07-21,1412.93,1422.58,1410.98,1418.84,26203.31
2025-07-22,1419.83,1442.05,1416.56,1440.45,42118.98
2025-07-23,1444.41,1469.97,1444.36,1450.8,45044.84
2025-07-24,1451.29,1473.91,1450.31,1466.53,38803.64
2025-07-25,1466.43,1466.43,1428.68,1430.64,41911.26
2025-07-28,1428.68,1430.63,1412.26,1414.58,38586.32
2025-07-29,1415.5,1424.54,1410.99,1414.91,26304.08
2025-07-30,1419.83,1432.77,1412.94,1425.18,31867.71
2025-07-31,1418.84,1420.68,1394.26,1397.87,51797.51
2025-08-01,1398.07,1402.09,1390.33,1393.28,29635.59
2025-08-04,1391.31,1396.03,1390.33,1395.24,18687.95
2025-08-05,1397.21,1406.0,1393.39,1403.84,25342.27
2025-08-06,1405.08,1405.08,1395.54,1400.04,23699.28
2025-08-07,1400.04,1403.8,1396.29,1398.54,28001.34
2025-08-08,1399.23,1402.62,1394.26,1397.18,18655.28
2025-08-11,1399.67,1427.68,1399.18,1420.81,47159.07
2025-08-12,1424.74,1440.54,1411.96,1412.98,42019.23
2025-08-13,1401.14,1409.68,1396.23,1396.28,65527.54
2025-08-14,1397.15,1423.28,1397.15,1403.1,48129.3
2025-08-15,1402.14,1404.74,1396.44,1398.27,47581.65
2025-08-18,1403.1,1412.59,1399.28,1404.59,47377.98
2025-08-19,1409.5,1422.44,1408.03,1413.93,46371.86
2025-08-20,1413.93,1428.48,1406.08,1425.73,45804.66
2025-08-21,1429.12,1430.63,1419.48,1424.01,30890.57
2025-08-22,1424.62,1439.49,1420.58,1439.44,44970.58
2025-08-25,1445.4,1470.96,1441.46,1465.38,65324.55
2025-08-26,1465.37,1469.22,1455.23,1456.81,39602.13
2025-08-27,1457.07,1460.07,1423.76,1423.76,56006.09
2025-08-28,1423.73,1431.72,1414.68,1421.89,39281.77
2025-08-29,1428.68,1457.76,1427.69,1455.22,62256.48
2025-09-01,1457.39,1463.09,1441.16,1451.39,45123.38
2025-09-02,1453.91,1483.74,1453.26,1466.33,56688.37
2025-09-03,1466.04,1478.33,1441.46,1455.76,45045.03
2025-09-04,1447.36,1454.54,1436.02,1448.01,47746.76
2025-09-05,1446.37,1462.08,1439.49,1458.17,37388.48
2025-09-08,1458.17,1481.22,1452.77,1476.1,51382.98
2025-09-09,1479.81,1484.67,1468.42,1479.81,35742.77
2025-09-10,1481.44,1504.34,1470.96,1496.53,49663.31
2025-09-11,1496.53,1500.47,1483.25,1498.0,37238.96
2025-09-12,1500.45,1512.27,1485.24,1490.62,33722.09
2025-09-15,1490.49,1492.08,1476.36,1489.74,25827.03
2025-09-16,1489.74,1495.53,1471.16,1474.87,32717.89
2025-09-17,1474.88,1485.0,1465.07,1468.01,30330.54
2025-09-18,1467.02,1472.73,1439.0,1443.39,49721.25
2025-09-19,1443.41,1450.8,1432.62,1443.39,32636.62
2025-09-22,1440.56,1443.39,1425.74,1429.02,34947.08
2025-09-23,1426.22,1433.1,1415.89,1423.19,38663.0
2025-09-24,1410.06,1432.39,1410.06,1417.86,30743.5
2025-09-25,1418.68,1421.02,1411.96,1414.91,33869.73
2025-09-26,1417.05,1422.88,1404.1,1410.98,45120.71
2025-09-29,1415.28,1445.38,1410.98,1436.4,53684.03
2025-09-30,1435.56,1436.31,1415.89,1419.82,39363.62
2025-10-09,1411.96,1415.28,1396.23,1412.73,54918.12
2025-10-10,1413.53,1415.83,1403.6,1406.06,36001.44
2025-10-13,1392.0,1399.03,1391.43,1395.44,46068.8
2025-10-14,1406.05,1439.49,1406.05,1426.73,66672.33
2025-10-15,1426.69,1438.51,1420.89,1437.52,42785.4
2025-10-16,1437.45,1460.09,1434.46,1460.05,45730.15
