datetime,close,open,high,low,volume,amount
2026-02-10 11:17:00,1479.89577,1480.00577,1480.6057700000001,1479.89577,48,7238889.0
2026-02-10 11:18:00,1480.02577,1479.9057699999998,1480.05577,1479.80577,50,7539726.0
2026-02-10 11:19:00,1479.82577,1479.84577,1480.02577,1479.81577,81,12213974.0
2026-02-10 11:20:00,1480.01577,1479.90577,1480.01577,1479.77577,47,7087143.0
2026-02-10 11:21:00,1480.80577,1480.47577,1480.97577,1480.06577,59,8900094.0
2026-02-10 11:22:00,1481.45577,1481.00577,1481.47577,1481.00577,49,7395780.0
2026-02-10 11:23:00,1481.90577,1481.38577,1481.90577,1481.37577,69,10446085.000000002
2026-02-10 11:24:00,1482.24577,1481.87577,1482.8357700000001,1481.87577,90,13591143.0
2026-02-10 11:25:00,1481.03577,1482.18577,1482.21577,1481.03577,70,10570435.000000002
2026-02-10 11:26:00,1482.31577,1481.47577,1482.31577,1480.98577,79,11924104.000000002
2026-02-10 11:27:00,1482.47577,1482.00577,1482.6257699999999,1482.00577,58,8760464.0
2026-02-10 11:28:00,1481.99577,1482.37577,1482.37577,1481.97577,45,6795819.0
2026-02-10 11:29:00,1483.62577,1481.99577,1483.83577,1481.99577,119,17996393.0
2026-02-10 11:30:00,1483.3257700000001,1483.5957700000001,1483.76577,1483.18577,61,9220339.0
2026-02-10 13:01:00,1482.4757700000002,1481.5957700000001,1484.3257700000001,1481.5957700000001,527,79523718.00000001
2026-02-10 13:02:00,1481.49577,1482.47577,1483.64577,1481.49577,58,8758865.0
2026-02-10 13:03:00,1481.61577,1481.7957700000002,1481.7957700000002,1481.5857700000001,85,12832369.0
2026-02-10 13:04:00,1482.99577,1481.60577,1483.85577,1481.48577,120,18123059.0
2026-02-10 13:05:00,1482.99577,1483.00577,1483.00577,1482.88577,95,14354546.000000002
2026-02-10 13:06:00,1482.51577,1482.98577,1483.97577,1482.51577,182,27510788.0
2026-02-10 13:07:00,1481.68577,1481.47577,1481.77577,1480.98577,90,13585616.0
2026-02-10 13:08:00,1482.08577,1481.78577,1482.10577,1481.78577,54,8154050.000000001
2026-02-10 13:09:00,1483.6457699999999,1481.82577,1483.6457699999999,1481.80577,101,15254592.0
2026-02-10 13:10:00,1484.66577,1483.97577,1484.8757699999999,1483.78577,71,10735768.0
2026-02-10 13:11:00,1485.1057700000001,1484.68577,1485.53577,1484.68577,106,16056181.0
2026-02-10 13:12:00,1484.69577,1485.21577,1485.29577,1484.69577,53,8018836.0
2026-02-10 13:13:00,1484.6057700000001,1484.8257700000001,1484.8257700000001,1483.88577,61,9226220.0
2026-02-10 13:14:00,1483.92577,1484.40577,1484.40577,1483.13577,56,8466458.0
2026-02-10 13:15:00,1483.92577,1483.23577,1483.92577,1483.21577,85,12890626.0
2026-02-10 13:16:00,1481.65577,1483.92577,1483.92577,1481.65577,114,17210548.000000004
2026-02-10 13:17:00,1480.47577,1481.64577,1481.66577,1480.47577,74,11167998.0
2026-02-10 13:18:00,1479.97577,1479.99577,1480.59577,1479.97577,70,10558479.000000002
2026-02-10 13:19:00,1479.05577,1479.97577,1479.97577,1479.01577,67,10100582.0
2026-02-10 13:20:00,1479.1557699999998,1479.29577,1479.74577,1479.03577,80,12059007.000000002
2026-02-10 13:21:00,1479.15577,1479.3157700000002,1479.72577,1479.15577,83,12588206.000000002
2026-02-10 13:22:00,1479.60577,1479.29577,1479.98577,1479.29577,62,9346797.0
2026-02-10 13:23:00,1479.49577,1479.37577,1479.97577,1479.37577,69,10402839.0
2026-02-10 13:24:00,1479.37577,1479.49577,1479.5257700000002,1479.37577,68,10250930.0
2026-02-10 13:25:00,1479.3357700000001,1479.37577,1479.4757700000002,1479.3357700000001,56,8441527.0
2026-02-10 13:26:00,1479.01577,1479.33577,1479.33577,1479.01577,54,8097258.000000001
2026-02-10 13:27:00,1478.43577,1479.17577,1479.17577,1478.41577,167,25129735.0
2026-02-10 13:28:00,1476.8457700000001,1478.5457700000002,1478.5457700000002,1476.8457700000001,165,24842630.0
2026-02-10 13:29:00,1477.98577,1476.96577,1478.41577,1476.96577,93,14003741.0
2026-02-10 13:30:00,1477.8757699999999,1477.98577,1477.99577,1477.76577,75,11294700.0
2026-02-10 13:31:00,1477.29577,1477.87577,1477.87577,1476.97577,108,16257712.0
2026-02-10 13:32:00,1476.77577,1477.33577,1477.57577,1476.77577,116,17460880.999999996
2026-02-10 13:33:00,1475.29577,1476.67577,1476.67577,1475.22577,87,13084866.0
2026-02-10 13:34:00,1476.99577,1475.96577,1477.52577,1475.29577,266,40021244.00000001
2026-02-10 13:35:00,1477.0357700000002,1476.0757700000001,1477.1057700000001,1476.0757700000001,91,13694856.0
2026-02-10 13:36:00,1477.0757700000001,1477.7557700000002,1478.0157700000002,1477.0757700000001,66,9937110.0
2026-02-10 13:37:00,1477.8957699999999,1477.07577,1477.8957699999999,1477.02577,92,13850610.000000002
2026-02-10 13:38:00,1477.91577,1477.8557700000001,1477.97577,1477.8557700000001,58,8734470.999999998
2026-02-10 13:39:00,1477.31577,1477.9157699999998,1478.28577,1477.31577,139,20932341.0
2026-02-10 13:40:00,1476.24577,1476.97577,1477.02577,1476.15577,104,15647636.0
2026-02-10 13:41:00,1476.25577,1476.24577,1476.28577,1476.23577,115,17299179.0
2026-02-10 13:42:00,1476.25577,1476.25577,1476.87577,1476.24577,147,22115164.0
2026-02-10 13:43:00,1475.03577,1476.23577,1476.23577,1475.03577,135,20300379.0
2026-02-10 13:44:00,1475.28577,1475.00577,1475.81577,1474.98577,191,28729097.0
2026-02-10 13:45:00,1475.97577,1475.23577,1476.20577,1475.02577,86,12930383.0
2026-02-10 13:46:00,1475.8157700000002,1476.20577,1476.20577,1475.17577,52,7819667.0
2026-02-10 13:47:00,1475.33577,1475.81577,1475.81577,1475.24577,56,8419554.0
2026-02-10 13:48:00,1475.00577,1475.33577,1475.3757699999999,1475.00577,127,19091506.0
2026-02-10 13:49:00,1474.99577,1475.00577,1475.08577,1474.47577,92,13826673.0
2026-02-10 13:50:00,1474.98577,1474.97577,1475.00577,1474.54577,59,8867133.0
2026-02-10 13:51:00,1475.10577,1474.99577,1476.21577,1474.99577,104,15636838.0
2026-02-10 13:52:00,1475.19577,1475.1057700000001,1476.0857700000001,1475.1057700000001,50,7517587.0
2026-02-10 13:53:00,1475.30577,1475.19577,1475.74577,1475.19577,43,6464618.0
2026-02-10 13:54:00,1474.8557700000001,1475.2757700000002,1475.43577,1474.8557700000001,98,14731494.0
2026-02-10 13:55:00,1474.6657699999998,1474.55577,1474.6757699999998,1474.55577,82,12321617.000000002
2026-02-10 13:56:00,1474.61577,1474.66577,1474.87577,1474.5957700000001,67,10068068.0
2026-02-10 13:57:00,1474.88577,1474.61577,1474.88577,1474.5857700000001,123,18483928.0
2026-02-10 13:58:00,1474.88577,1474.90577,1474.90577,1474.87577,47,7063706.000000001
2026-02-10 13:59:00,1474.87577,1474.88577,1474.97577,1474.87577,69,10370085.0
2026-02-10 14:00:00,1474.8257700000001,1474.87577,1474.9757700000002,1474.8257700000001,56,8416477.0
2026-02-10 14:01:00,1474.77577,1474.82577,1474.94577,1474.77577,51,7664665.0
2026-02-10 14:02:00,1474.52577,1474.81577,1475.1157699999999,1474.49577,136,20437177.0
2026-02-10 14:03:00,1473.98577,1474.49577,1474.53577,1473.97577,94,14122102.0
2026-02-10 14:04:00,1472.97577,1473.97577,1474.08577,1472.97577,117,17570972.999999996
2026-02-10 14:05:00,1472.97577,1472.97577,1473.1057700000001,1472.97577,92,13809324.000000002
2026-02-10 14:06:00,1473.97577,1472.96577,1473.97577,1472.91577,132,19880009.0
2026-02-10 14:07:00,1473.58577,1473.64577,1473.64577,1472.99577,42,6305562.0
2026-02-10 14:08:00,1473.7757700000002,1473.64577,1473.7957700000002,1473.64577,50,7508841.0
2026-02-10 14:09:00,1473.77577,1473.77577,1473.77577,1473.65577,77,11563471.0
2026-02-10 14:10:00,1473.00577,1473.68577,1473.68577,1473.00577,64,9608436.0
2026-02-10 14:11:00,1473.14577,1472.99577,1473.14577,1472.50577,78,11707985.000000002
2026-02-10 14:12:00,1473.03577,1473.17577,1473.18577,1472.97577,89,13359858.0
2026-02-10 14:13:00,1473.1157699999999,1473.05577,1473.18577,1473.05577,67,10057766.0
2026-02-10 14:14:00,1472.47577,1473.11577,1473.11577,1472.47577,64,9606027.0
2026-02-10 14:15:00,1472.64577,1472.47577,1472.64577,1472.22577,84,12604233.0
2026-02-10 14:16:00,1472.21577,1472.48577,1472.48577,1472.21577,85,12754024.0
2026-02-10 14:17:00,1472.8357700000001,1472.2757700000002,1472.8357700000001,1472.12577,133,19955048.0
2026-02-10 14:18:00,1472.8457700000001,1472.86577,1472.86577,1472.70577,59,8855011.0
2026-02-10 14:19:00,1474.95577,1472.8457700000001,1474.95577,1472.70577,146,21918482.0
2026-02-10 14:20:00,1473.97577,1474.91577,1475.19577,1473.97577,86,12925414.0
2026-02-10 14:21:00,1473.99577,1473.97577,1474.54577,1473.97577,81,12168264.0
2026-02-10 14:22:00,1473.04577,1473.99577,1474.03577,1473.04577,94,14118355.0
2026-02-10 14:23:00,1474.62577,1473.8457700000001,1474.93577,1473.8457700000001,105,15775063.0
2026-02-10 14:24:00,1474.7657700000002,1474.73577,1474.91577,1474.62577,48,7213515.0
2026-02-10 14:25:00,1475.17577,1474.75577,1475.64577,1474.75577,85,12776142.0
2026-02-10 14:26:00,1475.38577,1474.99577,1475.38577,1474.99577,66,9921010.000000002
2026-02-10 14:27:00,1475.5357700000002,1475.38577,1475.65577,1475.38577,80,12028871.000000002
2026-02-10 14:28:00,1473.5757700000001,1475.40577,1475.40577,1473.5757700000001,116,17433005.0
2026-02-10 14:29:00,1473.13577,1473.8457700000001,1473.8557700000001,1473.13577,76,11411418.0
2026-02-10 14:30:00,1473.84577,1473.31577,1474.19577,1473.31577,105,15768319.000000002
2026-02-10 14:31:00,1474.18577,1473.8557700000001,1474.18577,1473.8457700000001,97,14568807.0
2026-02-10 14:32:00,1472.96577,1474.52577,1474.97577,1472.96577,198,29734849.0
2026-02-10 14:33:00,1472.47577,1472.83577,1472.83577,1472.47577,91,13657007.0
2026-02-10 14:34:00,1474.0257700000002,1472.37577,1474.0257700000002,1472.37577,308,46238643.0
2026-02-10 14:35:00,1473.5657700000002,1474.1057700000001,1474.53577,1473.42577,211,31685831.0
2026-02-10 14:36:00,1474.19577,1473.43577,1474.77577,1473.43577,183,27483029.0
2026-02-10 14:37:00,1474.08577,1474.18577,1474.19577,1473.80577,124,18626715.0
2026-02-10 14:38:00,1474.18577,1474.15577,1474.5357700000002,1474.12577,121,18177165.0
2026-02-10 14:39:00,1475.0857700000001,1474.12577,1475.96577,1474.12577,319,47942861.0
2026-02-10 14:40:00,1475.59577,1475.63577,1476.02577,1474.97577,640,96205033.0
2026-02-10 14:41:00,1476.23577,1475.68577,1476.23577,1474.97577,131,19699994.0
2026-02-10 14:42:00,1476.8057700000002,1476.12577,1477.0157700000002,1476.12577,258,38827989.0
2026-02-10 14:43:00,1475.78577,1476.6357699999999,1476.77577,1475.78577,210,31587334.0
2026-02-10 14:44:00,1476.43577,1475.76577,1476.55577,1475.73577,429,64542889.00000001
2026-02-10 14:45:00,1476.89577,1476.45577,1476.97577,1476.45577,298,44838683.0
2026-02-10 14:46:00,1476.95577,1476.87577,1476.98577,1476.87577,179,26939139.0
2026-02-10 14:47:00,1476.0257700000002,1476.95577,1476.95577,1475.87577,186,27983333.000000004
2026-02-10 14:48:00,1476.72577,1475.97577,1476.72577,1475.96577,225,33848202.0
2026-02-10 14:49:00,1477.02577,1476.72577,1477.17577,1476.72577,244,36739845.0
2026-02-10 14:50:00,1476.2457700000002,1476.97577,1477.0357700000002,1476.1057700000001,277,41666370.0
2026-02-10 14:51:00,1475.77577,1476.24577,1476.31577,1475.55577,165,24816325.0
2026-02-10 14:52:00,1475.46577,1475.45577,1475.62577,1475.40577,181,27212652.0
2026-02-10 14:53:00,1476.30577,1475.45577,1476.30577,1475.45577,242,36363554.0
2026-02-10 14:54:00,1476.8857699999999,1476.31577,1476.8857699999999,1476.31577,194,29190517.0
2026-02-10 14:55:00,1476.87577,1476.82577,1476.98577,1476.70577,217,32656710.999999996
2026-02-10 14:56:00,1476.97577,1476.91577,1476.97577,1476.88577,294,44245945.0
2026-02-10 14:57:00,1476.82577,1476.95577,1476.95577,1476.30577,222,33407735.000000004
2026-02-10 14:58:00,1476.8357700000001,1476.8357700000001,1476.8357700000001,1476.8357700000001,2,300972.0
2026-02-10 14:59:00,1476.8357700000001,1476.8357700000001,1476.8357700000001,1476.8357700000001,0,0.0
2026-02-10 15:00:00,1476.77577,1476.77577,1476.77577,1476.77577,453,68137344.0
