stock_code,report_date,roe,net_profit,gross_margin,debt_ratio,net_margin,operating_cashflow,total_equity
600188.SH,2022-12-31,39.7019,46029896000.0,42.4435,61.8755,20.4602,58919830000.0,143910753000.0
600188.SH,2023-03-31,5.7902,8622965000.0,31.4866,55.3001,17.2399,5444021000.0,134982449000.0
600188.SH,2023-06-30,11.4986,14807769000.0,31.2055,61.7545,15.5494,6806425000.0,116702574000.0
600188.SH,2023-09-30,18.9356,21050418000.0,33.1987,69.4943,15.4977,14739996000.0,103066345000.0
600188.SH,2023-12-31,23.3311,27156335000.0,40.6411,66.5742,18.096,16158634000.0,118482610000.0
600188.SH,2024-03-31,4.9491,5399189000.0,29.3596,65.2315,13.6212,5463978000.0,125743077000.0
600188.SH,2024-06-30,10.1769,10895361000.0,32.941,65.5691,15.0672,12620416000.0,123766445000.0
600188.SH,2024-09-30,14.7979,17435419000.0,34.6172,64.19,14.6778,22315569000.0,130475266000.0
600188.SH,2024-12-31,18.5624,20932292000.0,35.8044,63.7179,15.0457,22341926000.0,149199722000.0
600188.SH,2025-03-31,3.2211,3751850000.0,31.4526,62.586,12.3775,3661704000.0,137224676000.0
600188.SH,2025-06-30,5.5701,6807781000.0,29.7059,63.6791,11.4707,13563670000.0,136447010000.0
600188.SH,2025-09-30,8.6536,11142091000.0,29.7424,66.9054,10.6158,19600045000.0,142935895000.0
600196.SH,2022-03-31,1.1933,634163794.28,43.5453,50.1323,6.1066,855611632.32,47760545763.85
600196.SH,2022-06-30,3.9988,1843222633.93,45.7562,51.6883,8.6343,1798688217.52,47734086945.25
600196.SH,2022-09-30,5.9343,2759537770.48,46.511,48.9823,8.7264,3143732680.92,53226338190.47
600196.SH,2022-12-31,8.9064,3947464120.11,47.2836,49.5083,8.9814,4217570892.87,54108909613.35
600196.SH,2023-03-31,2.1939,1114254110.16,51.2931,48.7353,10.25,873244036.36,55047714622.86
600196.SH,2023-06-30,3.9481,2045225278.44,49.9957,50.555,9.5593,1810008134.62,55448913934.34
600196.SH,2023-09-30,5.0453,2653809536.67,48.6011,49.4595,8.6443,2461640486.64,55982359754.65
600196.SH,2023-12-31,5.2871,2895063426.58,47.8368,50.1045,6.993,3414217063.59,56616260436.28
600196.SH,2024-03-31,1.3251,786221155.86,50.0091,49.4173,7.7405,917312105.03,57535674072.48
600196.SH,2024-06-30,2.6439,1549731977.11,48.8663,49.054,7.5734,1907003898.0,58861941625.06
600196.SH,2024-09-30,4.3246,2518517637.46,48.5971,48.6447,8.1474,2986637355.17,59194604169.63
600196.SH,2024-12-31,5.9602,3512440385.0,47.9741,48.9754,8.5529,4476981262.22,59933728912.32
600196.SH,2025-03-31,1.6069,941566276.85,47.7693,48.4281,9.9951,1055679878.45,60849901928.08
600196.SH,2025-06-30,3.596,2100210564.8,48.1232,49.2416,10.7623,2134000494.31,60315108378.1
600196.SH,2025-09-30,5.2961,3056091951.68,48.2011,48.5174,10.3972,3381768565.71,60811599892.47
600219.SH,2022-03-31,1.6723,820499078.51,20.2862,25.3872,9.2643,1272640955.12,48248839099.95
600219.SH,2022-06-30,4.2132,2073942688.51,20.9269,26.6359,11.5797,2898188895.65,48610556857.93
600219.SH,2022-09-30,6.4765,3175470876.03,20.1985,24.8483,11.9704,4434090732.02,50090864175.97
600219.SH,2022-12-31,7.9926,3943844876.72,20.906,22.7228,11.2839,6668664634.44,50018411318.22
600219.SH,2023-03-31,1.1421,557446522.76,19.1619,22.0916,8.1564,309764827.05,50804964277.22
600219.SH,2023-06-30,2.8674,1487144720.19,19.2161,22.4327,10.2557,1372542758.5,51805600749.36
600219.SH,2023-09-30,4.6414,2418532837.4,20.4781,25.0845,11.1507,3144110022.87,52490261512.71
600219.SH,2023-12-31,7.4352,4002685864.52,20.3402,21.4883,13.8772,4230397394.23,54028097595.62
600219.SH,2024-03-31,1.7728,1030516427.08,22.2266,22.1638,14.2649,1157322344.0,53266475546.63
600219.SH,2024-06-30,4.5091,2626408150.64,25.228,19.6216,16.7636,2656396665.1,54518419983.71
600219.SH,2024-09-30,7.1173,4214418330.82,25.3381,18.9209,17.3962,4709340932.5,55930409326.09
600219.SH,2024-12-31,9.791,5956300422.6,27.1846,19.9813,17.7921,7616970602.08,56224321931.44
600219.SH,2025-03-31,3.3346,2198669421.16,32.9225,16.805,24.4814,2248217322.51,60111939738.93
600219.SH,2025-06-30,5.1462,3314121353.22,28.5115,17.4362,19.1856,4815800136.64,60214756388.71
600219.SH,2025-09-30,7.3728,4664596923.58,26.6309,17.5647,17.7191,6220591766.67,60420459491.93
600233.SH,2022-03-31,3.7771,892744728.35,12.654,30.9224,7.5479,980489950.53,23952293371.67
600233.SH,2022-06-30,7.6279,1812430472.88,11.8892,32.5302,7.2305,3352332367.33,24396601761.53
