信号等级,代码,名称,类型,收盘价,涨跌幅%,量比,K线形态,MACD,背离前价,背离近价,背离前MACD,背离近MACD,背离间距日
A-双重共振,600261.SH,600261.SH,个股,3.18,0.95,0.63,看涨孕线,-0.0641,3.15,3.12,-0.1124,-0.082,9
A-双重共振,603123.SH,603123.SH,个股,7.91,1.02,0.63,看涨吞没,-0.6773,9.0,7.83,-0.6671,-0.6567,11
A-双重共振,688489.SH,688489.SH,个股,22.74,3.13,0.63,看涨吞没,-0.973,22.66,22.05,-1.1851,-0.9907,11
A-双重共振,301595.SZ,301595.SZ,个股,39.53,1.62,0.62,看涨吞没,-1.7639,41.39,38.9,-1.6988,-1.6665,13
A-双重共振,301636.SZ,301636.SZ,个股,42.14,1.23,0.62,看涨吞没,-3.7571,45.35,41.63,-4.6666,-3.8171,11
A-双重共振,688277.SH,688277.SH,个股,16.67,2.96,0.62,看涨吞没,-0.4511,16.66,16.19,-1.0231,-0.3945,15
A-双重共振,920304.BJ,920304.BJ,个股,9.41,1.29,0.62,锤子线,-0.3628,9.46,9.29,-0.5519,-0.3464,10
A-双重共振,000589.SZ,000589.SZ,个股,4.21,-0.94,0.61,锤子线,-0.0965,4.38,4.21,-0.1391,-0.0965,59
A-双重共振,000735.SZ,000735.SZ,个股,4.93,-1.2,0.61,锤子线,-0.301,5.21,4.93,-0.338,-0.301,10
A-双重共振,000839.SZ,000839.SZ,个股,2.59,2.37,0.61,看涨孕线,-0.1115,2.61,2.53,-0.1383,-0.1084,11
A-双重共振,600084.SH,600084.SH,个股,4.02,0.0,0.61,看涨孕线,-0.3358,4.66,4.02,-0.5237,-0.3264,24
A-双重共振,600435.SH,600435.SH,个股,11.6,-1.02,0.61,锤子线,-0.4684,11.71,11.46,-0.7692,-0.7653,2
A-双重共振,603220.SH,603220.SH,个股,21.36,3.64,0.61,看涨孕线,-1.2349,22.0,20.61,-1.9985,-1.1696,14
A-双重共振,002969.SZ,002969.SZ,个股,14.0,2.04,0.6,看涨吞没,-1.441,14.68,13.72,-1.5808,-1.4642,12
A-双重共振,300498.SZ,300498.SZ,个股,12.39,0.24,0.6,锤子线,-0.6236,12.82,12.36,-0.7775,-0.6271,10
A-双重共振,600064.SH,600064.SH,个股,7.38,-0.4,0.6,锤子线,-0.109,7.32,7.14,-0.2553,-0.2177,8
A-双重共振,000010.SZ,000010.SZ,个股,1.69,-0.59,0.59,倒锤子线,-0.2157,1.91,1.69,-0.4031,-0.2157,23
A-双重共振,002783.SZ,002783.SZ,个股,7.19,-1.64,0.59,锤子线,-0.3429,7.57,7.19,-0.4025,-0.3429,15
A-双重共振,002987.SZ,002987.SZ,个股,11.04,-1.43,0.59,锤子线,-0.345,11.16,11.04,-0.4532,-0.345,11
A-双重共振,300300.SZ,300300.SZ,个股,7.82,1.3,0.59,看涨吞没,-0.7927,8.5,7.72,-0.9979,-0.8084,11
A-双重共振,601949.SH,601949.SH,个股,4.95,-0.8,0.59,锤子线,-0.1689,5.06,4.95,-0.2384,-0.1689,11
A-双重共振,920237.BJ,920237.BJ,个股,14.96,-1.84,0.59,锤子线,-0.5932,15.35,14.96,-0.6764,-0.5932,17
A-双重共振,600556.SH,600556.SH,个股,4.79,0.63,0.58,蜻蜓十字,-0.2497,4.99,4.76,-0.2668,-0.2513,10
A-双重共振,600686.SH,600686.SH,个股,12.18,-1.06,0.58,"锤子线,蜻蜓十字",-0.6495,12.65,12.18,-0.7358,-0.6495,11
A-双重共振,601568.SH,601568.SH,个股,3.61,1.4,0.58,看涨孕线,-0.0477,3.67,3.56,-0.0918,-0.0428,20
A-双重共振,605599.SH,605599.SH,个股,14.48,-0.62,0.58,"锤子线,蜻蜓十字",-0.7483,14.75,14.38,-1.2557,-1.2413,1
A-双重共振,920779.BJ,920779.BJ,个股,25.74,0.51,0.58,"锤子线,看涨孕线,蜻蜓十字",-1.3866,27.21,25.61,-1.4865,-1.38,10
A-双重共振,920856.BJ,920856.BJ,个股,9.03,-1.31,0.58,锤子线,-0.6372,9.9,9.03,-0.6559,-0.6372,11
A-双重共振,001227.SZ,001227.SZ,个股,2.09,0.0,0.57,看涨孕线,-0.0174,2.09,2.09,-0.0364,-0.0301,8
A-双重共振,300796.SZ,300796.SZ,个股,6.79,0.15,0.57,锤子线,-0.383,7.33,6.78,-0.3861,-0.3815,14
A-双重共振,517520.SH,517520.SH,ETF/基金,1.58,-2.47,0.57,锤子线,-0.1006,1.7,1.58,-0.1126,-0.1006,13
A-双重共振,603939.SH,603939.SH,个股,19.56,-1.71,0.57,锤子线,-0.5632,19.7,19.56,-0.7707,-0.5632,11
A-双重共振,002958.SZ,002958.SZ,个股,2.81,-0.35,0.56,锤子线,-0.0264,2.84,2.81,-0.0463,-0.0264,16
A-双重共振,920374.BJ,920374.BJ,个股,16.87,-0.3,0.56,锤子线,-0.6643,17.0,16.8,-0.6521,-0.6109,9
A-双重共振,920943.BJ,920943.BJ,个股,14.16,-1.12,0.56,锤子线,-0.7179,14.05,13.96,-1.3552,-0.9083,11
A-双重共振,002164.SZ,002164.SZ,个股,11.83,3.41,0.55,看涨吞没,-0.416,11.78,11.44,-0.4535,-0.3883,56
A-双重共振,516190.SH,516190.SH,ETF/基金,0.98,1.03,0.54,蜻蜓十字,-0.0365,0.99,0.96,-0.0431,-0.0387,10
A-双重共振,600028.SH,600028.SH,个股,4.71,0.0,0.54,看涨孕线,-0.0857,4.7,4.67,-0.2067,-0.1524,9
A-双重共振,603217.SH,603217.SH,个股,22.53,0.4,0.54,"看涨孕线,蜻蜓十字",-1.1435,23.31,22.44,-1.1323,-1.1288,14
A-双重共振,159306.SZ,159306.SZ,ETF/基金,1.28,3.23,0.53,看涨吞没,-0.0319,1.27,1.24,-0.0424,-0.0323,56
A-双重共振,600496.SH,600496.SH,个股,3.4,1.19,0.53,锤子线,-0.1195,3.44,3.36,-0.1204,-0.111,39
A-双重共振,605028.SH,605028.SH,个股,21.06,-1.86,0.52,锤子线,-1.1,21.93,21.06,-1.3339,-1.1,10
A-双重共振,300375.SZ,300375.SZ,个股,4.11,1.23,0.5,看涨吞没,-0.1202,4.25,4.06,-0.1483,-0.1057,11
A-双重共振,600684.SH,600684.SH,个股,3.12,-2.19,0.5,锤子线,-0.2424,3.5,3.12,-0.249,-0.2424,11
A-双重共振,688680.SH,688680.SH,个股,41.91,1.48,0.5,三外部上涨,-1.0949,41.66,41.18,-1.539,-0.9988,19
A-双重共振,002194.SZ,002194.SZ,个股,9.81,2.29,0.49,看涨孕线,-0.3466,10.08,9.59,-0.6463,-0.2319,56
A-双重共振,300631.SZ,300631.SZ,个股,22.72,1.56,0.49,看涨孕线,-0.7362,23.63,22.37,-1.1196,-0.6292,14
A-双重共振,600428.SH,600428.SH,个股,7.95,1.15,0.49,看涨吞没,-0.0672,7.54,7.48,-0.2846,-0.2093,7
A-双重共振,688327.SH,688327.SH,个股,12.45,3.58,0.49,看涨吞没,-0.3226,12.28,12.02,-0.7656,-0.2812,55
A-双重共振,002578.SZ,002578.SZ,个股,3.56,1.14,0.48,锤子线,-0.1304,3.72,3.49,-0.1975,-0.1039,52
A-双重共振,600801.SH,600801.SH,个股,18.69,0.43,0.48,锤子线,-0.3498,18.3,18.1,-0.9509,-0.6731,8
A-双重共振,920020.BJ,920020.BJ,个股,14.39,-1.1,0.48,锤子线,-0.1734,14.4,14.39,-0.2451,-0.1734,17
A-双重共振,002530.SZ,002530.SZ,个股,7.21,-0.14,0.47,"锤子线,蜻蜓十字",-0.3134,7.55,7.21,-0.3492,-0.3134,12
A-双重共振,300191.SZ,300191.SZ,个股,27.67,1.36,0.47,看涨吞没,-1.9513,29.07,27.3,-2.2741,-1.9883,12
A-双重共振,601011.SH,601011.SH,个股,2.64,0.76,0.47,锤子线,-0.0848,2.75,2.62,-0.1194,-0.0716,20
A-双重共振,603043.SH,603043.SH,个股,13.2,-0.23,0.47,"锤子线,蜻蜓十字",-0.2661,13.64,13.2,-0.3974,-0.2661,16
A-双重共振,601999.SH,601999.SH,个股,5.61,0.72,0.46,"看涨吞没,锤子线",-0.3003,5.89,5.57,-0.3759,-0.3019,10
A-双重共振,002356.SZ,002356.SZ,个股,2.83,1.8,0.45,看涨吞没,-0.0994,2.91,2.78,-0.1434,-0.0941,22
A-双重共振,920770.BJ,920770.BJ,个股,11.79,-2.16,0.39,锤子线,-0.5144,11.88,11.79,-0.9371,-0.5144,12
A-双重共振,920857.BJ,920857.BJ,个股,15.24,0.4,0.38,"锤子线,蜻蜓十字",-1.0463,15.33,15.18,-1.8697,-0.9949,16
A-双重共振,000892.SZ,000892.SZ,个股,3.52,-1.4,0.37,锤子线,-0.3169,3.86,3.52,-0.3571,-0.3169,11
A-双重共振,002627.SZ,002627.SZ,个股,6.12,-1.45,0.35,锤子线,-0.2432,6.56,6.12,-0.2943,-0.2432,19
A-双重共振,920371.BJ,920371.BJ,个股,7.43,-2.11,0.35,锤子线,-0.3275,7.88,7.43,-0.3674,-0.3275,18
A-双重共振,600693.SH,600693.SH,个股,8.39,0.12,0.34,锤子线,-0.5624,9.16,8.38,-0.5447,-0.5447,15
A-双重共振,920826.BJ,920826.BJ,个股,8.66,-1.7,0.34,锤子线,-0.3315,9.69,8.66,-0.7202,-0.3315,51
A-双重共振,516750.SH,516750.SH,ETF/基金,0.61,0.0,0.33,蜻蜓十字,-0.0184,0.62,0.6,-0.0199,-0.0192,10
A-双重共振,159787.SZ,159787.SZ,ETF/基金,0.61,0.0,0.32,蜻蜓十字,-0.0188,0.63,0.61,-0.0188,-0.0186,9
B-底背离放量,517110.SH,517110.SH,ETF/基金,0.68,-4.23,4.32,,0.0002,0.61,0.61,-0.0236,-0.023,6
B-底背离放量,600789.SH,600789.SH,个股,6.74,-9.16,4.11,,-0.2307,7.0,6.74,-0.3157,-0.2307,12
B-底背离放量,920009.BJ,920009.BJ,个股,38.55,-8.15,3.48,,-1.697,35.56,33.58,-2.7871,-2.7774,5
B-底背离放量,511960.SH,511960.SH,ETF/基金,100.0,0.0,3.33,,-0.0009,100.0,100.0,-0.0026,0.0001,50
B-底背离放量,159933.SZ,159933.SZ,ETF/基金,2.69,-1.82,3.16,,-0.0148,2.69,2.69,-0.0369,-0.0148,22
B-底背离放量,517120.SH,517120.SH,ETF/基金,0.65,-2.99,3.12,,0.0004,0.58,0.58,-0.0215,-0.0207,7
B-底背离放量,159827.SZ,159827.SZ,ETF/基金,0.71,-1.39,2.87,,-0.029,0.74,0.7,-0.0339,-0.031,13
B-底背离放量,159748.SZ,159748.SZ,ETF/基金,0.72,-2.7,2.69,,-0.0,0.64,0.64,-0.0251,-0.0243,7
B-底背离放量,512640.SH,512640.SH,ETF/基金,2.2,-1.35,2.44,,-0.0126,2.2,2.2,-0.0307,-0.0126,22
B-底背离放量,563870.SH,563870.SH,ETF/基金,0.73,5.8,2.44,,-0.0281,0.72,0.69,-0.0351,-0.0311,11
B-底背离放量,688198.SH,688198.SH,个股,91.12,0.44,2.44,,-0.6164,78.83,75.6,-4.4858,-1.9162,12
B-底背离放量,605366.SH,605366.SH,个股,13.05,-6.65,2.4,,0.422,10.1,9.82,-0.4624,-0.4305,9
B-底背离放量,517380.SH,517380.SH,ETF/基金,0.73,-2.67,2.33,,0.0033,0.64,0.64,-0.0242,-0.0227,7
B-底背离放量,920068.BJ,920068.BJ,个股,18.15,5.83,2.32,,-0.5242,17.54,16.93,-0.669,-0.6419,5
B-底背离放量,159169.SZ,159169.SZ,ETF/基金,0.82,-2.38,2.21,,-0.0183,0.77,0.77,-0.0414,-0.0394,5
B-底背离放量,159913.SZ,159913.SZ,ETF/基金,2.42,-1.22,2.19,,-0.0116,2.41,2.4,-0.0353,-0.0164,51
B-底背离放量,920263.BJ,920263.BJ,个股,8.32,-0.24,2.18,,-0.5094,7.72,7.48,-0.7092,-0.6861,5
B-底背离放量,688765.SH,688765.SH,个股,50.99,-1.09,2.13,,-1.5623,45.0,42.96,-3.4879,-2.6932,13
B-底背离放量,159297.SZ,159297.SZ,ETF/基金,0.64,-3.03,2.1,,-0.0203,0.61,0.61,-0.0392,-0.0354,7
B-底背离放量,159102.SZ,159102.SZ,ETF/基金,0.68,-2.86,2.08,,-0.0154,0.64,0.64,-0.0337,-0.0323,6
B-底背离放量,002268.SZ,002268.SZ,个股,12.9,5.13,2.01,,-0.603,12.8,12.27,-0.7765,-0.6423,11
B-底背离放量,002427.SZ,002427.SZ,个股,5.03,-4.55,2.01,,-0.0576,4.39,4.24,-0.3474,-0.2964,5
B-底背离放量,588130.SH,588130.SH,ETF/基金,1.0,0.0,2.01,,-0.0111,0.91,0.91,-0.0332,-0.0233,13
B-底背离放量,000683.SZ,000683.SZ,个股,6.49,3.18,1.96,,-0.3939,6.87,6.29,-0.4009,-0.3978,9
B-底背离放量,563060.SH,563060.SH,ETF/基金,1.07,-1.83,1.93,,-0.0075,1.07,1.07,-0.0109,-0.0101,10
B-底背离放量,603313.SH,603313.SH,个股,5.33,-4.14,1.92,,-0.3035,5.4,5.05,-0.4402,-0.3738,9
B-底背离放量,600623.SH,600623.SH,个股,8.05,3.47,1.91,,-0.3171,8.11,7.68,-0.4211,-0.2931,12
B-底背离放量,159858.SZ,159858.SZ,ETF/基金,0.64,-3.03,1.89,,0.0028,0.57,0.57,-0.0201,-0.0179,6
B-底背离放量,300204.SZ,300204.SZ,个股,23.88,2.58,1.89,,-0.9165,20.38,19.4,-1.469,-1.4636,10
B-底背离放量,688287.SH,688287.SH,个股,0.0,,1.85,,-0.0032,0.0,0.0,-0.2894,-0.0063,50
B-底背离放量,301211.SZ,301211.SZ,个股,11.37,-3.48,1.84,,0.2156,9.33,9.28,-0.5071,-0.4499,4
B-底背离放量,520760.SH,520760.SH,个股,0.8,-2.44,1.83,,-0.0172,0.75,0.75,-0.0415,-0.0375,4
B-底背离放量,001205.SZ,001205.SZ,个股,13.67,-1.37,1.82,,-0.1313,13.73,13.67,-0.2211,-0.1313,13
B-底背离放量,588250.SH,588250.SH,ETF/基金,1.02,0.99,1.79,,-0.0113,0.93,0.93,-0.0342,-0.023,13
B-底背离放量,600619.SH,600619.SH,个股,15.81,-0.32,1.79,,-0.3442,14.17,14.11,-0.8468,-0.6495,12
B-底背离放量,520930.SH,520930.SH,个股,0.8,-2.44,1.78,,-0.0178,0.75,0.75,-0.0422,-0.0381,4
B-底背离放量,600839.SH,600839.SH,个股,6.98,5.6,1.78,,-0.3261,6.67,6.36,-0.5026,-0.3819,10
B-底背离放量,600746.SH,600746.SH,个股,5.6,-3.11,1.72,,-0.461,6.21,5.6,-0.5485,-0.461,11
B-底背离放量,688136.SH,688136.SH,个股,20.77,3.59,1.69,,-0.8489,18.23,18.06,-2.0783,-1.2459,10
B-底背离放量,688137.SH,688137.SH,个股,36.04,-0.58,1.68,,-2.247,35.5,33.67,-2.8254,-2.6046,8
B-底背离放量,159508.SZ,159508.SZ,ETF/基金,0.74,-1.33,1.67,,-0.0032,0.67,0.67,-0.0275,-0.0265,6
B-底背离放量,300412.SZ,300412.SZ,个股,4.59,-1.08,1.67,,-0.0442,4.25,4.16,-0.21,-0.2096,5
B-底背离放量,920634.BJ,920634.BJ,个股,20.25,3.21,1.66,,0.0742,16.4,15.36,-1.1464,-1.0863,11
B-底背离放量,301600.SZ,301600.SZ,个股,83.66,-9.29,1.65,,-5.3053,97.46,83.66,-6.1177,-5.3053,51
B-底背离放量,511820.SH,511820.SH,ETF/基金,99.99,-0.01,1.64,,-0.0013,100.0,99.99,-0.0022,-0.0013,59
B-底背离放量,000758.SZ,000758.SZ,个股,7.57,7.38,1.62,,0.0416,6.37,6.27,-0.3145,-0.1186,42
B-底背离放量,002828.SZ,002828.SZ,个股,10.59,0.0,1.61,,-0.0532,8.89,8.88,-0.64,-0.6277,1
B-底背离放量,603418.SH,603418.SH,个股,53.09,4.98,1.6,,-0.3047,48.23,47.36,-1.7486,-0.9029,43
B-底背离放量,517990.SH,517990.SH,ETF/基金,0.79,-2.47,1.59,,-0.0088,0.74,0.74,-0.0294,-0.0273,5
B-底背离放量,300002.SZ,300002.SZ,个股,7.81,-1.14,1.57,,-0.2803,7.05,7.01,-0.5591,-0.4043,10
B-底背离放量,688236.SH,688236.SH,个股,14.49,-1.43,1.56,,-0.6537,14.77,13.9,-0.906,-0.7108,10
B-底背离放量,300588.SZ,300588.SZ,个股,22.8,-6.13,1.55,,0.1664,18.57,18.11,-1.2374,-1.1925,4
B-底背离放量,300973.SZ,300973.SZ,个股,24.46,-5.52,1.55,,-0.8684,24.6,24.3,-1.4266,-1.3023,5
B-底背离放量,002294.SZ,002294.SZ,个股,31.91,-3.01,1.54,,-1.8235,31.14,30.15,-3.9273,-2.3229,10
B-底背离放量,603113.SH,603113.SH,个股,4.13,-2.82,1.54,,-0.3303,4.74,4.13,-0.3552,-0.3303,13
B-底背离放量,300950.SZ,300950.SZ,个股,16.8,4.22,1.53,,-0.9075,17.0,16.06,-1.1061,-0.9412,10
B-底背离放量,301606.SZ,301606.SZ,个股,61.3,8.11,1.53,,-3.1266,60.38,56.7,-3.5287,-3.3527,11
B-底背离放量,002221.SZ,002221.SZ,个股,5.23,0.0,1.52,,-0.4751,5.93,5.23,-0.4688,-0.4643,11
B-底背离放量,159728.SZ,159728.SZ,ETF/基金,0.76,2.7,1.49,,-0.0322,0.76,0.74,-0.0381,-0.033,10
B-底背离放量,688349.SH,688349.SH,个股,15.21,1.88,1.49,,-0.4658,13.21,13.17,-1.1132,-0.8425,11
B-底背离放量,000629.SZ,000629.SZ,个股,3.38,5.62,1.48,,-0.0926,3.21,3.08,-0.1431,-0.1271,45
B-底背离放量,601399.SH,601399.SH,个股,3.49,0.29,1.48,,-0.1375,3.56,3.36,-0.1577,-0.1403,10
B-底背离放量,002625.SZ,002625.SZ,个股,32.22,-5.65,1.47,,-1.2593,37.35,32.22,-2.208,-1.2593,50
B-底背离放量,688073.SH,688073.SH,个股,53.68,-1.03,1.47,,-0.0959,44.76,44.63,-2.7831,-2.7341,7
B-底背离放量,300195.SZ,300195.SZ,个股,5.89,-1.17,1.46,,-0.0521,5.49,5.35,-0.4009,-0.3701,5
B-底背离放量,920090.BJ,920090.BJ,个股,3.32,-4.32,1.46,,-0.3684,4.0,3.32,-0.4112,-0.3684,17
B-底背离放量,920703.BJ,920703.BJ,个股,10.66,1.72,1.46,,-0.3427,10.0,9.96,-0.6793,-0.4422,9
B-底背离放量,159992.SZ,159992.SZ,ETF/基金,0.8,-2.44,1.45,,0.003,0.71,0.71,-0.027,-0.0229,7
B-底背离放量,000880.SZ,000880.SZ,个股,26.45,2.88,1.44,,-1.4164,25.76,24.0,-1.5915,-1.5351,45
B-底背离放量,603200.SH,603200.SH,个股,43.34,6.43,1.44,,-3.0162,44.68,40.58,-3.9182,-2.9837,10
B-底背离放量,002399.SZ,002399.SZ,个股,8.99,-2.18,1.42,,-0.2652,9.06,8.65,-0.3577,-0.3087,8
B-底背离放量,513970.SH,513970.SH,ETF/基金,0.78,-2.5,1.42,,-0.0173,0.81,0.78,-0.0183,-0.0149,17
B-底背离放量,516930.SH,516930.SH,ETF/基金,0.46,-2.13,1.42,,-0.0015,0.42,0.42,-0.016,-0.0147,7
B-底背离放量,600062.SH,600062.SH,个股,16.01,-3.96,1.42,,-0.2946,16.5,15.6,-0.3676,-0.3182,20
B-底背离放量,600976.SH,600976.SH,个股,24.94,-5.49,1.42,,-0.9977,26.27,24.94,-1.3242,-0.9977,12
B-底背离放量,920242.BJ,920242.BJ,个股,15.41,-4.35,1.41,,-0.3312,15.72,15.41,-0.9771,-0.3312,51
B-底背离放量,301301.SZ,301301.SZ,个股,7.93,-3.41,1.4,,-0.3067,8.36,7.9,-0.3908,-0.3012,13
B-底背离放量,002714.SZ,002714.SZ,个股,34.98,-2.81,1.39,,-1.271,34.15,32.36,-2.0747,-1.8235,12
B-底背离放量,301137.SZ,301137.SZ,个股,34.39,-4.5,1.39,,-1.8723,35.68,33.41,-2.2749,-1.9525,10
B-底背离放量,688617.SH,688617.SH,个股,181.19,-5.19,1.39,,-9.1046,194.41,181.19,-10.7308,-9.1046,13
B-底背离放量,001233.SZ,001233.SZ,个股,44.7,-0.09,1.38,,-2.7676,46.7,44.7,-3.7806,-2.7676,12
B-底背离放量,002413.SZ,002413.SZ,个股,9.77,5.74,1.38,,-0.5532,10.03,9.24,-0.7489,-0.5872,12
B-底背离放量,512120.SH,512120.SH,ETF/基金,0.43,-2.27,1.38,,0.0002,0.39,0.39,-0.0134,-0.0111,7
B-底背离放量,600613.SH,600613.SH,个股,4.42,-4.12,1.38,,-0.2055,4.78,4.42,-0.2331,-0.2055,12
B-底背离放量,603325.SH,603325.SH,个股,53.2,-4.14,1.38,,-1.7886,54.31,53.2,-3.9556,-1.7886,15
B-底背离放量,300255.SZ,300255.SZ,个股,24.92,-3.6,1.37,,-3.8747,36.71,24.92,-3.241,-3.0956,55
B-底背离放量,159776.SZ,159776.SZ,ETF/基金,0.99,-2.94,1.36,,-0.0223,0.94,0.94,-0.0492,-0.0447,4
B-底背离放量,300642.SZ,300642.SZ,个股,11.78,-3.05,1.36,,-0.7352,12.65,11.78,-0.8719,-0.7352,12
B-底背离放量,520700.SH,520700.SH,个股,1.31,-2.24,1.35,,-0.0263,1.21,1.21,-0.0695,-0.0632,4
B-底背离放量,561920.SH,561920.SH,ETF/基金,0.63,0.0,1.35,,-0.0108,0.59,0.59,-0.0255,-0.0158,13
B-底背离放量,600662.SH,600662.SH,个股,4.12,-2.37,1.35,,-0.1619,4.35,4.12,-0.1642,-0.1619,11
B-底背离放量,688520.SH,688520.SH,个股,33.96,-3.8,1.35,,-1.2518,33.12,33.0,-2.0593,-1.4956,10
B-底背离放量,001328.SZ,001328.SZ,个股,26.38,-3.48,1.34,,-0.6632,28.05,26.38,-1.0356,-0.6632,18
B-底背离放量,300358.SZ,300358.SZ,个股,8.0,-1.84,1.34,,-0.2661,7.74,7.55,-0.4702,-0.3294,10
B-底背离放量,688373.SH,688373.SH,个股,4.36,-5.83,1.34,,-0.2521,4.55,4.36,-0.344,-0.2521,11
B-底背离放量,002760.SZ,002760.SZ,个股,16.44,2.81,1.33,,-1.2224,17.79,15.99,-1.2777,-1.2411,9
B-底背离放量,301082.SZ,301082.SZ,个股,8.99,1.7,1.33,,-0.6226,9.6,8.82,-0.7342,-0.6095,10
B-底背离放量,688270.SH,688270.SH,个股,78.01,7.6,1.33,,-4.7547,75.21,68.31,-6.5329,-5.271,16
B-底背离放量,003020.SZ,003020.SZ,个股,14.81,-3.14,1.32,,-0.5668,15.31,14.66,-0.8198,-0.5957,10
B-底背离放量,159506.SZ,159506.SZ,ETF/基金,1.08,-3.57,1.32,,-0.0351,1.03,1.03,-0.0676,-0.0608,4
B-底背离放量,300359.SZ,300359.SZ,个股,3.57,0.28,1.32,,-0.2232,3.86,3.56,-0.2229,-0.2213,9
B-底背离放量,000612.SZ,000612.SZ,个股,11.9,7.89,1.31,,-0.2515,10.92,10.43,-0.6686,-0.3413,48
B-底背离放量,002019.SZ,002019.SZ,个股,9.37,-3.4,1.31,,-0.2786,9.84,9.37,-0.3742,-0.2786,14
B-底背离放量,002064.SZ,002064.SZ,个股,9.79,3.05,1.31,,-0.1544,9.68,9.5,-0.6103,-0.1264,58
B-底背离放量,159120.SZ,159120.SZ,ETF/基金,0.74,2.78,1.31,,-0.0191,0.73,0.69,-0.0319,-0.0206,56
B-底背离放量,512450.SH,512450.SH,ETF/基金,0.8,-2.44,1.31,,-0.0309,0.83,0.79,-0.0355,-0.0344,11
B-底背离放量,560130.SH,560130.SH,ETF/基金,0.86,-1.15,1.31,,-0.0176,0.88,0.86,-0.0211,-0.0169,13
B-底背离放量,002624.SZ,002624.SZ,个股,12.35,-2.68,1.3,,-0.7911,12.99,11.43,-1.121,-0.9507,15
B-底背离放量,600113.SH,600113.SH,个股,30.98,-6.09,1.29,,-2.4441,35.78,30.98,-2.6798,-2.4441,11
B-底背离放量,603889.SH,603889.SH,个股,5.11,-3.95,1.29,,-0.1635,5.48,5.11,-0.2459,-0.1635,57
B-底背离放量,688125.SH,688125.SH,个股,177.87,-6.65,1.29,,-5.3516,174.01,172.34,-10.7469,-10.156,13
B-底背离放量,301005.SZ,301005.SZ,个股,111.5,2.43,1.28,,-0.9956,97.38,95.5,-5.5969,-4.7059,5
B-底背离放量,563790.SH,563790.SH,ETF/基金,1.05,3.96,1.28,,-0.0162,0.99,0.99,-0.0343,-0.0247,7
B-底背离放量,000420.SZ,000420.SZ,个股,4.05,-3.57,1.27,,-0.1558,4.11,4.03,-0.2195,-0.159,10
B-底背离放量,159303.SZ,159303.SZ,ETF/基金,1.34,-2.9,1.27,,-0.0343,1.28,1.28,-0.0709,-0.0636,4
B-底背离放量,513360.SH,513360.SH,ETF/基金,0.42,0.0,1.27,,-0.0147,0.43,0.41,-0.0157,-0.0155,11
B-底背离放量,603258.SH,603258.SH,个股,12.82,1.18,1.27,,-0.7933,13.76,12.53,-0.8405,-0.8059,9
B-底背离放量,002470.SZ,002470.SZ,个股,2.03,-4.69,1.26,,-0.1211,2.15,1.98,-0.163,-0.1312,13
B-底背离放量,520670.SH,520670.SH,个股,0.76,1.33,1.26,,-0.0202,0.76,0.72,-0.0334,-0.0215,56
B-底背离放量,000913.SZ,000913.SZ,个股,10.85,-6.47,1.25,,-0.2382,11.25,10.85,-0.4769,-0.2382,11
B-底背离放量,159929.SZ,159929.SZ,ETF/基金,1.23,-1.6,1.25,,-0.0084,1.16,1.16,-0.0349,-0.0315,6
B-底背离放量,300009.SZ,300009.SZ,个股,7.85,-0.88,1.25,,-0.143,7.69,7.5,-0.2344,-0.1841,10
B-底背离放量,561120.SH,561120.SH,ETF/基金,1.28,1.59,1.25,,-0.0181,1.25,1.24,-0.0318,-0.0191,55
B-底背离放量,600499.SH,600499.SH,个股,13.83,-0.14,1.25,,-0.6392,14.35,13.39,-0.7137,-0.593,13
B-底背离放量,601318.SH,601318.SH,个股,51.68,4.66,1.25,,-0.6654,50.72,49.38,-1.5281,-0.6625,15
B-底背离放量,605255.SH,605255.SH,个股,65.94,-3.47,1.25,,-5.7253,75.69,65.94,-7.429,-5.7253,10
B-底背离放量,159286.SZ,159286.SZ,ETF/基金,0.65,-2.99,1.24,,-0.022,0.63,0.62,-0.0385,-0.0371,7
B-底背离放量,159718.SZ,159718.SZ,ETF/基金,0.74,-2.63,1.24,,-0.0169,0.7,0.7,-0.0378,-0.0345,4
B-底背离放量,159940.SZ,159940.SZ,ETF/基金,1.14,-0.87,1.24,,-0.0064,1.14,1.13,-0.0141,-0.0046,20
B-底背离放量,300446.SZ,300446.SZ,个股,16.79,-1.29,1.24,,-0.1496,15.12,15.03,-1.0339,-0.6706,10
B-底背离放量,300712.SZ,300712.SZ,个股,21.38,5.84,1.24,,-0.9152,20.2,20.2,-1.5389,-1.0015,11
B-底背离放量,520970.SH,520970.SH,个股,0.73,-2.67,1.24,,-0.0148,0.68,0.67,-0.037,-0.0363,6
B-底背离放量,562050.SH,562050.SH,ETF/基金,0.91,-2.15,1.24,,-0.007,0.86,0.86,-0.029,-0.0231,7
B-底背离放量,002773.SZ,002773.SZ,个股,20.46,-2.25,1.23,,-0.3817,19.91,19.51,-0.9249,-0.5258,10
B-底背离放量,159567.SZ,159567.SZ,ETF/基金,0.61,-3.17,1.23,,-0.0202,0.59,0.58,-0.0361,-0.0313,10
B-底背离放量,159839.SZ,159839.SZ,ETF/基金,0.33,-2.94,1.23,,-0.0015,0.3,0.3,-0.0124,-0.0115,6
B-底背离放量,159938.SZ,159938.SZ,ETF/基金,0.6,-1.64,1.23,,-0.0031,0.56,0.56,-0.0172,-0.0148,7
