stock_code,stock_name,industry,end_date,roe,netprofit_yoy,grossprofit_margin,debt_to_assets,current_ratio,operating_cashflow,ocf_to_revenue,ocf_to_profit,net_profit,revenue,eps,bps,roa,netprofit_margin,quick_ratio,assets_turn,total_assets,total_equity,roe_industry_pct,netprofit_yoy_industry_pct,grossprofit_margin_industry_pct,ocf_to_revenue_industry_pct,debt_to_assets_industry_pct,roe_industry_score,netprofit_yoy_industry_score,grossprofit_margin_industry_score,debt_to_assets_industry_score,ocf_to_revenue_industry_score,industry_score
002521.SZ,齐峰新材,SW1轻工制造,20260331,1.0111,37.66,12.693,26.415,2.3333,191076729.36,23.7554,4.6969,40681442.84,804349975.53,0.07,7.1193,0.7501,5.0577,1.8929,0.1483,5423597657.61,3990953833.24,0.5796178343949044,0.8607594936708861,0.21518987341772153,0.9430379746835443,0.7025316455696202,3.0,5.0,2.0,4.0,5.0,19.0
000089.SZ,深圳机场,SW1交通运输,20260331,2.1954,18.7,24.2273,52.269,2.631,860419029.88,64.0363,3.2685,263242544.32,1343641666.06,0.1259,5.7969,1.0465,19.5917,2.6271,0.0534,25155222543.86,12006837360.38,0.6507936507936508,0.7692307692307693,0.6190476190476191,0.9285714285714286,0.3492063492063492,4.0,4.0,4.0,2.0,5.0,19.0
000987.SZ,越秀资本,SW1非银金融,20260331,3.8297,67.12,21.157,76.3584,1.5122,3906449473.83,253.8399,2.4476,1596055373.14,1538941958.88,0.2582,6.6363,0.7344,103.7112,,0.0071,217332434051.74,51380918355.62,0.9135802469135802,0.8636363636363636,0.30434782608695654,0.5308641975308642,0.6049382716049383,5.0,5.0,2.0,4.0,3.0,19.0
300653.SZ,正海生物,SW1医药生物,20260331,1.6446,-38.79,82.6481,9.8377,8.4196,12778229.41,15.77,0.8664,14749268.52,81028747.68,0.08,5.0235,1.4707,18.2025,8.0654,0.0808,1002890401.9,904229154.96,0.5815899581589958,0.37327188940092165,0.9414225941422594,0.7154811715481172,0.8705636743215032,3.0,2.0,5.0,5.0,4.0,19.0
002379.SZ,宏桥控股,SW1有色金属,20260331,13.8129,3.78,24.0302,52.3604,1.4085,9237895186.86,22.5684,1.3673,6756438857.04,40932856974.81,0.5186,4.0116,6.1582,16.5062,0.6261,0.3731,109714447724.11,52267566813.88,0.9640287769784173,0.5454545454545454,0.6690647482014388,0.8705035971223022,0.39568345323741005,5.0,3.0,4.0,2.0,5.0,19.0
002293.SZ,罗莱生活,SW1纺织服饰,20260331,3.4554,20.78,49.5821,29.2891,2.0539,-60746761.02,-5.2448,-0.4114,147663359.48,1158222029.76,0.177,5.2058,2.3962,12.7491,1.3574,0.188,6162376338.27,4357469609.97,0.8461538461538461,0.7083333333333334,0.8095238095238095,0.3142857142857143,0.5714285714285714,5.0,4.0,5.0,3.0,2.0,19.0
301028.SZ,鼎熔岩,SW1机械设备,20260331,3.4634,6.93,30.2177,42.95,1.577,2875717.07,0.858,0.0493,58290530.15,335165778.53,0.15,4.4602,1.9414,17.3916,1.3008,0.1116,3002501214.89,1712926956.68,0.8943396226415095,0.5642023346303502,0.6033834586466166,0.6165413533834586,0.4285714285714286,5.0,3.0,4.0,3.0,4.0,19.0
002148.SZ,北纬科技,SW1通信,20260331,0.1982,-132.94,39.2986,10.7792,5.7419,25705323.71,26.4543,7.2054,3567524.8,97168882.72,0.0043,2.1823,0.2586,3.6715,5.6988,0.0704,1379747495.24,1231022001.49,0.45081967213114754,0.15384615384615385,0.8032786885245902,0.9262295081967213,0.9426229508196722,3.0,1.0,5.0,5.0,5.0,19.0
301190.SZ,善水科技,SW1基础化工,20260331,1.9348,35.75,32.5877,9.568,5.334,-50979416.17,-24.7344,-1.343,37959873.56,206107176.71,0.1849,9.2296,1.7328,18.4175,4.6047,0.0941,2190605810.05,1981009420.79,0.7328431372549019,0.7828282828282829,0.8627450980392157,0.09803921568627451,0.9264705882352942,4.0,4.0,5.0,5.0,1.0,19.0
000902.SZ,新洋丰,SW1基础化工,20260331,4.1122,23.2,18.0102,39.8029,1.3401,647167370.93,11.7669,1.2602,513545599.66,5499889538.63,0.397,9.8021,2.4224,9.3374,0.7851,0.2594,21199738898.49,12761624785.8,0.9534313725490197,0.702020202020202,0.5024509803921569,0.7524509803921569,0.44362745098039214,5.0,4.0,3.0,3.0,4.0,19.0
300553.SZ,集智股份,SW1机械设备,20260331,0.7825,16.94,40.8682,37.0955,2.7261,5426003.5,7.4008,0.7311,7421610.21,73316798.07,0.06,7.6489,0.5446,10.1227,2.0227,0.0538,1362761643.66,857238256.26,0.46226415094339623,0.6575875486381323,0.8421052631578947,0.7481203007518797,0.5244360902255639,3.0,4.0,5.0,3.0,4.0,19.0
300148.SZ,天舟文化,SW1传媒,20260331,0.9809,154.82,61.976,21.2101,5.3415,-24269835.83,-39.1328,-2.4624,9856008.1,62019165.43,0.01,1.2247,0.6585,15.8919,5.067,0.0414,1496736234.96,1179277285.24,0.6076923076923076,0.9264705882352942,0.8769230769230769,0.17692307692307693,0.7846153846153846,4.0,5.0,5.0,4.0,1.0,19.0
300229.SZ,拓尔思,SW1计算机,20260331,-2.0329,202.58,61.0071,7.5866,6.2399,-60683533.45,-92.7676,0.7757,-78230339.41,65414603.48,-0.0886,4.3139,-1.9178,-119.5916,6.1217,0.016,4079236453.45,3769759486.28,0.2735562310030395,0.9427083333333334,0.8622754491017964,0.20359281437125748,0.9341317365269461,2.0,5.0,5.0,5.0,2.0,19.0
301336.SZ,趣睡科技,SW1轻工制造,20260331,0.9628,5.46,30.2988,9.1511,10.9,-1877187.51,-4.3634,-0.2326,8070855.24,43020741.24,0.2,21.0646,0.8702,18.7604,10.8385,0.0464,927458454.8,842585749.53,0.5732484076433121,0.6455696202531646,0.7848101265822784,0.4240506329113924,0.9556962025316456,3.0,4.0,4.0,5.0,3.0,19.0
003003.SZ,天元股份,SW1轻工制造,20260331,1.2058,-9.8,20.9536,26.4607,1.9303,54551387.31,23.7706,3.4629,15753311.96,229490757.27,0.0893,7.4515,0.8804,6.8645,1.5976,0.1282,1789426738.89,1315931964.1,0.60828025477707,0.5063291139240507,0.5253164556962026,0.9493670886075949,0.689873417721519,4.0,3.0,3.0,4.0,5.0,19.0
000708.SZ,中信特钢,SW1钢铁,20260331,3.4087,13.03,14.4329,56.8833,1.1032,144737788.72,0.5463,0.0951,1522337189.35,26494299315.69,0.299,8.8378,1.3968,5.7459,0.7489,0.2431,108983719105.33,46990166008.39,0.9534883720930233,0.7647058823529411,0.7954545454545454,0.5227272727272727,0.43181818181818177,5.0,4.0,4.0,3.0,3.0,19.0
300230.SZ,永利股份,SW1基础化工,20260331,1.251,-22.63,32.101,19.823,3.674,136087.19,0.0232,0.0033,41483205.7,585627654.93,0.0504,4.0309,0.9842,7.0835,2.9103,0.1389,4214709781.07,3379227780.94,0.5343137254901961,0.42424242424242425,0.8480392156862745,0.46078431372549017,0.8088235294117647,3.0,3.0,5.0,5.0,3.0,19.0
001336.SZ,楚环科技,SW1环保,20260331,1.3013,36.03,33.1243,38.1853,1.9781,3705094.72,7.5094,0.3498,10590670.18,49339324.35,0.13,10.1921,0.7992,21.465,1.641,0.0372,1325214111.46,819177201.78,0.5725190839694656,0.7910447761194029,0.6466165413533834,0.6165413533834586,0.736842105263158,3.0,4.0,4.0,4.0,4.0,19.0
300792.SZ,壹网壹创,SW1商贸零售,20260331,1.0624,41.4,32.5389,4.4521,17.6493,11831764.83,5.5543,0.3778,31316535.37,213021384.54,0.13,12.5355,1.0071,14.7011,16.0172,0.0685,3109656341.24,2971211635.91,0.5050505050505051,0.8095238095238095,0.5757575757575758,0.5151515151515151,0.98989898989899,3.0,5.0,3.0,5.0,3.0,19.0
002354.SZ,天娱数科,SW1传媒,20260331,2.3601,-55.73,29.9125,27.7411,2.4302,77007453.99,14.0752,1.6068,47925714.67,547112843.14,0.0183,0.8312,2.4724,8.7597,2.3886,0.2822,1938436767.35,1400692736.13,0.8,0.25,0.49230769230769234,0.8076923076923077,0.6384615384615384,5.0,2.0,3.0,4.0,5.0,19.0
300821.SZ,东岳硅材,SW1基础化工,20260331,3.8596,-137.08,21.0555,18.2304,2.445,142548187.68,11.35,0.7347,194033985.59,1255926659.21,0.16,4.2718,3.0959,15.4495,2.061,0.2004,6267393395.14,5124821264.36,0.9338235294117647,0.11616161616161616,0.6053921568627451,0.7450980392156863,0.8284313725490196,5.0,1.0,4.0,5.0,4.0,19.0
300855.SZ,图南股份,SW1有色金属,20260331,4.6496,-41.84,43.435,38.9209,2.3581,43581359.95,12.7235,0.4561,95560114.96,342526045.3,0.24,5.3182,2.7747,27.8986,0.8266,0.0995,3443939254.81,2103527890.99,0.7194244604316546,0.24242424242424243,0.8776978417266187,0.7410071942446043,0.6618705035971223,4.0,2.0,5.0,4.0,4.0,19.0
002728.SZ,特一药业,SW1医药生物,20260331,1.4045,298.5,60.9858,20.6526,2.0104,11675178.57,5.563,0.4532,25763241.72,209871725.36,0.05,3.5988,1.1066,12.2757,1.4313,0.0901,2328097005.79,1847283546.21,0.5167364016736402,0.9815668202764977,0.6527196652719666,0.5167364016736402,0.615866388308977,3.0,5.0,4.0,4.0,3.0,19.0
300170.SZ,汉得信息,SW1计算机,20260331,0.6872,23.64,34.8682,15.6655,4.1007,-175060762.03,-22.1882,-5.0415,34723629.34,788982741.18,0.04,5.576,0.5107,4.4011,3.8647,0.116,6799209968.51,5734077627.84,0.7386018237082067,0.7135416666666666,0.5299401197604791,0.6017964071856288,0.7964071856287425,4.0,4.0,3.0,4.0,4.0,19.0
300976.SZ,达瑞电子,SW1电子,20260331,1.9832,16.71,27.6247,16.8431,4.1166,-22468138.39,-2.8024,-0.3,74905014.14,801756950.5,0.54,27.3419,1.6625,9.3426,3.4777,0.1779,4505624254.34,3746738039.86,0.7364016736401674,0.624390243902439,0.5836820083682008,0.4205020920502092,0.805439330543933,4.0,4.0,3.0,5.0,3.0,19.0
301580.SZ,爱迪特,SW1医药生物,20260331,1.7767,31.34,55.9699,12.177,8.4319,6517534.14,2.5316,0.1685,38672380.89,257451303.1,0.359,20.3556,1.5595,15.0212,7.8272,0.1038,2479822956.35,2177855618.33,0.6171548117154811,0.783410138248848,0.5794979079497908,0.4560669456066946,0.8288100208768268,4.0,4.0,3.0,5.0,3.0,19.0
002977.SZ,*ST天箭,SW1国防军工,20260331,0.4594,-1507.6,51.6511,9.6964,10.0397,26843414.36,195.1306,6.8861,3898197.59,13756637.18,0.0325,7.0806,0.4139,28.3368,9.0698,0.0146,941848831.6,850523735.56,0.5579710144927537,0.016666666666666666,0.8840579710144928,0.9927536231884058,0.9347826086956522,3.0,1.0,5.0,5.0,5.0,19.0
002318.SZ,久立特材,SW1钢铁,20260331,4.4524,0.54,24.9151,31.6966,2.1293,-157353027.98,-7.7747,-0.3968,396556121.2,2023912307.62,0.41,9.3309,2.8888,19.5935,1.3971,0.1474,13727138375.74,9376104476.8,1.0,0.5294117647058824,0.8863636363636364,0.3409090909090909,0.7954545454545454,5.0,3.0,5.0,4.0,2.0,19.0
301113.SZ,雅艺科技,SW1轻工制造,20260331,-0.3814,-32.14,34.6138,4.8423,10.0178,7631938.67,17.2522,-2.9316,-2603361.27,44237415.85,-0.03,7.4902,-0.3635,-5.885,6.8261,0.0618,716290580.4,681605719.84,0.3057324840764331,0.3670886075949367,0.879746835443038,0.8544303797468354,0.9936708860759493,2.0,2.0,5.0,5.0,5.0,19.0
002032.SZ,苏 泊 尔,SW1家用电器,20260331,7.7293,-6.72,25.0671,48.7624,1.7247,364978659.11,6.2049,0.7221,505424749.24,5882118390.31,0.634,8.4664,3.7964,8.5926,1.4058,0.4418,13313336204.05,6821439465.79,0.989247311827957,0.6538461538461539,0.6063829787234043,0.6276595744680851,0.36170212765957444,5.0,4.0,4.0,2.0,4.0,19.0
301509.SZ,金凯生科,SW1医药生物,20260331,0.7515,171.46,42.3365,4.9952,16.5676,16185518.05,10.928,0.9725,16643497.74,148110775.61,0.14,18.4525,0.7114,11.2372,15.0963,0.0633,2339391994.01,2222535594.81,0.38493723849372385,0.9539170506912442,0.40794979079497906,0.6192468619246861,0.9707724425887265,2.0,5.0,3.0,5.0,4.0,19.0
300121.SZ,阳谷华泰,SW1基础化工,20260331,1.6505,3.46,17.7944,20.1978,4.3723,95288111.12,11.0947,1.579,60347824.6,858860999.94,0.13,8.0681,1.3013,7.0265,3.411,0.1852,4637578801.79,3700891497.29,0.6495098039215687,0.5757575757575758,0.49754901960784315,0.7401960784313726,0.803921568627451,4.0,3.0,3.0,5.0,4.0,19.0
603199.SH,九华旅游,SW1社会服务,20260331,4.1234,,54.6534,12.9414,2.7671,56125893.02,23.8846,0.8069,69556976.06,234988042.09,0.6285,15.5559,3.5171,29.6002,2.7417,0.1188,1977664182.26,1721727034.82,0.9240506329113924,,0.8271604938271605,0.7530864197530864,0.8765432098765432,5.0,,5.0,5.0,4.0,19.0
300580.SZ,贝斯特,SW1汽车,20260331,2.1988,-3.73,33.5868,14.0458,4.9558,-15131886.87,-3.9212,-0.2072,73030459.88,385895271.61,0.1456,6.6886,1.8683,18.9249,4.0302,0.0987,3908852417.81,3359822519.56,0.7183098591549296,0.40869565217391307,0.9368421052631579,0.3508771929824561,0.9508771929824561,4.0,3.0,5.0,5.0,2.0,19.0
300099.SZ,尤洛卡,SW1机械设备,20260331,0.5919,115.28,59.365,9.0303,6.8874,-13057640.68,-19.9968,-0.9219,14164534.85,65298557.65,0.0192,3.2554,0.5369,21.692,5.6735,0.0247,2638381771.59,2400129209.39,0.39622641509433965,0.9027237354085603,0.9718045112781954,0.31390977443609025,0.981203007518797,2.0,5.0,5.0,5.0,2.0,19.0
002357.SZ,富临运业,SW1交通运输,20260331,3.7732,36.77,13.734,38.1787,0.595,39995312.6,20.5152,0.5976,66924998.64,194954235.75,0.209,5.6456,2.2135,34.3286,0.5938,0.0645,3023532039.73,1869186712.14,0.8492063492063492,0.8974358974358975,0.4126984126984127,0.5476190476190477,0.5634920634920635,5.0,5.0,3.0,3.0,3.0,19.0
003026.SZ,中晶科技,SW1电子,20260331,2.0538,31.84,45.9043,46.0641,1.9637,8169326.2,6.8955,0.5899,13849193.99,118473391.47,0.11,5.2557,1.0965,11.6897,1.4923,0.0938,1263058201.49,681242038.99,0.7531380753138075,0.7414634146341463,0.8870292887029289,0.608786610878661,0.33682008368200833,4.0,4.0,5.0,2.0,4.0,19.0
002051.SZ,中工国际,SW1建筑装饰,20260331,0.672,-14.1,20.4213,51.944,1.5787,-260098444.17,-11.1279,-3.3673,77242359.35,2337360368.83,0.06,9.3966,0.3142,3.3047,1.3129,0.0951,24584151986.38,11814155996.24,0.6026490066225165,0.5972222222222222,0.7115384615384616,0.6666666666666666,0.608974358974359,4.0,3.0,4.0,4.0,4.0,19.0
603032.SH,德新科技,SW1电力设备,20260331,2.1718,,41.4361,22.9281,2.7017,28205005.16,18.9661,0.9694,29094731.54,148713018.17,0.1084,5.0148,1.8272,19.5643,2.3321,0.0934,1592283650.02,1227202668.91,0.7624309392265194,,0.958904109589041,0.9041095890410958,0.8904109589041096,4.0,,5.0,5.0,5.0,19.0
300906.SZ,日月明,SW1机械设备,20260331,1.6208,-23.85,60.608,11.5048,8.2886,-510419.79,-1.9505,-0.0339,15058895.19,26168451.68,0.1882,11.7075,1.4228,57.546,8.1508,0.0247,1058366047.86,936603525.1,0.6886792452830188,0.39299610894941633,0.9774436090225563,0.5657894736842105,0.9454887218045113,4.0,2.0,5.0,5.0,3.0,19.0
002668.SZ,TCL智家,SW1家用电器,20260331,8.2968,10.01,25.1955,66.2794,1.2009,831314528.85,17.0138,1.4817,561059442.15,4886105243.77,0.28,3.5497,3.496,11.4828,1.0666,0.3045,16048689529.81,5411718262.9,1.0,0.7692307692307693,0.6170212765957447,0.8617021276595744,0.17021276595744683,5.0,4.0,4.0,1.0,5.0,19.0
300529.SZ,健帆生物,SW1医药生物,20260331,6.1497,-34.7,77.2502,32.9948,8.7056,255891408.86,45.6441,1.1597,220647736.37,560623604.23,0.28,4.4838,3.9963,39.3576,7.9684,0.1015,5521231652.81,3699512573.41,0.9728033472803347,0.39631336405529954,0.8786610878661087,0.9748953974895398,0.3883089770354906,5.0,2.0,5.0,2.0,5.0,19.0
002371.SZ,北方华创,SW1电子,20260331,4.245,-5.34,40.7728,50.0095,2.3912,748055666.52,7.2466,0.4771,1567956334.89,10322863908.82,2.2556,54.2116,1.722,15.1892,1.2523,0.1134,91056789222.02,45519714007.91,0.9079497907949791,0.47317073170731705,0.8389121338912134,0.6192468619246861,0.2740585774058577,5.0,3.0,5.0,2.0,4.0,19.0
000920.SZ,沃顿科技,SW1基础化工,20260331,2.2026,12.91,40.3881,23.7237,2.7991,-11882619.48,-3.3978,-0.2658,44700614.04,349718862.33,0.0933,4.2556,1.5521,12.7819,2.3979,0.1214,2879938833.12,2196711005.16,0.7696078431372549,0.6414141414141414,0.9509803921568627,0.375,0.7598039215686274,4.0,4.0,5.0,4.0,2.0,19.0
002484.SZ,江海股份,SW1电子,20260331,2.5524,3.1,25.8888,26.0106,2.7764,198625031.48,14.3548,1.2073,164519121.49,1383685870.87,0.1924,7.5549,1.8718,11.8899,2.1165,0.1574,8789404351.38,6503230433.31,0.8221757322175732,0.5414634146341464,0.5397489539748954,0.7468619246861925,0.6631799163179917,5.0,3.0,3.0,4.0,4.0,19.0
002077.SZ,大港股份,SW1电子,20260331,1.1412,116.78,18.9082,17.1743,1.3501,17292542.24,16.4937,0.4389,39399700.75,104843492.93,0.07,5.8314,0.9328,37.5795,0.9559,0.0248,4223671012.54,3498284978.77,0.5271966527196653,0.926829268292683,0.35355648535564854,0.7677824267782427,0.801255230125523,3.0,5.0,2.0,5.0,4.0,19.0
000099.SZ,中信海直,SW1交通运输,20260331,1.6812,0.76,21.2366,26.6386,5.8551,318600630.86,63.3921,3.5624,89435454.13,502587618.96,0.1201,7.2013,1.155,17.795,5.4099,0.0649,7743033262.1,5680400142.24,0.47619047619047616,0.6410256410256411,0.5634920634920635,0.9126984126984127,0.7142857142857143,3.0,4.0,3.0,4.0,5.0,19.0
601101.SH,昊华能源,SW1煤炭,20260331,2.6422,,32.5558,47.2643,1.0893,891974743.88,34.2463,2.1885,407569361.26,2604590202.69,0.22,8.5511,1.3787,15.6481,1.0483,0.0881,29561281228.39,15589355961.42,0.8648648648648649,,0.8108108108108109,0.918918918918919,0.6756756756756757,5.0,,5.0,4.0,5.0,19.0
002064.SZ,华峰化学,SW1基础化工,20260331,2.4185,-15.96,18.4583,25.1066,2.6336,463504069.91,6.8498,0.6924,669451005.0,6766720935.98,0.13,5.633,1.7935,9.8933,2.2051,0.1813,37327064876.6,27955503263.05,0.8014705882352942,0.46464646464646464,0.5171568627450981,0.6764705882352942,0.7377450980392157,5.0,3.0,3.0,4.0,4.0,19.0
688088.SH,虹软科技,SW1计算机,20260331,1.9632,,90.3963,7.2922,10.879,-7960268.26,-3.5047,-0.1472,54083574.16,227128363.89,0.13,6.9093,1.8089,23.8119,10.8337,0.076,2989922391.81,2771890445.5,0.8571428571428571,,0.9790419161676647,0.7425149700598802,0.9461077844311377,5.0,,5.0,5.0,4.0,19.0
002497.SZ,雅化集团,SW1基础化工,20260331,3.114,200.04,24.586,24.9725,3.1962,-430615777.34,-15.2149,-1.2521,343922301.04,2830218496.2,0.2964,9.5724,2.2814,12.1518,2.4741,0.1877,15074848866.25,11310278817.48,0.8774509803921569,0.9494949494949495,0.7083333333333334,0.19117647058823528,0.7426470588235294,5.0,5.0,4.0,4.0,1.0,19.0
603203.SH,快克智能,SW1机械设备,20260331,5.2968,,49.7633,32.9367,2.3352,53578134.39,16.0843,0.686,78103098.05,333107873.98,0.31,5.9088,3.4166,23.4468,1.7618,0.1457,2286008809.87,1533073985.23,0.969811320754717,,0.9360902255639098,0.8439849624060151,0.6033834586466165,5.0,,5.0,4.0,5.0,19.0
301591.SZ,肯特股份,SW1基础化工,20260331,1.8455,-8.41,37.759,10.7566,7.1299,-5304137.4,-4.4082,-0.3154,16818687.75,120325653.37,0.2,10.9336,1.6319,13.9776,5.7386,0.1168,1030594460.4,919737176.64,0.7181372549019608,0.5151515151515151,0.9264705882352942,0.3480392156862745,0.9068627450980392,4.0,3.0,5.0,5.0,2.0,19.0
002810.SZ,山东赫达,SW1基础化工,20260331,4.57,-34.82,32.3216,42.7326,1.9414,105148423.11,17.6233,0.9986,105290676.23,596643044.19,0.2973,6.3751,2.5477,17.6472,1.5795,0.1444,4132756833.86,2366724413.19,0.9681372549019608,0.36363636363636365,0.8529411764705882,0.8431372549019608,0.39950980392156865,5.0,2.0,5.0,2.0,5.0,19.0
002206.SZ,海 利 得,SW1基础化工,20260331,3.0286,25.58,21.5771,48.3199,1.4474,129399728.6,9.8792,1.0432,124041589.04,1309816024.77,0.11,3.5486,1.5491,9.4702,1.1287,0.1636,8007472814.97,4138273488.99,0.8651960784313726,0.7171717171717171,0.6127450980392157,0.7303921568627451,0.32352941176470584,5.0,4.0,4.0,2.0,4.0,19.0
000887.SZ,中鼎股份,SW1汽车,20260331,2.2163,26.34,25.7751,45.3184,1.8136,414629204.05,9.4676,1.3048,317782843.77,4379470788.25,0.24,11.1308,1.1855,7.2562,1.3725,0.1634,26806836885.28,14658406979.35,0.721830985915493,0.6782608695652174,0.7894736842105263,0.6912280701754386,0.4842105263157894,4.0,4.0,4.0,3.0,4.0,19.0
300773.SZ,拉卡拉,SW1非银金融,20260331,13.0006,235.6,24.1516,60.6905,1.1676,-84387262.59,-5.2292,-0.143,590228833.98,1613754768.39,0.77,6.2722,4.8814,36.5749,1.1658,0.1335,12091325067.01,4753042850.93,1.0,1.0,0.34782608695652173,0.20987654320987653,0.8271604938271605,5.0,5.0,2.0,5.0,2.0,19.0
002530.SZ,金财互联,SW1机械设备,20260331,1.2028,739.44,32.216,32.3366,1.89,-12696198.1,-4.9266,-0.5993,21183695.99,257706963.76,0.021,1.7303,0.8544,8.2201,1.2875,0.1039,2479431304.71,1677668200.22,0.5849056603773585,0.9844357976653697,0.6522556390977443,0.5131578947368421,0.612781954887218,3.0,5.0,4.0,4.0,3.0,19.0
300699.SZ,光威复材,SW1国防军工,20260331,2.1132,-12.65,38.223,36.2853,1.7472,-23587902.55,-3.6911,-0.1968,119842905.74,639046603.03,0.15,6.982,1.3219,18.7534,1.4099,0.0705,9065908930.81,5776319336.82,0.8623188405797102,0.55,0.7391304347826086,0.6666666666666666,0.4347826086956522,5.0,3.0,4.0,3.0,4.0,19.0
002029.SZ,七 匹 狼,SW1纺织服饰,20260331,0.7361,4.98,49.7817,29.6155,2.0911,230546382.12,26.0394,5.7315,40224180.62,885376106.15,0.07,9.6346,0.4112,4.5432,1.8655,0.0905,9781894649.49,6884938989.82,0.3269230769230769,0.625,0.819047619047619,0.8857142857142857,0.5428571428571429,2.0,4.0,5.0,3.0,5.0,19.0
002983.SZ,芯瑞达,SW1电子,20260331,2.2175,3.03,21.8888,28.4605,2.7996,52440745.52,23.1936,1.918,27341027.92,226100256.47,0.14,6.2077,1.3258,12.0924,2.5206,0.1096,2062216363.95,1475299575.23,0.7782426778242678,0.5317073170731708,0.4497907949790795,0.8640167364016736,0.606694560669456,4.0,3.0,3.0,4.0,5.0,19.0
002174.SZ,游族网络,SW1传媒,20260331,2.3053,-10.0,40.1443,16.463,3.0114,-18061762.44,-5.1016,-0.1741,103734290.68,354042196.4,0.11,4.6315,1.9096,29.3,,0.0652,5432275150.28,4537961738.92,0.7846153846153846,0.5441176470588235,0.6692307692307692,0.5538461538461539,0.8692307692307693,4.0,3.0,4.0,5.0,3.0,19.0
300031.SZ,宝通科技,SW1传媒,20260331,2.7277,-14.69,38.7184,33.0634,1.5533,108111843.78,11.3568,1.2016,89972932.61,951960720.02,0.2642,9.7633,1.3844,9.4513,1.3466,0.1465,6498854521.65,4350113099.72,0.823076923076923,0.47058823529411764,0.6538461538461539,0.7769230769230769,0.49230769230769234,5.0,3.0,4.0,3.0,4.0,19.0
300871.SZ,回盛生物,SW1农林牧渔,20260331,3.5082,-1381.98,35.5121,30.1779,1.927,52620298.7,11.4837,0.6725,78244502.33,458217021.87,0.3839,11.1732,2.4089,17.0759,1.5727,0.1411,3248203538.3,2267963861.94,0.8737864077669902,0.05454545454545454,0.8846153846153846,0.7596153846153846,0.7884615384615384,5.0,1.0,5.0,4.0,4.0,19.0
300694.SZ,蠡湖股份,SW1汽车,20260331,0.9864,125.23,19.8591,23.5623,2.4298,-2193858.29,-0.7532,-0.1486,14758919.65,291283740.6,0.07,6.9771,0.7446,5.0669,1.5217,0.147,1981995171.16,1514991139.8,0.40492957746478875,0.8695652173913043,0.5789473684210527,0.41403508771929826,0.8526315789473684,3.0,5.0,3.0,5.0,3.0,19.0
300816.SZ,艾可蓝,SW1汽车,20260331,2.1,101.92,21.1369,67.4896,1.3657,44091558.5,13.596,1.8655,23635484.53,324298866.76,0.2522,11.9517,0.7669,7.2882,1.1447,0.1052,3081923190.84,1001945565.97,0.6725352112676056,0.8521739130434782,0.624561403508772,0.8,0.09824561403508769,4.0,5.0,4.0,1.0,5.0,19.0
301353.SZ,普莱得,SW1机械设备,20260331,1.1221,21.3,27.2596,16.9336,3.9225,7046139.72,2.6927,0.4982,14143983.17,261677623.47,0.15,13.3972,0.8972,5.4051,2.7669,0.166,1576458235.07,1309507354.54,0.5566037735849056,0.708171206225681,0.5112781954887218,0.6560150375939849,0.8590225563909775,3.0,4.0,3.0,5.0,4.0,19.0
605198.SH,安德利,SW1农林牧渔,20260331,2.5819,,28.6256,3.7664,17.8123,272070005.75,82.4703,3.7419,72709547.65,329900469.78,0.22,8.5354,2.453,22.0398,9.392,0.1113,2964071523.21,2852432442.81,0.8252427184466019,,0.7980769230769231,0.9807692307692307,0.9903846153846154,5.0,,4.0,5.0,5.0,19.0
301157.SZ,华塑科技,SW1电力设备,20260331,0.8832,-23.38,29.8067,14.7816,6.0657,-1164579.4,-1.989,-0.1229,9476642.3,58550514.71,0.1629,18.5318,0.7236,16.1854,5.5085,0.0447,1309616572.08,1116034282.27,0.47790055248618785,0.37142857142857144,0.8191780821917808,0.6109589041095891,0.9589041095890412,3.0,2.0,5.0,5.0,4.0,19.0
688511.SH,天微电子,SW1国防军工,20260331,0.6453,,53.5567,13.4397,8.8809,28799949.56,169.3,6.6016,4362586.74,17011190.39,0.0402,7.9829,0.4565,25.6454,7.9662,0.0178,955746249.75,827297087.06,0.6231884057971014,,0.9057971014492754,0.9637681159420289,0.8768115942028986,4.0,,5.0,5.0,5.0,19.0
002345.SZ,潮宏基,SW1纺织服饰,20260331,6.7694,178.73,26.9171,44.8723,1.8077,358736000.21,14.3593,1.3555,264658518.13,2498284807.34,0.3,4.5277,3.577,10.5936,0.5852,0.3377,7398990656.74,4078896750.55,0.9711538461538461,0.9166666666666666,0.45714285714285713,0.6857142857142857,0.2571428571428571,5.0,5.0,3.0,2.0,4.0,19.0
601083.SH,锦江航运,SW1交通运输,20260331,3.5096,,28.4732,20.6928,3.8264,689522892.01,39.8066,2.0386,338240389.54,1732180474.67,0.26,7.482,2.7605,19.5269,3.7887,0.1414,12252665527.32,9717251954.94,0.8333333333333334,,0.6984126984126984,0.8253968253968254,0.8492063492063492,5.0,,4.0,5.0,5.0,19.0
688111.SH,金山办公,SW1计算机,20260331,15.6892,,86.5937,25.1634,3.2259,59729388.06,3.7025,0.0272,2195163937.16,1613223593.44,4.74,32.6513,10.858,136.0731,3.2258,0.0798,20216994153.1,15129720345.13,1.0,,0.9640718562874252,0.8053892215568862,0.6497005988023952,5.0,,5.0,4.0,5.0,19.0
