stock_code,stock_name,industry,end_date,roe,netprofit_yoy,grossprofit_margin,debt_to_assets,current_ratio,operating_cashflow,ocf_to_revenue,ocf_to_profit,net_profit,revenue,eps,bps,roa,netprofit_margin,quick_ratio,assets_turn,total_assets,total_equity,roe_industry_pct,netprofit_yoy_industry_pct,grossprofit_margin_industry_pct,ocf_to_revenue_industry_pct,debt_to_assets_industry_pct,roe_industry_score,netprofit_yoy_industry_score,grossprofit_margin_industry_score,debt_to_assets_industry_score,ocf_to_revenue_industry_score,industry_score
301262.SZ,海看股份,SW1传媒,20260331,2.3884,3.68,53.5317,10.6182,9.0454,-61592346.37,-26.7166,-0.6849,89933220.39,230539568.85,0.22,9.1375,2.1096,39.0099,9.0422,0.0541,4262979116.4,3810328696.18,0.8076923076923077,0.6323529411764706,0.8153846153846154,0.24615384615384617,0.9461538461538461,5.0,4.0,5.0,5.0,2.0,21.0
300718.SZ,长盛轴承,SW1机械设备,20260331,3.4444,12.82,33.9036,12.5912,5.2844,-16219484.62,-4.6597,-0.2464,65824872.74,348083438.13,0.2,6.0348,3.0089,18.9107,4.3722,0.1591,2187686997.08,1912229952.7,0.8924528301886793,0.6498054474708171,0.7105263157894737,0.5169172932330827,0.9342105263157895,5.0,4.0,4.0,5.0,3.0,21.0
300664.SZ,鹏鹞环保,SW1环保,20260331,1.6792,21.97,39.9509,43.4188,1.5278,60731491.84,17.9962,0.8186,74185195.01,337469070.52,0.1003,5.7762,0.9324,21.9828,1.4434,0.0424,7956383405.31,4501814309.1,0.6717557251908397,0.7014925373134329,0.8270676691729323,0.7819548872180451,0.6917293233082706,4.0,4.0,5.0,4.0,4.0,21.0
002555.SZ,三七互娱,SW1传媒,20260331,6.2311,8.81,77.8771,34.7936,1.3406,367025644.44,9.8653,0.4214,870975285.41,3720385595.41,0.4,6.5528,3.8816,23.4109,1.2783,0.1658,22438628458.5,14631425359.81,0.9461538461538461,0.6911764705882353,0.9615384615384616,0.7692307692307693,0.4538461538461539,5.0,4.0,5.0,3.0,4.0,21.0
000408.SZ,藏格矿业,SW1有色金属,20260331,9.2881,49.35,64.2311,7.0627,6.3429,-79538900.64,-11.1145,-0.0507,1569268013.61,715631351.5,1.0,11.2363,8.2822,219.2844,5.7144,0.0378,18947381328.33,17609192905.28,0.9136690647482014,0.7727272727272727,0.9568345323741008,0.302158273381295,0.9856115107913669,5.0,4.0,5.0,5.0,2.0,21.0
002832.SZ,比音勒芬,SW1纺织服饰,20260331,6.9572,-29.45,75.2717,27.9479,2.621,422587671.32,27.7614,1.0942,386212939.27,1522211912.19,0.68,10.0375,4.8569,25.3718,1.9807,0.1914,7951837197.37,5729469505.69,0.9807692307692307,0.3541666666666667,0.9904761904761905,0.9047619047619048,0.6095238095238096,5.0,2.0,5.0,4.0,5.0,21.0
300627.SZ,华测导航,SW1通信,20260331,2.9267,17.21,60.401,27.2711,3.2539,-122913929.04,-15.2293,-0.9652,127342017.25,807089260.69,0.1601,5.5522,2.1129,15.7779,2.7908,0.1339,6026931960.14,4383321248.14,0.8524590163934426,0.7076923076923077,0.9754098360655737,0.5,0.6967213114754098,5.0,4.0,5.0,4.0,3.0,21.0
003008.SZ,开普检测,SW1社会服务,20260331,0.6547,3.08,53.8035,3.9166,17.101,8229609.57,21.2525,1.18,6974283.14,38723065.11,0.07,10.2768,0.627,18.0107,17.0465,0.0348,1112350200.47,1068783831.77,0.5189873417721519,0.6521739130434783,0.8148148148148148,0.7407407407407407,0.9876543209876543,3.0,4.0,5.0,5.0,4.0,21.0
301192.SZ,泰祥股份,SW1汽车,20260331,1.4864,29.4,28.3019,27.592,2.89,25447410.46,23.3345,2.6566,9578762.76,109054765.84,0.1,6.5343,1.0596,8.7834,2.552,0.1206,904021110.29,654583535.58,0.5387323943661971,0.6956521739130435,0.8596491228070176,0.9087719298245615,0.7719298245614035,3.0,4.0,5.0,4.0,5.0,21.0
301589.SZ,诺瓦星云,SW1计算机,20260331,2.5074,-1.11,58.5418,35.3258,2.6677,84315353.36,11.9313,0.8863,95129732.5,706671182.62,1.07,41.4185,1.6043,13.4617,1.7181,0.1192,5929780878.68,3835038973.34,0.8966565349544073,0.5729166666666666,0.8413173652694611,0.8473053892215568,0.44610778443113774,5.0,3.0,5.0,3.0,5.0,21.0
300969.SZ,恒帅股份,SW1汽车,20260331,2.7954,-22.02,30.3582,30.2475,5.727,62717243.82,26.2829,1.5618,40156898.38,238623592.72,0.36,12.9698,1.9275,16.8286,5.1977,0.1145,2083389987.81,1453215739.21,0.8415492957746479,0.26956521739130435,0.887719298245614,0.9403508771929825,0.7473684210526316,5.0,2.0,5.0,4.0,5.0,21.0
300414.SZ,中光防雷,SW1通信,20260331,0.8211,116.11,24.2416,17.2283,4.8678,19009012.79,15.7964,2.3232,8182262.33,120337654.98,0.0251,3.0698,0.6767,6.7994,4.1613,0.0995,1209094166.18,1000787341.17,0.5573770491803278,0.9076923076923077,0.5081967213114754,0.8360655737704918,0.8442622950819672,3.0,5.0,3.0,5.0,5.0,21.0
300059.SZ,东方财富,SW1非银金融,20260331,3.9872,25.75,85.7052,78.265,1.3263,30433494443.82,604.9161,8.1421,3737779855.92,5031027125.4,0.2365,6.0498,0.8497,74.2946,,0.0114,439896942606.42,95611414390.43,0.9259259259259259,0.45454545454545453,0.9565217391304348,0.8641975308641975,0.5061728395061729,5.0,3.0,5.0,3.0,5.0,21.0
002553.SZ,南方精工,SW1汽车,20260331,0.0165,3265.71,33.0158,16.1437,5.1248,22849395.39,11.9732,-23.7392,-962518.71,190838262.31,0.0007,4.4468,-0.0513,-0.5044,4.4236,0.1017,1877137339.23,1574098176.62,0.20422535211267606,1.0,0.9333333333333333,0.7614035087719299,0.9438596491228071,2.0,5.0,5.0,5.0,4.0,21.0
000828.SZ,东莞控股,SW1交通运输,20260331,2.7538,-13.98,70.218,32.2658,2.2712,802528433.65,226.013,2.8579,280805897.52,355080601.34,0.2736,10.0741,1.7999,79.0823,,0.0228,15601322552.02,10567434472.7,0.746031746031746,0.4358974358974359,0.9920634920634921,1.0,0.6587301587301587,4.0,3.0,5.0,4.0,5.0,21.0
301181.SZ,标榜股份,SW1汽车,20260331,1.7449,-3.16,31.8719,12.6506,7.3765,22258755.55,18.4902,0.8801,25290187.19,120381641.31,0.22,12.8667,1.4846,21.0083,6.703,0.0707,1703506100.63,1488002699.38,0.5915492957746479,0.41739130434782606,0.9157894736842105,0.8736842105263158,0.9719298245614035,3.0,3.0,5.0,5.0,5.0,21.0
300701.SZ,森霸传感,SW1电子,20260331,0.8431,70.23,36.0821,9.6574,5.6697,7338032.04,8.5451,0.8032,9135718.34,85873715.47,0.03,3.5081,0.7956,10.6386,4.4113,0.0748,1148221371.13,1037332766.06,0.47280334728033474,0.8390243902439024,0.7824267782426778,0.6422594142259415,0.9163179916317992,3.0,5.0,4.0,5.0,4.0,21.0
000423.SZ,东阿阿胶,SW1医药生物,20260331,4.305,11.65,75.5156,20.0158,4.2033,28865242.08,1.5911,0.0635,454773596.84,1814224387.34,0.708,16.7596,3.3558,25.0671,3.8358,0.1339,13551934160.12,10839406392.0,0.9100418410041841,0.7004608294930875,0.8577405857740585,0.4330543933054393,0.6304801670146138,5.0,4.0,5.0,4.0,3.0,21.0
002440.SZ,闰土股份,SW1基础化工,20260331,1.8314,198.93,22.6168,12.2811,4.7362,14973376.9,0.8901,0.0808,185245618.33,1682247176.55,0.16,9.0073,1.5652,11.0118,3.7601,0.1421,11834963429.51,10381502748.84,0.7156862745098039,0.9444444444444444,0.6397058823529411,0.4950980392156863,0.8995098039215687,4.0,5.0,4.0,5.0,3.0,21.0
300286.SZ,安科瑞,SW1电力设备,20260331,2.211,20.84,48.6976,16.7516,4.8641,-20575663.27,-7.9316,-0.4097,50217548.25,259415160.35,0.2,9.1873,1.8137,19.358,4.5471,0.0937,2768782484.39,2304967569.3,0.7762430939226519,0.6914285714285714,0.9753424657534246,0.4958904109589041,0.9315068493150684,4.0,4.0,5.0,5.0,3.0,21.0
301069.SZ,凯盛新材,SW1基础化工,20260331,1.8586,130.55,25.7048,7.3663,8.7446,-3302964.34,-1.1338,-0.08,41304940.11,291315605.95,0.0911,5.0855,1.6602,14.1788,8.234,0.1171,2487891468.5,2304626779.59,0.7254901960784313,0.9040404040404041,0.7377450980392157,0.4338235294117647,0.9607843137254902,4.0,5.0,4.0,5.0,3.0,21.0
002605.SZ,姚记科技,SW1传媒,20260331,3.5958,-13.36,37.9412,28.2412,3.0032,144689575.71,18.3404,0.988,146445934.33,788912142.43,0.3348,9.3233,2.6282,18.563,2.45,0.1416,5572052203.63,3998440270.49,0.9076923076923077,0.5,0.6307692307692307,0.8615384615384616,0.6153846153846154,5.0,3.0,4.0,4.0,5.0,21.0
300109.SZ,新开源,SW1基础化工,20260331,1.7535,-46.16,43.5218,15.2026,3.2079,71638434.51,20.9442,1.0973,65284057.78,342044807.76,0.13,7.6557,1.5078,19.0864,2.5668,0.079,4329773376.64,3671534671.37,0.6862745098039216,0.2878787878787879,0.9656862745098039,0.8872549019607843,0.8700980392156863,4.0,2.0,5.0,5.0,5.0,21.0
301606.SZ,绿联科技,SW1电子,20260331,6.7889,52.76,39.2578,26.2234,4.0161,-191942822.96,-6.8597,-0.8077,237634739.26,2798115866.69,0.5727,8.7244,4.8077,8.4927,2.0954,0.5661,4942755662.39,3646597166.46,0.9560669456066946,0.8048780487804879,0.8221757322175732,0.3263598326359833,0.6589958158995817,5.0,5.0,5.0,4.0,2.0,21.0
300403.SZ,汉宇集团,SW1家用电器,20260331,1.4923,0.85,32.7773,13.3245,3.2813,62454614.36,24.6031,1.8772,33270518.66,253848499.62,0.0552,3.7142,1.2876,13.1064,2.4578,0.0982,2583928089.75,2239633514.03,0.5591397849462365,0.7115384615384616,0.7978723404255319,0.9574468085106383,0.9574468085106383,3.0,4.0,4.0,5.0,5.0,21.0
300442.SZ,润泽科技,SW1通信,20260331,4.1673,177.62,46.7988,64.9706,1.1231,1315853368.89,71.5302,2.2465,585723739.28,1839577854.19,0.36,8.7414,1.2437,31.8401,1.1189,0.0391,47095513637.37,16497252387.6,0.9180327868852459,0.9538461538461539,0.8852459016393442,0.9918032786885246,0.139344262295082,5.0,5.0,5.0,1.0,5.0,21.0
000690.SZ,宝新能源,SW1公用事业,20260331,2.3961,45.21,23.4015,40.2943,1.9766,793697096.68,37.8307,2.5624,309751665.38,2098022535.22,0.14,6.0157,1.4129,14.764,1.8636,0.0957,21923356532.83,13089484817.4,0.648854961832061,0.84,0.5725190839694656,0.8396946564885496,0.7175572519083969,4.0,5.0,3.0,4.0,5.0,21.0
300921.SZ,南凌科技,SW1通信,20260331,1.4413,17.5,35.5271,12.6969,7.6262,1996356.4,1.4469,0.1679,11893657.85,137971071.11,0.07,4.5208,1.2496,8.6204,7.3821,0.145,951759962.39,830916205.44,0.6885245901639344,0.7230769230769231,0.7295081967213115,0.7049180327868853,0.9098360655737705,4.0,4.0,4.0,5.0,4.0,21.0
002322.SZ,理工能科,SW1计算机,20260331,0.8179,-22.6,71.7421,9.6848,4.1152,-31863583.17,-22.0274,-1.3777,23127662.81,144654354.96,0.07,7.7686,0.7356,15.9882,3.5504,0.046,3143920820.02,2839439681.35,0.7598784194528876,0.453125,0.9131736526946108,0.6047904191616766,0.8952095808383234,4.0,3.0,5.0,5.0,4.0,21.0
300823.SZ,建科智能,SW1机械设备,20260331,1.4959,-18.35,48.1544,26.4018,2.5424,20598607.87,21.3993,1.4061,14649846.7,96258322.3,0.11,7.4132,1.083,15.2193,1.7136,0.0712,1352656844.31,995530742.58,0.6471698113207547,0.4396887159533074,0.9285714285714286,0.8928571428571429,0.6992481203007519,4.0,3.0,5.0,4.0,5.0,21.0
000688.SZ,国城矿业,SW1有色金属,20260331,12.6095,86.4,49.9037,67.8369,0.6381,370961750.41,21.8699,0.7121,520954321.74,1696217709.13,0.3006,2.532,4.2455,30.7127,0.5406,0.1382,12270818436.52,3946677268.39,0.9424460431654677,0.8636363636363636,0.8920863309352518,0.8489208633093526,0.07913669064748197,5.0,5.0,5.0,1.0,5.0,21.0
301528.SZ,多浦乐,SW1机械设备,20260331,-0.0237,30.05,71.5951,3.4618,25.2205,8905490.62,31.3755,-19.7304,-451358.69,28383598.44,-0.006,25.2887,-0.0278,-1.5902,24.4023,0.0175,1621891743.88,1565744610.91,0.24528301886792453,0.7626459143968871,0.9962406015037594,0.9379699248120301,0.9981203007518797,2.0,4.0,5.0,5.0,5.0,21.0
002233.SZ,塔牌集团,SW1建筑材料,20260331,1.2148,16.3,26.6814,8.7076,8.1388,-16971467.86,-2.0438,-0.1142,148625658.16,830401312.53,0.13,10.3881,1.1082,17.8981,7.4999,0.0619,13411558780.09,12243734869.56,0.7428571428571429,0.7804878048780488,0.7638888888888888,0.6388888888888888,0.9861111111111112,4.0,4.0,4.0,5.0,4.0,21.0
002236.SZ,大华股份,SW1计算机,20260331,1.8318,32.99,43.7654,24.6759,2.8229,-805493681.31,-11.6699,-1.1314,711963200.07,6902346653.63,0.21,11.6912,1.3662,10.3148,2.206,0.1325,52112122359.49,39252999116.83,0.851063829787234,0.78125,0.6706586826347305,0.688622754491018,0.652694610778443,5.0,4.0,4.0,4.0,4.0,21.0
002444.SZ,巨星科技,SW1机械设备,20260331,2.717,8.5,31.4124,18.3509,3.1134,75800668.88,2.0093,0.1446,524368022.8,3772465323.98,0.4315,16.0097,2.2003,13.8999,2.3021,0.1583,23831927405.8,19458555670.92,0.8339622641509434,0.5953307392996109,0.6372180451127819,0.6466165413533834,0.8421052631578947,5.0,3.0,4.0,5.0,4.0,21.0
300304.SZ,云意电气,SW1汽车,20260331,2.0585,24.77,32.4732,24.3745,2.7743,11173020.19,2.2898,0.1382,80826943.87,487940453.06,0.08,3.8773,1.6799,16.5649,2.1446,0.1014,4811499845.23,3638720606.16,0.6584507042253521,0.6434782608695652,0.9263157894736842,0.4842105263157895,0.8315789473684211,4.0,4.0,5.0,5.0,3.0,21.0
002304.SZ,洋河股份,SW1食品饮料,20260331,5.0949,-67.13,75.4162,18.1694,4.2202,1938711723.9,23.684,0.7934,2443555631.83,8185736912.16,1.6241,32.687,4.0531,29.8514,2.3577,0.1358,60288470661.97,49334442742.43,0.8130081300813008,0.2978723404255319,0.9512195121951219,0.8130081300813008,0.7560975609756098,5.0,2.0,5.0,4.0,5.0,21.0
002398.SZ,垒知集团,SW1建筑材料,20260331,0.7702,11.18,25.1243,33.7429,3.0151,90203939.0,20.0626,3.1498,28638428.51,449613379.61,0.04,5.1962,0.5097,6.3696,2.9147,0.08,5619007836.52,3722993491.18,0.6857142857142857,0.7317073170731707,0.7083333333333334,0.9166666666666666,0.7361111111111112,4.0,4.0,4.0,4.0,5.0,21.0
000596.SZ,古井贡酒,SW1食品饮料,20260331,6.28,-36.21,77.8457,32.9709,2.2983,1911371366.34,25.6706,1.1533,1657306489.57,7445774807.1,3.04,49.4212,4.0798,22.2583,1.4641,0.1833,40622650634.07,27229016488.04,0.8780487804878049,0.5106382978723404,0.967479674796748,0.8211382113821138,0.5040650406504066,5.0,3.0,5.0,3.0,5.0,21.0
000655.SZ,金岭矿业,SW1钢铁,20260331,0.9995,31.18,15.4904,10.7162,3.007,-55389751.28,-14.2479,-1.5462,35822214.06,388757445.22,0.059,5.9333,0.8929,9.2145,2.7591,0.0969,4011972507.07,3582043384.18,0.6511627906976745,0.8823529411764706,0.8181818181818182,0.22727272727272727,0.9772727272727273,4.0,5.0,5.0,5.0,2.0,21.0
002734.SZ,利民股份,SW1基础化工,20260331,3.2803,446.97,25.0409,37.5982,1.3533,70024765.25,5.2745,0.493,142024373.82,1327603558.4,0.28,8.6088,2.117,10.6978,1.072,0.1979,6708753063.01,4186385002.06,0.8995098039215687,0.9797979797979798,0.7181372549019608,0.6151960784313726,0.48774509803921573,5.0,5.0,4.0,3.0,4.0,21.0
300503.SZ,昊志机电,SW1机械设备,20260331,6.3692,43.19,42.1482,57.5905,1.449,18772050.57,3.7854,0.2076,90438406.03,495900577.61,0.3,4.7814,2.5758,18.2372,1.0043,0.1412,3511081227.42,1489032329.68,0.9773584905660377,0.8171206225680934,0.8627819548872181,0.6710526315789473,0.20300751879699253,5.0,5.0,5.0,2.0,4.0,21.0
300908.SZ,仲景食品,SW1食品饮料,20260331,2.9429,9.35,44.4637,12.205,2.9461,47677540.89,16.1238,0.8877,53711356.22,295695831.21,0.3679,12.6847,2.5463,18.1644,1.5441,0.1402,2109423724.38,1851967635.06,0.6341463414634146,0.7446808510638298,0.7235772357723578,0.6910569105691057,0.8780487804878049,4.0,4.0,4.0,5.0,4.0,21.0
300978.SZ,东箭科技,SW1汽车,20260331,1.9206,-2.76,29.0002,35.5253,1.9409,98336914.32,24.4667,2.8054,35052807.29,401921993.49,0.0756,3.9501,1.2923,8.7213,1.7235,0.1482,2712398988.71,1748811360.07,0.6373239436619719,0.4260869565217391,0.8701754385964913,0.9263157894736842,0.6631578947368422,4.0,3.0,5.0,4.0,5.0,21.0
301136.SZ,招标股份,SW1建筑装饰,20260331,0.3731,50.73,36.6953,27.1665,3.574,-32137921.86,-32.184,-6.3559,5056387.83,99856759.22,0.0196,5.2578,0.2476,5.0636,3.4675,0.0489,2042346275.19,1487511807.94,0.5033112582781457,0.8194444444444444,0.9423076923076923,0.4358974358974359,0.8717948717948718,3.0,5.0,5.0,5.0,3.0,21.0
301305.SZ,朗坤科技,SW1环保,20260331,2.4299,22.38,35.9804,38.4152,4.1274,129576490.34,25.7973,1.3393,96751631.57,502287408.72,0.3869,16.1158,1.4916,19.2622,3.7831,0.0774,6486568084.24,3994742137.16,0.7862595419847328,0.7164179104477612,0.7142857142857143,0.8721804511278195,0.7293233082706767,4.0,4.0,4.0,4.0,5.0,21.0
002592.SZ,ST八菱,SW1汽车,20260331,2.5402,67.06,25.5873,26.6665,1.8938,33586471.13,17.2749,1.3877,24203775.0,194423689.73,0.09,3.4193,1.8321,12.449,1.3815,0.1472,1321087338.47,968800125.41,0.7887323943661971,0.7739130434782608,0.7789473684210526,0.8596491228070176,0.7859649122807018,4.0,4.0,4.0,4.0,5.0,21.0
300468.SZ,四方精创,SW1计算机,20260331,0.6436,10.27,33.6973,7.4272,11.1605,72497882.82,46.3743,6.8325,10610696.48,156332083.14,0.02,3.114,0.5941,6.7873,10.7606,0.0875,1785998108.51,1653348707.31,0.7355623100303952,0.6510416666666666,0.49101796407185627,0.9610778443113772,0.9431137724550899,4.0,4.0,3.0,5.0,5.0,21.0
300803.SZ,指南针,SW1计算机,20260331,3.9333,116.53,89.9824,84.7826,1.1295,1812680414.0,255.3446,16.4227,110376802.0,709895634.0,0.18,4.6993,0.5887,15.5483,1.1294,0.0379,18750441554.0,2853320546.0,0.9544072948328267,0.8958333333333334,0.9760479041916168,0.9970059880239521,0.0239520958083832,5.0,5.0,5.0,1.0,5.0,21.0
300980.SZ,祥源新材,SW1基础化工,20260331,1.2182,94.35,27.204,7.8978,7.2436,21727706.3,14.6286,1.2547,17317191.07,148528513.78,0.13,10.3102,1.1205,11.6592,5.7682,0.0961,1545546465.9,1423482589.21,0.5220588235294118,0.8686868686868687,0.7696078431372549,0.7916666666666666,0.9485294117647058,3.0,5.0,4.0,5.0,4.0,21.0
000786.SZ,北新建材,SW1建筑材料,20260331,2.9175,-19.52,29.5821,21.6661,1.9059,-605585966.53,-9.8252,-0.7345,824522464.89,6163591626.19,0.472,16.4126,2.2126,13.3773,1.5421,0.1654,37265496147.45,29191497904.57,0.9,0.6097560975609756,0.8888888888888888,0.3888888888888889,0.8472222222222222,5.0,4.0,5.0,5.0,2.0,21.0
300717.SZ,华信新材,SW1基础化工,20260331,1.6882,7.39,33.4167,27.4918,1.7188,23283454.69,24.8494,1.921,12120317.23,93698385.69,0.12,7.2088,1.1816,12.9355,1.4738,0.0913,1025755514.01,743757232.23,0.6666666666666666,0.5909090909090909,0.875,0.9166666666666666,0.678921568627451,4.0,3.0,5.0,4.0,5.0,21.0
002729.SZ,好利科技,SW1电子,20260331,1.7064,31.45,33.266,16.7485,4.0691,11587697.93,11.9235,1.2077,9595001.82,97183397.64,0.05,3.0968,1.4097,9.8731,3.2563,0.1428,680624685.15,566629933.6,0.6673640167364017,0.7365853658536585,0.7238493723849372,0.698744769874477,0.8096234309623431,4.0,4.0,4.0,5.0,4.0,21.0
301505.SZ,苏州规划,SW1建筑装饰,20260331,0.2431,-24.3,24.8784,25.2847,3.5812,9742084.63,24.4688,3.8988,2498756.15,39814366.47,0.02,8.5253,0.1906,6.276,,0.0304,1311328053.69,979763267.77,0.47019867549668876,0.5,0.8076923076923077,0.9102564102564102,0.8846153846153846,3.0,3.0,5.0,5.0,5.0,21.0
300476.SZ,胜宏科技,SW1电子,20260331,7.5741,273.52,34.4585,55.2339,0.9214,2116658463.16,38.3488,1.6428,1288427592.46,5519485066.85,1.48,19.9462,3.314,23.3433,0.6773,0.142,38878055535.58,17404174296.89,0.9728033472803347,0.9707317073170731,0.7531380753138075,0.9623430962343096,0.20920502092050208,5.0,5.0,4.0,2.0,5.0,21.0
000722.SZ,湖南发展,SW1公用事业,20260331,0.4139,7.47,57.4757,9.8532,9.7807,19976995.18,35.4479,1.5806,12638620.06,56355910.81,0.03,6.8258,0.3556,22.4264,9.7432,0.0159,3553672527.36,3203521295.65,0.20610687022900764,0.64,0.9847328244274809,0.816793893129771,0.9770992366412213,2.0,4.0,5.0,5.0,5.0,21.0
002749.SZ,国光股份,SW1基础化工,20260331,3.2737,-14.25,42.5697,15.477,4.8816,-1959258.37,-0.515,-0.0308,63647399.73,380423745.48,0.13,4.0035,2.6232,16.7307,3.7625,0.1568,2426360385.67,2050833599.43,0.8970588235294118,0.4696969696969697,0.9607843137254902,0.45098039215686275,0.8602941176470589,5.0,3.0,5.0,5.0,3.0,21.0
001376.SZ,百通能源,SW1公用事业,20260331,3.3871,4.75,29.328,26.2559,1.4045,30725028.4,10.6839,0.7205,42641182.16,287583275.19,0.09,2.7747,2.455,14.8274,1.2141,0.1656,1736943381.1,1280892972.46,0.8625954198473282,0.6,0.6793893129770993,0.46564885496183206,0.9007633587786259,5.0,4.0,4.0,5.0,3.0,21.0
300833.SZ,浩洋股份,SW1机械设备,20260331,1.683,-43.02,56.8206,8.5672,8.6968,35015632.84,13.044,0.839,41732871.35,268441755.21,0.3287,19.659,1.5206,15.5463,7.3929,0.0978,2744518561.39,2509389733.87,0.7,0.29961089494163423,0.9624060150375939,0.8082706766917294,0.9830827067669173,4.0,2.0,5.0,5.0,5.0,21.0
300781.SZ,因赛集团,SW1传媒,20260331,2.1292,140.98,36.5927,27.3033,2.6797,3748395.66,2.3658,0.2298,16312839.41,158438028.61,0.0706,3.3529,1.8072,10.296,,0.1755,902664599.81,656207821.83,0.7538461538461538,0.9117647058823529,0.6230769230769231,0.6461538461538462,0.6615384615384615,4.0,5.0,4.0,4.0,4.0,21.0
002448.SZ,中原内配,SW1汽车,20260331,5.151,99.76,26.7637,35.0412,2.1141,-90900198.01,-7.6286,-0.4242,214293818.46,1191567511.9,0.34,6.6864,3.1463,17.9842,1.4608,0.1749,6811011507.02,4424353724.88,0.9859154929577465,0.8434782608695652,0.8140350877192982,0.2771929824561403,0.6771929824561403,5.0,5.0,5.0,4.0,2.0,21.0
300993.SZ,玉马科技,SW1轻工制造,20260331,1.7606,-19.84,35.6647,8.0332,9.7609,19785236.38,10.6744,0.71,27864657.55,185351988.91,0.09,5.181,1.6052,15.0334,6.6436,0.1068,1735884076.88,1596437419.45,0.732484076433121,0.45569620253164556,0.8987341772151899,0.7468354430379747,0.9683544303797469,4.0,3.0,5.0,5.0,4.0,21.0
000968.SZ,蓝焰控股,SW1石油石化,20260331,2.3361,-24.51,31.6528,42.9945,1.2094,251858550.18,52.3295,1.7551,143498753.3,481293465.43,0.15,6.6092,1.2789,29.8152,1.1998,0.0429,11220762130.74,6396446253.56,0.723404255319149,0.6956521739130435,0.8936170212765957,0.9574468085106383,0.5531914893617021,4.0,4.0,5.0,3.0,5.0,21.0
002294.SZ,信立泰,SW1医药生物,20260331,2.4918,7.87,76.5828,18.7224,2.3355,185277661.44,15.0824,0.8204,225828628.03,1228439396.83,0.2,8.2061,1.98,18.3834,2.0307,0.1077,11405308924.1,9269959975.32,0.7322175732217573,0.6728110599078341,0.8702928870292888,0.702928870292887,0.6597077244258873,4.0,4.0,5.0,4.0,4.0,21.0
002027.SZ,分众传媒,SW1传媒,20260331,12.053,-42.42,68.7408,25.3028,3.009,2138751357.61,73.3665,1.1986,1784410855.12,2915160677.12,0.1239,1.0695,8.3834,61.2114,3.0075,0.137,21284947672.32,15899265271.92,1.0,0.29411764705882354,0.9230769230769231,0.9692307692307692,0.6923076923076923,5.0,2.0,5.0,4.0,5.0,21.0
300945.SZ,曼卡龙,SW1纺织服饰,20260331,3.3484,19.14,26.8472,13.4763,6.7909,67909175.4,11.2192,1.1856,57280712.02,605293398.36,0.22,6.6195,2.8507,9.4633,3.8687,0.3012,2009355285.55,1738567866.22,0.8365384615384616,0.6875,0.44761904761904764,0.6,0.9142857142857143,5.0,4.0,3.0,5.0,4.0,21.0
001380.SZ,华纬科技,SW1汽车,20260331,2.1419,19.17,28.0965,30.2613,2.3864,129338373.0,30.574,2.8441,45476485.48,423033803.84,0.15,7.2591,1.5745,10.7501,2.021,0.1465,2888293587.39,2014259310.17,0.6936619718309859,0.591304347826087,0.8456140350877193,0.9719298245614035,0.7403508771929825,4.0,3.0,5.0,4.0,5.0,21.0
002613.SZ,北玻股份,SW1建筑材料,20260331,0.0781,-33.86,27.6101,23.819,2.908,104090998.8,36.2509,-484.1763,-214985.72,287140735.11,0.0016,2.0057,-0.0073,-0.0749,2.2263,0.0972,2954463790.92,2250741255.17,0.4142857142857143,0.4634146341463415,0.8333333333333334,0.9722222222222222,0.8333333333333334,3.0,3.0,5.0,5.0,5.0,21.0
002823.SZ,凯中精密,SW1电力设备,20260331,2.5025,37.32,20.6129,42.3129,1.0681,100874979.11,15.2726,1.9294,52284179.17,660498103.84,0.16,6.4198,1.4308,7.9159,0.6339,0.1807,3654298509.34,2108059523.21,0.8204419889502762,0.76,0.5863013698630137,0.8712328767123287,0.6465753424657534,5.0,4.0,3.0,4.0,5.0,21.0
301101.SZ,明月镜片,SW1轻工制造,20260331,3.1356,8.37,55.1998,11.0488,7.8613,-25644022.31,-10.994,-0.4469,57386021.75,233253707.03,0.2797,9.0248,2.7429,24.6024,7.4404,0.1115,2092129858.59,1860974434.09,0.8726114649681529,0.6962025316455697,0.9873417721518988,0.35443037974683544,0.9367088607594937,5.0,4.0,5.0,5.0,2.0,21.0
000681.SZ,视觉中国,SW1传媒,20260331,6.4142,-28.82,42.3697,16.8629,2.0248,9081599.59,4.9005,0.0378,240411570.29,185318495.12,0.3423,5.472,5.1643,129.7289,,0.0398,4655264739.83,3870253534.24,0.9538461538461539,0.4264705882352941,0.7153846153846154,0.6846153846153846,0.8615384615384616,5.0,3.0,4.0,5.0,4.0,21.0
002606.SZ,大连电瓷,SW1电力设备,20260331,3.0676,1.17,37.553,36.9625,2.0002,35170280.99,8.3656,0.5902,59594861.06,420414914.59,0.14,4.4857,1.9059,14.1752,1.3678,0.1345,3126847359.8,1971087863.63,0.861878453038674,0.5257142857142857,0.915068493150685,0.7972602739726027,0.7178082191780821,5.0,3.0,5.0,4.0,4.0,21.0
003002.SZ,壶化股份,SW1基础化工,20260331,1.0375,21.63,37.075,29.0401,2.2676,38335653.9,17.4174,2.8887,13270812.99,220099619.56,0.08,7.7603,0.5607,6.0295,1.9512,0.093,2366660613.8,1679380087.45,0.4803921568627451,0.696969696969697,0.9166666666666666,0.8357843137254902,0.6519607843137255,3.0,4.0,5.0,4.0,5.0,21.0
