stock_code,stock_name,industry,end_date,roe,netprofit_yoy,grossprofit_margin,debt_to_assets,current_ratio,operating_cashflow,ocf_to_revenue,ocf_to_profit,net_profit,revenue,eps,bps,roa,netprofit_margin,quick_ratio,assets_turn,total_assets,total_equity
600348.SH,华阳股份,SW1采掘,20250930,3.3629,-56.96,33.3467,53.8238,0.7856,714750977.91,4.2154,0.5,1429475027.0,16955561886.87,0.31,7.6529,1.7159,8.4307,0.7429,0.2035,83309125037.84,38468970701.61
600753.SH,*ST海钦,SW1商业贸易,20250930,273.1918,358.5,6.0028,92.1134,0.7866,-26492105.53,-3.9121,-1.0318,25676860.78,677178497.21,0.111,0.0966,9.0808,3.7917,0.2541,2.3949,282758718.34,22300003.09
603058.SH,永吉股份,SW1轻工制造,20250930,8.0344,65.87,34.991,29.4562,2.8197,197340383.93,29.1281,1.6451,119956669.6,677490405.74,0.2353,2.9755,5.8967,17.706,2.1558,0.333,2034287036.51,1435064069.79
688733.SH,壹石通,,20250930,-0.6326,-53.98,21.3783,37.1376,2.833,-69263977.09,-15.9307,4.507,-15368127.2,434783982.77,-0.07,10.8556,-0.4436,-3.5347,2.4397,0.1255,3464126469.59,2177634549.29
603986.SH,兆易创新,SW1电子,20250930,6.2446,583.18,38.5883,11.352,6.3421,1795645619.05,26.2843,1.6259,1104399849.02,6831634443.78,1.64,27.3061,5.3208,16.166,5.1481,0.3291,20756260682.52,18400005872.7
688328.SH,深科达,SW1机械设备,20250930,3.4013,-15.78,29.7672,47.2677,1.6042,101735626.93,19.2779,2.8586,35588796.13,527730991.49,0.3,8.7745,2.2321,6.7437,1.184,0.331,1594444150.07,840787646.44
603277.SH,银都股份,SW1机械设备,20250930,16.5754,5.89,42.4397,39.208,2.1702,339562118.3,15.8613,0.7272,466963376.53,2140821483.65,0.77,4.6372,9.9752,21.8123,1.4632,0.4573,4681250293.39,2845824372.08
600851.SH,海欣股份,SW1医药生物,20250930,3.1981,-12.01,57.981,16.9107,4.5826,89881153.7,15.0412,0.5656,158916186.68,597567422.26,0.1193,3.8686,2.7263,26.5939,4.4161,0.1025,5829091579.26,4843349149.06
688568.SH,中科星图,SW1计算机,20250930,3.8012,9.13,46.5127,45.0956,1.7691,-299052925.87,-13.542,-1.2969,230583012.85,2208341214.56,0.1811,4.7852,2.6663,10.4415,1.4903,0.2554,8648189037.37,4748238459.63
601360.SH,三六零,SW1计算机,20250930,-0.4105,121.91,67.3174,22.6388,3.5918,-337666000.0,-5.5647,2.5757,-131098000.0,6067956000.0,-0.02,4.1935,-0.3465,-2.1605,3.5324,0.1604,37839187000.0,29272843000.0
688173.SH,希荻微,,20250930,-5.2212,445.09,28.1135,16.6804,4.3497,-123719373.15,-17.2551,1.2381,-99923075.53,717000458.99,-0.19,3.5177,-5.4886,-13.9363,3.4984,0.3938,1820559291.33,1516882105.16
600825.SH,新华传媒,SW1传媒,20250930,0.514,11.87,30.9641,36.7331,1.8257,-34666893.08,-4.2506,-2.7768,12484370.09,815568221.86,0.012,2.346,0.3222,1.5308,1.4657,0.2105,3874707603.73,2451405765.78
605555.SH,德昌股份,,20250930,5.3735,27.51,14.0486,42.424,1.5009,12380963.61,0.3765,0.0764,161957452.35,3288050831.32,0.33,6.2354,3.0894,4.9256,1.0938,0.6272,5242364612.5,3018342341.22
603618.SH,杭电股份,SW1电气设备,20250930,-7.6743,2.21,11.8302,72.7352,1.2701,-529434815.51,-7.6875,2.459,-215301101.11,6886918146.44,-0.32,3.9228,-2.0997,-3.1262,0.984,0.6716,10253941172.06,2795714789.98
688107.SH,安路科技,,20250930,-17.0731,4.03,43.8563,12.7253,8.1843,-90883913.42,-24.6806,0.4752,-191234113.34,368240800.05,-0.4771,2.5562,-16.2885,-51.9318,4.3801,0.3137,1174042428.17,1024641674.44
603203.SH,快克智能,SW1机械设备,20250930,13.8038,11.7,49.4537,31.1219,2.4152,230322645.68,28.4998,1.1643,197826145.51,808154881.98,0.79,5.7543,9.2433,24.4787,1.7914,0.3776,2140212625.38,1474138358.89
600594.SH,益佰制药,SW1医药生物,20250930,-3.5383,-466.34,60.3226,34.4622,1.8769,203798225.34,14.0871,-2.2487,-90629803.97,1446704488.11,-0.11,3.0346,-2.3613,-6.2646,1.2488,0.3769,3838188521.58,2515463801.06
600113.SH,浙江东日,SW1商业贸易,20250930,4.6425,-42.47,39.6977,25.6339,2.006,-998412.68,-0.1789,-0.0089,112401027.5,557997294.97,0.27,6.0333,3.1243,20.1437,1.2581,0.1551,3597600188.96,2675395315.43
600508.SH,上海能源,SW1采掘,20250930,1.9913,-32.03,14.8474,34.4255,1.2393,435078973.33,7.7146,2.1285,204407527.76,5639659069.15,0.35,17.7308,1.0547,3.6245,1.1229,0.291,19381378374.38,12709249093.15
688580.SH,伟思医疗,SW1医药生物,20250930,6.2186,-25.16,66.861,9.0595,6.8184,104406251.44,32.0727,1.0221,102148287.23,325530311.85,1.07,17.3099,5.6035,31.379,6.5428,0.1786,1822941844.68,1657791972.78
601388.SH,怡球资源,SW1有色金属,20250930,2.1763,-86.02,6.2556,27.1116,3.1392,-985999.37,-0.0176,-0.0101,97515400.08,5594783397.62,0.04,2.0801,1.5523,1.743,1.5488,0.8906,6281990047.26,4578838914.08
688099.SH,晶晨股份,SW1电子,20250930,10.287,64.27,37.1226,13.7053,6.0028,-287180493.06,-5.663,-0.4132,695035625.12,5071144502.71,1.66,17.0311,8.3285,13.7057,4.0012,0.6077,8345253130.63,7201515304.1
600167.SH,联美控股,SW1公用事业,20250930,5.0229,-28.68,33.298,27.244,2.6868,-333953810.99,-15.4926,-0.61,547473062.7,2155565895.27,0.2442,4.7909,3.4146,25.3981,2.5316,0.1344,16033458868.07,11665307947.68
688071.SH,华依科技,,20250930,-2.8685,187.57,21.8783,53.5917,0.9264,-30426287.39,-7.8724,1.04,-29255571.25,386493858.05,-0.35,12.4874,-1.2742,-7.5695,0.7688,0.1683,2296056976.6,1065562000.38
600011.SH,华能国际,SW1公用事业,20250930,10.4352,55.35,19.9482,63.7787,0.5764,52772770228.0,30.5089,2.7152,19436143313.0,172974894698.0,0.81,4.2588,3.26,11.2364,0.5186,0.2901,596198991252.0,215950961148.0
603786.SH,科博达,SW1汽车,20250930,12.0377,24.65,25.6984,32.1183,2.6127,706012061.24,14.128,1.0464,674733851.52,4997248825.76,1.6042,13.4872,8.2763,13.5021,1.9409,0.613,8152575871.22,5534110104.37
688005.SH,容百科技,SW1化工,20250930,-2.4612,-47.63,7.2823,65.665,1.2514,1371333585.46,15.261,-7.8487,-174720060.83,8985853610.67,-0.29,11.3438,-0.7293,-1.9444,1.0529,0.3751,23958727350.0,8226223702.31
603375.SH,盛景微,,20250930,1.2209,,33.113,11.1307,8.9591,61976002.69,17.9141,3.2612,19003939.79,345962830.97,0.19,15.7031,1.0851,5.4931,7.6483,0.1975,1751412593.7,1556468613.66
601216.SH,君正集团,SW1化工,20250930,9.9822,2.31,22.4673,30.2195,1.2566,3912023132.36,20.9304,1.3821,2830433652.76,18690654692.71,0.3316,3.416,6.6697,15.1436,1.0922,0.4404,42437205169.6,29612901139.0
600496.SH,精工钢构,SW1建筑装饰,20250930,6.446,-7.82,11.5156,64.7645,1.5052,760826548.78,5.2264,1.2821,593432430.23,14557496089.42,0.2949,4.6186,2.2285,4.0765,1.4032,0.5467,26629510319.53,9383049161.18
600261.SH,阳光照明,SW1电子,20250930,3.6837,-5.28,34.9825,30.6967,2.9063,100780143.4,5.0749,0.779,129373645.14,1985841246.27,0.1,2.5997,2.5591,6.5148,2.5323,0.3928,5055456707.15,3503600752.8
600215.SH,派斯林,SW1房地产,20250930,-4.1944,-46.85,-1.4031,36.3334,1.6018,40977655.36,5.9762,-0.4844,-84601056.46,685675969.39,-0.1852,4.3901,-2.65,-12.3383,1.5446,0.2148,3192543971.68,2032582776.64
603301.SH,振德医疗,SW1医药生物,20250930,3.5816,86.13,33.9321,28.7848,1.6688,262639201.32,8.248,1.2474,210543772.08,3184260011.92,0.76,21.4034,2.5051,6.612,1.2329,0.3789,8404612469.65,5985362256.98
600927.SH,永安期货,,20250930,3.6596,-21.07,,81.4112,,-12913093418.32,-154.5591,-27.1932,474865567.19,8354795817.18,0.33,9.031,0.6715,5.6837,,0.1181,70715322796.55,13145107294.27
688201.SH,信安世纪,,20250930,1.1323,-345.99,67.3419,11.5555,4.1639,-37636345.41,-11.8301,-2.1653,17381979.75,318140086.36,0.0461,4.1015,1.1561,5.4636,3.3585,0.2116,1503473937.87,1329739872.47
603833.SH,欧派家居,SW1轻工制造,20250930,9.5391,-13.95,37.1934,45.209,1.0987,2743991745.59,20.766,1.4956,1834711206.45,13213862732.8,3.01,31.0987,5.1879,13.8847,1.0519,0.3736,35365426296.73,19377078133.24
688686.SH,奥普特,SW1机械设备,20250930,6.1196,-29.66,62.8987,12.9975,6.0793,129073373.77,12.7497,0.6885,187457097.81,1012361420.98,1.4976,24.9699,5.2934,18.5168,5.488,0.2859,3541329646.73,3081044373.9
603199.SH,九华旅游,SW1休闲服务,20250930,11.5306,6.5,51.8831,15.522,2.4068,217577778.61,32.5712,1.204,180705632.01,668005851.6,1.6327,14.6333,9.4255,27.0515,2.3825,0.3484,1917207231.22,1619618713.51
601012.SH,隆基绿能,SW1电气设备,20250930,-5.7552,-181.2,1.2142,62.431,1.4329,1818660320.07,3.572,-0.5266,-3453559769.08,50914567855.0,-0.45,7.5106,-2.243,-6.783,1.1996,0.3307,153972478031.54,57845858431.96
603105.SH,芯能科技,SW1公用事业,20250930,8.3361,-12.07,60.1747,50.9822,1.195,295165395.52,50.3488,1.5857,186143839.12,586241309.21,0.37,4.2642,4.0089,31.7521,1.1724,0.1263,4643309560.43,2276048273.85
600289.SH,ST信通,SW1通信,20250930,-15.6975,-90.8,20.7667,35.6424,4.9713,376771573.26,195.4861,-2.7512,-136949670.22,192735748.67,-0.2168,1.7712,-7.9176,-71.0557,4.7554,0.1114,1729683290.27,1113182169.46
600692.SH,亚通股份,SW1房地产,20250930,-1.7454,-312.9,11.9534,75.3623,1.1818,102214061.88,35.3668,-7.223,-14151199.47,289011697.84,-0.0462,2.6286,-0.2465,-4.8964,0.4126,0.0503,5740191324.43,1414252828.38
688275.SH,万润新能,,20250930,-6.4919,-41.44,2.6184,71.5696,0.7938,258214034.52,3.52,-0.6898,-374336795.43,7335671458.04,-2.86,41.4382,-2.057,-5.103,0.6771,0.4031,18198185848.56,5173809616.55
603171.SH,税友股份,,20250930,4.4016,36.81,59.185,37.9799,1.4351,-246374721.62,-17.2762,-2.2341,110276945.79,1426093782.01,0.27,6.2124,2.7018,7.7328,1.2958,0.3494,4081547542.15,2531381301.23
601066.SH,中信建投,SW1非银金融,20250930,6.379,2.67,,82.5235,,57951521124.99,335.1875,8.1631,7099201323.34,17289286297.97,0.82,10.5501,1.0712,41.0613,,0.0261,662757008402.98,115826870995.2
688303.SH,大全能源,,20250930,-2.7085,-147.17,-7.5922,8.1978,4.9418,-1552285893.34,-47.8694,1.4464,-1073194608.65,3242755059.98,-0.5,18.2216,-2.5204,-33.0951,4.6263,0.0762,42579628130.93,39089055479.68
603007.SH,*ST花王,SW1建筑装饰,20250930,-7.8611,326.12,6.2631,68.8418,0.8222,-63458559.53,-33.5309,1.7491,-36280775.68,189254222.54,-0.04,0.5434,-1.8987,-19.1704,0.7617,0.099,1910785645.56,595367276.84
688718.SH,唯赛勃,,20250930,3.4787,-17.81,32.312,15.4032,2.7429,51788380.64,18.446,1.9592,26433990.55,280756107.11,0.16,4.4801,2.8731,9.4153,1.8999,0.3052,920042801.41,778326632.22
603073.SH,彩蝶实业,,20250930,4.5961,-6.22,26.0147,19.4206,2.8441,52653522.17,8.8999,0.8452,62300729.94,591620328.24,0.54,11.9163,3.6348,10.5305,2.3208,0.3452,1713996347.72,1381128113.44
600790.SH,轻纺城,SW1商业贸易,20250930,2.7276,-34.55,41.3856,48.2931,0.5082,-64797039.41,-8.8777,-0.3938,164548683.56,729885532.82,0.12,3.9522,1.2715,22.5445,0.5065,0.0564,12941625317.59,6691716231.49
688377.SH,迪威尔,SW1机械设备,20250930,4.9113,-39.9,21.7883,34.2569,1.679,123159613.92,14.1084,1.3728,89714922.38,872953898.01,0.46,9.5599,3.1693,10.2772,1.1112,0.3084,2830710556.78,1860997649.9
600778.SH,友好集团,SW1商业贸易,20250930,6.3188,-105.55,28.8168,92.9111,0.4652,89516062.59,7.6091,8.8782,10082723.65,1176427403.77,0.0454,0.7383,0.297,0.8571,0.2413,0.3466,3394447378.56,240629927.28
600363.SH,联创光电,SW1电子,20250930,9.3319,-28.23,19.7301,41.6971,1.4358,26616943.28,1.0633,0.0585,454622467.36,2503285677.14,0.88,9.7671,5.1789,18.161,1.2028,0.2852,8778417858.36,5118069275.53
603931.SH,格林达,SW1电子,20250930,5.8079,-16.46,30.7218,8.3127,9.739,121636364.68,25.3101,1.3178,92301110.85,480584242.03,0.46,8.0848,5.242,19.206,9.3158,0.2729,1760782948.85,1614414536.31
601001.SH,晋控煤业,SW1采掘,20250930,6.8464,-13.1,37.3606,21.166,3.0488,1510892083.73,16.2028,0.889,1699561627.2,9324862214.15,0.76,11.2323,4.8541,18.2261,2.9671,0.2663,35012625568.7,27601855946.7
600681.SH,百川能源,SW1公用事业,20250930,5.2666,-15.67,11.9252,53.5558,0.4801,-94220471.54,-2.5544,-0.4793,196592412.39,3688487556.63,0.1411,2.6194,2.4996,5.3299,0.3693,0.469,7864823033.08,3652751900.36
688212.SH,澳华内镜,,20250930,-4.2957,-66.56,60.5124,31.0144,2.1315,-98694502.97,-23.3527,1.7654,-55905406.41,422626267.1,-0.42,9.2488,-3.0606,-13.2281,1.5729,0.2314,1826626179.89,1260109262.15
688609.SH,九联科技,SW1家用电器,20250930,-13.2071,-26.15,10.5631,73.5073,0.8613,278698889.5,15.8287,-2.1999,-126686606.65,1760714103.2,-0.2417,1.7775,-3.8821,-7.1952,0.6343,0.5395,3263393770.16,864562104.92
688266.SH,泽璟制药-U,SW1医药生物,20250930,-7.7754,-49.07,90.4041,61.8696,1.8496,-16733921.86,-2.8198,0.175,-95596820.94,593440129.02,-0.35,4.3407,-3.1724,-16.1089,1.7209,0.1969,3013377438.36,1149013875.88
603162.SH,海通发展,,20250930,5.9799,196.7,13.8518,36.0168,1.293,791408323.39,26.3003,3.1331,252592481.32,3009119957.58,0.28,4.6746,3.7335,8.3942,1.1952,0.4448,6765543391.52,4328811620.53
603116.SH,红蜻蜓,SW1纺织服装,20250930,-1.9185,-207.76,39.536,24.4714,2.6837,97158440.49,6.4561,-1.7786,-54626346.7,1504919616.64,-0.09,4.5315,-1.4876,-3.6299,2.1512,0.4098,3672159562.66,2773532072.12
600272.SH,开开实业,SW1医药生物,20250930,1.8443,16.49,15.7013,53.4466,1.5482,130572209.73,15.8256,5.2585,24830468.47,825068517.03,0.052,2.9565,1.4121,3.0095,1.4418,0.4692,1758456474.25,818620430.66
603579.SH,荣泰健康,SW1家用电器,20250930,4.6543,-5.67,32.0946,17.8145,3.6808,71563658.77,6.2329,0.6455,110868486.23,1148150857.84,0.63,13.5132,3.3115,9.6563,3.3999,0.3429,3347963775.3,2751539585.44
688695.SH,中创股份,,20250930,-2.4539,,77.4159,4.8469,20.6009,-42014316.38,-46.3207,2.152,-19523162.84,90703114.98,-0.23,9.1696,-2.382,-21.5242,20.469,0.1107,819614119.7,779888009.17
600370.SH,三房巷,SW1纺织服装,20250930,-8.5225,77.29,-1.165,73.1404,0.9687,2169237890.65,13.552,-4.6476,-466747389.83,16006784567.11,-0.1198,1.267,-2.3909,-2.9159,0.6659,0.82,19521485019.35,5243383467.58
603956.SH,威派格,SW1机械设备,20250930,-4.0264,-1182.2,42.5341,36.1985,1.6856,-40245136.82,-6.8125,0.4914,-81903178.58,590753863.99,-0.14,3.47,-2.5966,-13.8642,1.4552,0.1873,3154274076.28,2012472934.95
600206.SH,有研新材,SW1有色金属,20250930,6.019,-115.2,9.5095,35.1712,2.2733,-689799158.5,-10.1889,-2.8061,245822536.16,6770074073.47,0.29,5.0033,3.2124,3.631,1.4891,0.8847,7652316854.07,4960907698.67
603088.SH,宁波精达,SW1机械设备,20250930,8.1044,5.07,38.2149,42.3811,1.7158,137297094.24,24.9876,1.7349,79138453.99,549460284.5,0.16,2.1789,4.0762,14.4029,1.0363,0.283,1941454235.14,1118645309.32
603014.SH,威高血净,,20250930,5.4183,,40.6948,17.5501,3.1973,485340683.74,17.7387,1.4242,340778059.35,2736052670.24,0.85,16.7133,4.0242,12.4551,2.6167,0.3231,8468254452.63,6982068470.42
601518.SH,吉林高速,SW1交通运输,20250930,7.1929,-0.01,67.6611,6.3708,6.0501,519095483.53,57.2847,1.2072,430013825.24,906167795.89,0.21,2.9724,6.6129,47.4541,5.6566,0.1394,6502649909.05,6088380871.78
603922.SH,金鸿顺,SW1汽车,20250930,1.5259,-292.52,15.7109,22.7419,3.6297,-57520929.9,-12.2016,-3.6619,15707880.54,471420216.63,0.09,5.8005,1.1675,3.332,3.0283,0.3504,1345434971.13,1039458055.77
688310.SH,迈得医疗,SW1机械设备,20250930,1.0938,-127.38,40.1887,29.8562,2.6134,126246149.55,56.1984,-23.1132,-5462086.29,224643650.85,0.05,4.8472,-0.456,-2.4314,1.9148,0.1876,1197742892.15,840141990.05
600783.SH,鲁信创投,SW1非银金融,20250930,6.8049,-37.08,39.3143,48.7221,10.8439,19164983.48,32.532,0.0597,321155869.61,58911198.97,0.43,6.3623,3.4432,545.1525,10.755,0.0063,9327153436.55,4782766709.99
600398.SH,海澜之家,SW1纺织服装,20250930,10.6353,-24.99,45.1658,44.7898,1.443,2026679760.83,12.992,1.0993,1843673394.34,15599408001.6,0.39,3.7503,5.5722,11.8189,0.6181,0.4715,33087006578.6,18267406291.16
601177.SH,杭齿前进,SW1机械设备,20250930,7.6119,14.31,19.2172,45.9871,1.1827,136725194.2,7.902,0.6436,212432606.51,1730266082.13,0.5172,6.8418,3.973,12.2775,0.7505,0.3236,5346933367.77,2888032929.46
603060.SH,国检集团,SW1综合,20250930,2.0008,-22.25,34.7932,53.2638,1.4864,80111092.16,4.6823,1.66,48260099.77,1710943580.41,0.0513,2.4559,0.8338,2.8207,1.3918,0.2956,5788152477.19,2705164087.86
603697.SH,有友食品,SW1食品饮料,20250930,9.8351,35.44,27.3314,24.2258,3.312,309597964.82,24.868,1.7813,173799648.95,1244963703.1,0.41,4.115,7.4829,13.9602,2.622,0.536,2322626906.88,1759952019.83
600100.SH,同方股份,SW1计算机,20250930,1.9892,-127.04,26.5222,58.4358,1.4558,-62052375.08,-0.7382,-0.3296,188284940.44,8405474333.76,0.1,4.8237,0.3754,2.24,0.9921,0.1676,50149665586.3,20844327951.93
688188.SH,柏楚电子,SW1计算机,20250930,15.7524,23.68,78.0928,4.9413,18.104,784607386.38,48.4446,0.8471,926259540.59,1619596504.09,3.14,20.8293,14.4638,57.1908,17.4144,0.2529,6404002314.24,6087558696.45
603210.SH,泰鸿万立,,20250930,10.095,,21.3605,39.1046,1.4328,45791152.52,3.0337,0.3146,145567256.49,1509398311.77,0.4803,5.3658,4.8002,9.6441,1.169,0.4977,3032525757.96,1846668887.16
688593.SH,新相微,,20250930,0.5236,-73.67,14.2051,14.276,6.1747,46215384.4,10.5881,8.4594,5463221.68,436482884.23,0.018,3.3731,0.2999,1.2516,5.0896,0.2396,1821422399.54,1561396479.37
688160.SH,步科股份,SW1机械设备,20250930,4.3655,-19.71,35.1881,21.7969,3.6582,39691565.81,7.8037,0.8913,44530763.41,508625985.21,0.52,13.9424,2.7498,8.7551,3.2135,0.3141,1619402926.75,1266422921.21
688114.SH,华大智造,,20250930,-1.5308,0.3,53.3184,23.6857,4.5525,-288729045.45,-15.4491,2.3862,-120999586.04,1868910818.68,-0.29,18.5521,-1.1947,-6.4743,3.6719,0.1845,10128027308.0,7729137570.25
600587.SH,新华医疗,SW1医药生物,20250930,5.6301,2.28,25.1073,45.8546,1.364,219663782.82,3.148,0.4946,444084027.69,6977967842.53,0.72,13.0295,2.9451,6.3641,0.8863,0.4628,15078842380.91,8164493090.19
688479.SH,友车科技,,20250930,1.0796,-29.7,31.9721,10.4105,7.1754,-38512883.32,-11.9671,-1.8897,20380810.76,321823678.03,0.14,12.8239,0.9866,6.3329,6.8008,0.1558,2065766259.83,1850709166.82
688062.SH,迈威生物-U,,20250930,-51.3018,-1.16,93.1477,79.1128,0.9013,-103031469.59,-18.2086,0.1718,-599596769.92,565838248.14,-1.5,1.9047,-13.2446,-105.9661,0.8093,0.125,4527089263.1,945582468.34
603366.SH,日出东方,SW1家用电器,20250930,0.8822,0.51,30.5405,44.2932,0.9531,16977426.52,0.6086,0.6258,27129123.79,2789793153.08,0.0451,5.1102,0.3613,0.9724,0.734,0.3716,7508030666.27,4182481353.98
688016.SH,心脉医疗,SW1医药生物,20250930,11.0743,1.14,70.3996,15.8499,4.7538,363201648.36,35.7912,0.8585,423065173.14,1014780041.62,3.54,32.1008,8.9398,41.6903,4.359,0.2144,4732362656.89,3982289940.69
603312.SH,西典新能,,20250930,12.3992,,16.6314,41.0394,1.9829,14108614.11,0.6739,0.0669,210862952.69,2093623696.71,1.3,10.6404,7.2304,10.0717,1.8115,0.7179,2916326988.95,1719482949.94
603709.SH,中源家居,SW1轻工制造,20250930,-3.3356,-295.99,21.3337,59.28,0.8765,61039497.26,5.4239,-3.4992,-17443842.65,1125386636.72,-0.14,4.1088,-1.3702,-1.55,0.5316,0.884,1273106969.62,518408768.63
600076.SH,康欣新材,SW1轻工制造,20250930,-4.8449,14.7,-22.4292,42.518,3.0168,-61794846.3,-22.2468,0.3214,-192244737.01,277769619.0,-0.14,2.8347,-2.8578,-69.2101,0.3343,0.0413,6726932971.59,3866776285.56
600419.SH,天润乳业,SW1食品饮料,20250930,-0.4414,-89.36,16.1675,54.9264,1.0654,453897784.88,21.8891,-12.6409,-35906959.62,2073627379.34,-0.0337,7.5288,-0.6226,-1.7316,0.7005,0.3596,5767052338.98,2599417732.82
600356.SH,恒丰纸业,SW1轻工制造,20250930,5.6393,-11.44,17.3412,25.6366,3.2764,153995632.25,7.5529,1.0124,152116650.74,2038897070.32,0.5,8.9902,4.1119,7.4607,1.9547,0.5511,3699420738.53,2751013598.04
603970.SH,中农立华,SW1化工,20250930,9.8566,-7.55,6.4492,73.8661,1.3095,-1564493581.15,-17.4795,-9.0927,172059510.55,8950447132.41,0.5627,5.7609,2.6214,1.9224,0.9169,1.3637,6563594174.89,1715321799.78
600322.SH,津投城开,SW1房地产,20250930,,1424.45,-16.5076,102.5754,1.4992,-25488867.18,-3.0315,0.031,-823307789.14,840812742.39,-0.7133,-0.6972,-6.49,-97.9181,0.3311,0.0663,12685694348.87,-326707958.74
600739.SH,辽宁成大,SW1医药生物,20250930,4.648,-5559.96,12.4871,31.7503,1.1014,-43725373.9,-0.5389,-0.0301,1453002561.85,8113593286.63,0.8964,19.231,2.9549,17.9082,0.9357,0.165,49172317766.79,33559949423.87
603429.SH,集友股份,SW1轻工制造,20250930,-0.483,-162.71,9.4455,7.1688,12.0313,-34798895.53,-27.1387,5.3312,-6527446.15,128226263.9,-0.012,2.3527,-0.4881,-5.0906,11.6373,0.0959,1337365969.55,1241493528.12
688336.SH,三生国健,SW1医药生物,20250930,6.9571,144.0,76.849,33.5069,2.0544,2813241200.0,252.0834,7.2189,389706600.0,1115996100.0,0.65,9.5636,4.4229,34.9201,1.969,0.1267,8811099100.0,5858775400.0
603032.SH,德新科技,SW1交通运输,20250930,3.3246,-234.24,33.9467,24.4434,2.4491,72379863.93,17.5582,1.4158,51121431.95,412229023.24,0.16,4.868,3.2499,12.4012,2.1866,0.2621,1573034075.54,1188530426.82
603998.SH,方盛制药,SW1医药生物,20250930,16.2844,39.1,71.2754,42.2007,0.8592,224876245.74,17.9425,0.8475,265351950.55,1253315302.11,0.61,3.808,8.7531,21.172,0.5475,0.4134,3031502836.9,1752187248.97
688234.SH,天岳先进,,20250930,0.0176,-491.56,19.0657,23.8902,3.5293,70356833.36,6.327,62.8242,1119900.9,1112006114.02,,15.2663,0.0115,0.1007,2.8145,0.1144,9720605667.63,7398335601.03
603130.SH,云中马,,20250930,3.745,-16.0,7.8047,51.822,1.187,6448889.29,0.3317,0.1278,50479866.89,1944366515.24,0.37,9.9358,1.78,2.5962,1.1024,0.6856,2835961168.27,1366308262.71
601965.SH,中国汽研,SW1汽车,20250930,9.1386,9.19,46.147,27.7245,3.2069,39051527.23,1.2912,0.0558,700006975.0,3024393694.56,0.67,7.4717,5.4403,23.1454,2.9883,0.2351,12867015511.78,9299705856.93
603806.SH,福斯特,SW1电气设备,20250930,4.1889,-30.27,11.0922,19.7415,13.1082,13947307.42,0.1183,0.0209,667831464.19,11787924723.01,0.26,6.0936,3.2287,5.6654,11.4237,0.5699,20684415747.11,16601006521.3
600966.SH,博汇纸业,SW1轻工制造,20250930,1.7133,-3.31,9.1357,68.9702,0.7022,2276079665.21,15.7513,18.7383,121466811.99,14450147177.88,0.0982,5.5198,0.5108,0.8406,0.5481,0.6076,23780829874.8,7379138452.71
688030.SH,山石网科,SW1计算机,20250930,-8.2174,-42.68,69.6308,57.2883,1.7833,-155011235.02,-21.57,2.0747,-74714808.84,718644075.89,-0.4041,4.6205,-3.7591,-10.3966,1.6655,0.3616,1987564204.4,848923008.35
605588.SH,冠石科技,,20250930,-1.8217,-129.6,5.3564,65.3962,1.2052,135816636.5,13.2336,-7.2202,-18810616.81,1026299170.85,-0.26,13.9386,-0.6356,-1.8329,1.1006,0.3468,2959340840.71,1024043395.11
600126.SH,杭钢股份,SW1钢铁,20250930,0.5172,-440.71,1.6576,41.3303,1.3005,2143284115.97,4.7081,21.502,99678352.45,45523744252.58,0.03,5.7745,0.2961,0.219,0.9557,1.3521,33667909363.65,19752875425.18
600050.SH,中国联通,SW1通信,20250930,5.2093,10.09,26.9698,43.4486,0.6715,58363344989.0,19.9202,2.9274,19936989025.0,292985170740.0,0.281,5.4992,2.9697,6.8048,0.6575,0.4364,671346506472.0,379655840258.0
600549.SH,厦门钨业,SW1有色金属,20250930,10.9028,7.47,18.0243,49.2318,1.3472,2445294327.16,7.6413,0.9477,2580309765.65,32000882869.43,1.1223,10.5708,5.1224,8.0632,0.7936,0.6353,50373325567.93,25573641492.05
600152.SH,维科技术,SW1电子,20250930,-3.4261,-75.36,13.013,39.4677,1.2651,67421442.6,6.5558,-1.0697,-63026022.77,1028422410.51,-0.1122,3.2183,-2.2703,-6.1284,0.8841,0.3705,2776091557.12,1680432417.61
600864.SH,哈投股份,SW1非银金融,20250930,4.1692,102.58,12.9658,72.1703,1.4204,1156082056.71,62.7061,2.3151,499367072.77,1843653004.36,0.26,6.3628,1.0602,27.0857,1.4061,0.0391,47101301990.28,13108141639.27
688146.SH,中船特气,,20250930,4.3748,-9.24,29.515,23.7322,3.6257,617659898.28,38.4297,2.516,245496529.29,1607244514.48,0.46,10.7092,3.3024,15.2744,3.2685,0.2162,7433780327.28,5669582225.01
603659.SH,璞泰来,SW1电气设备,20250930,8.9155,-35.22,32.4467,54.3591,1.3656,1668540110.59,15.4066,0.8911,1872444792.74,10830028443.38,0.8,9.2425,4.0668,17.2894,0.9162,0.2352,46041652362.53,21013845197.82
603236.SH,移远通信,SW1通信,20250930,17.1383,586.26,17.7088,69.3002,1.2335,-800229141.73,-4.4764,-1.1006,727116066.33,17876802028.53,2.8,17.2844,4.9631,4.0674,0.712,1.2202,14650437037.79,4497659866.14
600810.SH,神马股份,SW1化工,20250930,-0.4367,-50.06,9.0576,62.4943,1.3453,880453317.16,9.0169,-646.5003,-1361876.04,9764494763.37,-0.03,6.6151,-0.0046,-0.0139,1.1623,0.3308,29515728031.28,11070075247.47
