stock_code,stock_name,industry,end_date,roe,netprofit_yoy,grossprofit_margin,debt_to_assets,current_ratio,operating_cashflow,ocf_to_revenue,ocf_to_profit,net_profit,revenue,eps,bps,roa,netprofit_margin,quick_ratio,assets_turn,total_assets,total_equity
300692.SZ,中赋科技,SW1公用事业,20250930,3.6689,-47.89,39.5761,62.2521,1.6647,112099618.96,15.5501,1.2213,91784321.97,720891015.68,0.1993,5.2172,1.3469,12.7321,1.6551,0.1058,6814442363.43,2572310811.6
002022.SZ,科华生物,SW1医药生物,20250930,-7.1619,312.83,35.812,27.5318,2.2077,-24096981.35,-2.0228,0.0949,-253819970.95,1191260566.76,-0.4521,6.0277,-4.9093,-21.3068,1.5312,0.2304,5170207077.81,3746756427.89
300289.SZ,利德曼,SW1医药生物,20250930,-0.4302,-427.45,49.509,5.3347,15.0321,9681515.67,3.8382,-1.536,-6303028.42,252243444.78,-0.0131,3.0422,-0.3484,-2.4988,13.9122,0.1394,1809089327.52,1712579866.74
001332.SZ,锡装股份,,20250930,8.0766,54.64,36.21,27.4644,2.9655,87617994.85,9.0932,0.4389,199633586.65,963552456.09,1.814,23.1315,5.6658,20.7185,2.2895,0.2735,3523513092.73,2555800813.05
301012.SZ,扬电科技,,20250930,2.9923,952.46,10.6967,24.8733,3.2094,101554515.42,10.4572,2.8897,35143782.9,971141619.09,0.1761,5.9211,2.2498,3.6188,2.1919,0.6217,1562053501.49,1173518626.2
301066.SZ,万事利,,20250930,2.0814,1.36,45.3289,24.4408,5.4805,1236997.09,0.2384,0.0619,19994006.54,518844056.52,0.1,5.333,1.2058,3.8536,4.6193,0.3129,1658109518.93,1252854562.24
000803.SZ,山高环能,SW1电气设备,20250930,3.6321,-218.85,22.7687,71.5234,0.4228,222225400.65,21.4471,4.8793,45544525.48,1036154620.46,0.11,3.1485,0.8727,4.3955,0.4002,0.1985,5218681963.04,1486101971.8
002960.SZ,青鸟消防,SW1机械设备,20250930,3.8436,-48.73,35.1903,31.2151,2.8946,-276826676.76,-8.2413,-1.0725,258117995.34,3359021633.21,0.2735,7.1963,2.6533,7.6843,2.563,0.3453,9728229590.97,6691553644.87
000877.SZ,天山股份,SW1建筑材料,20250930,-1.435,-132.36,18.1811,65.9589,0.5313,4869332764.09,8.8634,-4.2388,-1148752302.95,54937588768.6,-0.166,11.5021,-0.3965,-2.091,0.4584,0.1896,289728337726.49,98626654202.42
001230.SZ,劲旅环境,,20250930,6.61,19.79,27.3223,38.1697,3.2096,47680182.42,4.0536,0.3343,142624680.23,1176255918.15,0.94,14.3892,4.3367,12.1253,3.0858,0.3577,3288757008.59,2033449761.18
300790.SZ,宇瞳光学,SW1电子,20250930,7.5182,309.19,24.5703,55.9922,0.9803,280870609.71,11.891,1.4944,187945839.76,2362039965.78,0.5,6.9299,3.1902,7.9569,0.6703,0.4009,5891259299.31,2592611631.87
000901.SZ,航天科技,SW1机械设备,20250930,2.2374,-115.84,19.7142,36.8385,2.2272,131124319.63,3.207,1.3059,100407110.75,4088681843.27,0.1189,5.4136,1.4115,2.4557,1.4246,0.5748,7113671721.06,4493104581.84
002816.SZ,*ST和科,SW1机械设备,20250930,2.9551,-7.78,20.3719,48.4455,1.9442,-28610004.63,-17.0189,-8.0896,3536624.64,168106953.89,0.0673,2.3138,0.7691,2.1038,1.2748,0.3656,459827888.77,237062055.35
301110.SZ,青木科技,,20250930,5.5422,103.32,56.3347,16.0536,5.8896,29368857.64,2.8772,0.3952,74321134.4,1020741545.93,0.8604,15.7593,4.2243,7.2811,5.4673,0.5802,1759372830.23,1476929592.23
002862.SZ,实丰文化,SW1轻工制造,20250930,-13.6325,-114.43,38.2692,43.4529,1.5752,-38903978.19,-11.8593,0.6626,-58717411.29,328047322.84,-0.3499,2.3814,-8.2994,-17.8991,1.0432,0.4637,707493117.85,400067002.94
000975.SZ,山金国际,SW1有色金属,20250930,17.9497,54.95,28.3871,19.1615,2.97,3692372358.87,24.6227,1.3663,2702455549.31,14995814811.74,0.886,5.1947,13.3166,18.0214,2.5261,0.7389,20293863288.27,16405255791.48
002154.SZ,报 喜 鸟,SW1纺织服装,20250930,5.3008,-28.64,65.5699,32.7209,1.9336,95913678.51,2.7565,0.3927,244211017.29,3479534292.83,0.16,3.1064,3.5284,7.0185,1.281,0.5027,6921371367.76,4656635053.32
300778.SZ,新城市,SW1建筑装饰,20250930,-1.563,214.25,11.5076,13.2435,7.2604,-21492726.22,-20.2344,1.085,-19809682.61,106218820.26,-0.0968,6.0675,-1.3922,-18.6499,,0.0746,1422939183.49,1234492560.14
300363.SZ,博腾股份,SW1医药生物,20250930,1.5174,-308.52,28.8574,35.9914,1.8684,375133343.87,14.7433,15.3284,24473090.9,2544424997.59,0.15,9.7803,0.2852,0.9618,1.4551,0.2965,8581267074.77,5492750096.91
002120.SZ,韵达股份,SW1交通运输,20250930,3.548,18.08,6.7441,42.9548,1.6065,1667470197.66,4.4475,2.2513,740680978.4,37492667728.57,0.2524,7.0207,2.0315,1.9755,1.5941,1.0283,36460363485.35,20798897364.28
000037.SZ,深南电A,SW1公用事业,20250930,-1.3496,-3287.3,14.9812,25.3105,2.9764,-49666179.21,-17.8058,3.1604,-15715244.31,278932516.41,-0.0331,2.439,-0.7813,-5.6341,2.7321,0.1387,2011510732.33,1502388001.4
300317.SZ,珈伟新能,SW1电气设备,20250930,-2.6038,-954.18,27.9819,45.3425,2.074,47411558.91,11.1509,-0.9174,-51682792.98,425181957.78,-0.0495,1.8769,-1.857,-12.1555,1.7155,0.1528,2783060273.36,1521150712.74
002200.SZ,*ST交投,SW1建筑装饰,20250930,,2915.68,-0.7785,95.9969,0.5627,-122201958.59,-55.9725,1.6184,-75505569.64,218324945.81,-0.3749,-0.5855,-2.4618,-34.584,0.5428,0.0712,3067119756.27,122780499.04
300037.SZ,新宙邦,SW1化工,20250930,7.4624,-5.8,24.5084,41.8098,1.9178,922498041.02,13.9426,1.2028,766972102.4,6616404669.38,1.0,13.4028,4.1413,11.592,1.7211,0.3573,18520292270.8,10776994774.81
000778.SZ,新兴铸管,SW1钢铁,20250930,2.7114,-102.04,7.8741,46.3263,1.4598,736488198.82,2.7094,0.9774,753486141.76,27182962242.06,0.1764,6.607,1.3967,2.7719,1.1016,0.5039,53946444125.15,28955029347.49
300458.SZ,全志科技,SW1电子,20250930,9.0992,626.15,32.8505,18.0248,4.4092,272188552.18,12.5972,0.9775,278444419.16,2160705344.32,0.34,3.7892,7.299,12.8867,3.2669,0.5664,3814821488.2,3127205657.19
300043.SZ,星辉娱乐,SW1传媒,20250930,16.961,-1762.99,57.1267,50.4554,0.8265,408266801.22,23.6425,1.5205,268501323.43,1726836067.21,0.22,1.3808,7.7594,15.5487,0.7879,0.499,3460323143.65,1714404242.14
300975.SZ,商络电子,,20250930,6.3643,94.65,12.9563,68.8533,1.3536,-1220243369.11,-19.7153,-8.9785,135906568.84,6189319171.18,0.2069,3.3155,1.8461,2.1958,1.0938,0.8407,7361780848.35,2292954270.13
301230.SZ,泓博医药,,20250930,3.3756,-54.59,28.0478,21.3981,4.0786,82514312.41,16.0408,2.3745,34749579.26,514401151.54,0.2489,7.3516,2.6617,6.7553,3.5598,0.394,1305544125.36,1026182945.17
000790.SZ,华神科技,SW1医药生物,20250930,-9.987,-125.12,45.4836,48.9809,0.6827,-10340700.71,-2.2608,0.1065,-97114215.06,457384601.27,-0.1568,1.4948,-5.2164,-21.2325,0.6075,0.2457,1861704926.85,949824555.08
002274.SZ,华昌化工,SW1化工,20250930,-0.1518,-26.86,5.4099,29.6783,0.9596,-29664933.73,-0.6072,2.0378,-14557260.43,4885430039.23,-0.01,5.7031,-0.1868,-0.298,0.657,0.6268,7793976576.96,5480860439.12
300901.SZ,中胤时尚,SW1纺织服装,20250930,-1.2624,-334.57,15.7805,14.9756,3.5937,-55865662.84,-21.1672,4.1849,-13349330.66,263925710.23,-0.05,4.0352,-1.1703,-5.058,3.2917,0.2314,1140680499.7,969856335.95
003007.SZ,直真科技,SW1计算机,20250930,-5.4952,-63.06,55.8301,64.3739,0.603,-6023118.63,-3.2825,0.1223,-49231155.6,183490257.04,-0.47,8.0713,-2.1017,-26.8304,0.5514,0.0783,2342467575.73,834530807.29
300877.SZ,金春股份,SW1纺织服装,20250930,4.5483,2.2,9.7884,14.1413,5.2263,-210382731.61,-27.2403,-2.8527,73747544.21,772321104.35,0.62,13.8995,3.7942,9.5488,4.6506,0.3973,1943702160.8,1668838194.9
002687.SZ,乔治白,SW1纺织服装,20250930,1.6119,-55.07,45.992,23.0499,3.0153,-89664075.99,-11.1438,-4.9385,18156284.2,804605937.73,0.05,2.9563,0.8847,2.2565,2.4506,0.3921,2052287618.04,1579237792.78
002785.SZ,万里石,SW1建筑材料,20250930,0.2265,69.87,11.7329,41.9618,1.6561,11308445.17,1.2079,-7.9003,-1431398.73,936225745.68,0.0089,3.9161,-0.0888,-0.1529,1.333,0.5805,1612654611.49,935954934.11
300803.SZ,指南针,SW1计算机,20251231,9.0534,116.53,87.4445,81.9059,1.1493,3053211802.0,142.2628,13.5341,225594658.0,2146176538.0,0.38,4.5743,1.4748,10.5115,1.1491,0.1403,15297047896.0,2767859657.0
000692.SZ,惠天热电,SW1公用事业,20250930,-1164.1937,-133.53,-16.7045,103.8731,0.4163,-484177270.74,-39.5697,1.1546,-419339565.22,1223607582.92,-0.5942,-0.2423,-7.951,-34.2708,0.3164,0.232,5274024145.99,-204265645.07
301332.SZ,德尔玛,,20250930,3.0651,35.43,31.8126,35.7334,2.033,22694891.48,0.9519,0.2579,88008766.78,2384239448.8,0.19,6.317,1.946,3.6913,1.6025,0.5272,4522467873.14,2906436690.18
002302.SZ,西部建设,SW1建筑材料,20250930,-2.1271,-130.42,6.5679,69.9902,1.276,-1040433875.8,-7.4956,5.6321,-184733368.7,13880551561.91,-0.1685,6.7496,-0.5368,-1.3309,1.2592,0.4034,34410716220.37,10326590049.65
002719.SZ,麦趣尔,SW1食品饮料,20250930,-15.8547,135.84,23.521,83.0435,0.2982,-3844616.74,-0.83,0.1147,-33509117.35,463182078.6,-0.19,1.1035,-3.0742,-7.2345,0.2555,0.4249,1089997527.99,184825278.48
002376.SZ,新北洋,SW1计算机,20250930,1.5901,102.61,25.6714,29.9776,1.6768,-27438925.83,-1.3845,-0.2975,92219212.38,1981907130.9,0.0769,4.6747,1.5973,4.6531,1.0923,0.3433,5773576566.5,4042796042.46
300135.SZ,宝利国际,SW1化工,20250930,-1.0606,-137.3,1.7514,42.7857,1.8459,-184969546.06,-17.3423,15.9198,-11618862.43,1066579470.72,-0.0111,1.0257,-0.7232,-1.0894,1.4798,0.6639,1606607938.51,919209244.37
300141.SZ,和顺电气,SW1电气设备,20250930,-2.901,-556.07,17.9946,38.5992,1.8649,-77602324.98,-27.1617,4.0302,-19255313.2,285704480.41,-0.0743,2.5656,-1.7614,-6.7396,1.7346,0.2613,1093211072.89,671239814.51
001216.SZ,华瓷股份,,20250930,10.6972,12.87,33.5938,17.04,4.3,289741178.51,25.5742,1.5484,187123840.37,1132942425.44,0.7505,7.1799,8.5406,16.5166,3.7124,0.5171,2190994746.93,1817649198.78
002581.SZ,ST未名,SW1医药生物,20250930,-3.6283,-55.66,37.2938,10.0023,4.1984,-230135432.67,-108.5289,2.4483,-93998279.55,212049953.68,-0.1043,2.8335,-4.2445,-44.3284,3.5173,0.0958,2214612276.58,1993100803.26
000927.SZ,中国铁物,SW1汽车,20250930,4.7807,-17.37,5.5844,47.6343,1.8337,495137474.46,1.9344,1.1532,429376206.53,25596987537.94,0.0748,1.5898,2.1208,1.6774,1.6695,1.2643,20246323670.12,10602122119.91
002830.SZ,名雕股份,SW1建筑装饰,20250930,2.4033,4.77,31.4338,52.8609,1.4668,101030570.87,23.088,5.2668,19182409.21,437588546.97,0.12,4.8994,1.3479,4.3837,1.435,0.3075,1423172923.42,670870987.37
301136.SZ,招标股份,,20250930,0.4936,-124.39,36.1542,27.2958,3.5344,29126676.6,9.2621,12.5153,2327285.13,314471746.97,0.0261,5.2987,0.1128,0.7401,3.4055,0.1524,2063278540.82,1500090350.61
301559.SZ,中集环科,,20250930,2.1505,-49.09,14.5444,14.4255,7.0345,526044162.24,30.0518,5.2269,100642660.13,1750456142.9,0.17,7.5895,1.8924,5.7495,5.8667,0.3291,5318318128.25,4551123669.41
000953.SZ,河化股份,SW1化工,20250930,5.3034,-770.29,18.0403,36.881,1.2284,42724569.8,33.0042,4.938,8652228.49,129452113.45,0.0217,0.421,3.1796,6.6837,0.8499,0.4757,272119578.13,171759281.78
002172.SZ,澳洋健康,SW1化工,20250930,25.9502,-17.95,14.2718,91.9651,0.6458,-28655423.31,-2.1064,-0.7038,40715203.44,1360398182.64,0.0524,0.2281,2.1109,2.9929,0.564,0.7053,1928841756.34,154980700.44
002569.SZ,*ST步森,SW1纺织服装,20250930,-17.8886,-21.41,30.8286,86.2061,0.7336,-22720699.17,-25.5318,3.8475,-5905271.45,88989775.91,-0.0393,0.2003,-2.9786,-6.6359,0.4689,0.4489,198253838.55,27346916.45
000065.SZ,北方国际,SW1建筑装饰,20250930,4.9358,7.57,14.2384,56.873,1.1853,897875262.02,9.0557,1.8513,485006756.07,9915075670.68,0.46,9.5007,1.9186,4.8916,1.1072,0.3922,25279563333.27,10902324642.0
300345.SZ,华民股份,SW1机械设备,20250930,-18.4166,43.65,4.0281,87.1098,0.6641,-96229136.43,-13.4345,0.812,-118507290.12,716284126.72,-0.177,0.8982,-3.3513,-16.5447,0.4961,0.2026,3536136277.51,455814564.15
002106.SZ,莱宝高科,SW1电子,20250930,4.227,-1.68,15.1039,41.9045,3.3109,151283102.14,3.2274,0.6695,225956655.86,4687506766.06,0.329,7.8965,2.164,4.8204,2.9295,0.4489,10441731465.35,6066174511.13
001388.SZ,信通电子,,20250930,6.2797,,33.6242,30.3156,2.946,-17282915.01,-2.5877,-0.2449,70560065.96,667884828.12,0.54,8.9354,3.5274,10.5647,2.6006,0.3339,2000328209.54,1393916641.87
000011.SZ,深物业A,SW1房地产,20250930,0.9539,-386.12,25.0352,78.7241,3.0768,-2375171150.41,-138.4316,-91.1448,26059328.5,1715772065.73,0.0541,5.6944,0.1703,1.5188,0.7401,0.1121,15304195742.46,3256098387.17
300331.SZ,苏大维格,SW1电子,20250930,2.2831,4.48,18.6166,45.4911,1.6792,119385958.57,7.9241,3.3205,35954667.66,1506618634.78,0.14,6.0257,1.1864,2.3864,1.1586,0.4971,3030635852.34,1651967574.92
300247.SZ,融捷健康,SW1家用电器,20250930,6.0607,57.58,36.7634,17.126,6.9331,42264663.01,6.4833,0.4619,91494163.14,651895498.63,0.0827,1.4051,6.1669,14.0351,5.563,0.4394,1483623693.28,1229538392.37
001314.SZ,亿道信息,,20250930,0.3383,-74.3,12.7173,46.643,1.8297,-423054291.19,-14.8414,-96.5424,4382058.16,2850492738.14,0.05,14.4865,0.1125,0.1537,1.2663,0.7317,3895670256.91,2078614163.24
300628.SZ,亿联网络,SW1通信,20250930,22.2237,31.72,63.9456,11.3367,7.463,1459675269.72,33.9591,0.7454,1958115335.46,4298336791.76,1.549,6.8477,20.0148,45.5552,6.3602,0.4394,9783329540.81,8674225657.77
002004.SZ,华邦健康,SW1化工,20250930,6.428,-150.61,37.008,44.9513,1.34,1131901142.14,12.4577,1.2871,879434399.12,9085988424.34,0.3101,4.8986,3.0072,9.679,1.1043,0.3107,29244289412.92,16098611174.8
300233.SZ,金城医药,SW1医药生物,20250930,0.8515,7.46,36.2274,27.6917,1.7469,184182261.57,9.5331,5.4819,33598077.72,1932025566.29,0.08,9.5089,0.6535,1.739,1.2596,0.3758,5141052876.15,3717408641.52
002932.SZ,明德生物,SW1医药生物,20250930,0.2374,-61.62,32.3115,6.1251,15.9544,-88401783.99,-38.9765,7.1028,-12446113.95,226808163.12,0.0616,23.9167,-0.204,-5.4875,15.6137,0.0372,6101157077.56,5727452874.32
000825.SZ,太钢不锈,SW1钢铁,20250930,1.7288,-23.13,2.4567,46.3617,0.6896,3208541878.22,4.7182,5.4797,585527135.67,68003708681.1,0.1,5.8198,0.8841,0.861,0.4143,1.0268,66227687413.96,35523383612.04
002483.SZ,润邦股份,SW1机械设备,20250930,5.1125,263.63,19.8873,60.1633,1.4322,616970837.54,13.1375,2.2908,269327488.91,4696273046.24,0.253,4.9478,2.1515,5.7349,1.154,0.3752,12518019915.62,4986771033.07
002098.SZ,浔兴股份,SW1纺织服装,20250930,12.016,78.07,33.474,34.2583,1.7661,190693749.74,9.3548,1.1431,166818638.69,2038460147.85,0.4662,4.0634,7.5032,8.1836,1.3179,0.9169,2223301586.29,1461636983.38
001360.SZ,南矿集团,,20250930,4.0115,-35.02,32.5947,37.0765,2.1687,-12820263.6,-2.0748,-0.2015,63638557.53,617895541.52,0.28,6.9493,2.771,10.2992,1.5366,0.2691,2296569066.79,1445080649.05
002946.SZ,新乳业,SW1食品饮料,20250930,18.4961,25.55,29.4713,59.9783,0.593,1070834953.23,12.6969,1.6696,641360015.66,8433836692.12,0.72,4.1632,6.8399,7.6046,0.425,0.8994,9376705262.75,3752721535.5
301040.SZ,中环海陆,,20250930,-7.7553,377.13,0.849,47.1796,2.4741,-6451976.81,-1.165,0.0976,-66123804.72,553803462.9,-0.6612,7.307,-4.2616,-11.9399,2.0077,0.3569,1551607752.79,819565435.17
002115.SZ,三维通信,SW1通信,20250930,0.1378,-463.43,4.9155,43.9254,1.4786,-80375739.74,-1.1083,-5.3015,15160878.41,7252057632.04,0.0035,2.5578,0.391,0.2091,1.3806,1.8703,3877506421.98,2174296728.16
002161.SZ,远 望 谷,SW1电子,20250930,9.0115,-1.51,40.6051,40.1836,1.5495,-17232924.91,-4.1256,-0.1196,144134092.89,417703884.71,0.1956,2.2716,5.1102,34.5063,1.3471,0.1481,2820515921.07,1687130580.44
000419.SZ,通程控股,SW1商业贸易,20250930,3.5764,13.36,22.8338,32.8524,2.2593,297667442.07,20.0991,2.1741,136912412.83,1481000072.41,0.2289,6.434,2.4048,9.2446,2.0872,0.2601,5693197909.99,3822846347.64
001299.SZ,美能能源,,20250930,5.3438,6.49,19.6961,25.6235,2.141,11033260.06,2.1432,0.1672,65982686.36,514810298.84,0.27,4.8698,4.1533,12.8169,2.1045,0.324,1588677053.95,1181602326.06
000002.SZ,万 科Ａ,SW1房地产,20250930,-14.8067,-338.1,9.5844,73.5147,1.3056,-5889347829.66,-3.6492,0.2086,-28236658916.01,161388415447.04,-2.3578,14.7314,-2.4843,-17.4961,0.6002,0.142,1136594565755.29,301030072579.18
300322.SZ,硕贝德,SW1电子,20250930,5.1594,-68.84,22.8251,69.1189,1.1117,-106366655.51,-5.3455,-1.667,63807820.67,1989826935.2,0.1102,2.1678,1.8319,3.2067,0.8634,0.5713,3483082436.37,1075615710.48
300739.SZ,明阳电路,SW1电子,20250930,2.9753,-89.5,24.1645,27.5892,2.2544,209268816.75,15.1376,2.8175,74275556.72,1382446494.44,0.22,7.2635,2.0636,5.3728,1.8672,0.3841,3599308268.56,2606286573.53
002592.SZ,ST八菱,SW1汽车,20250930,10.0298,-33.24,20.9225,24.6218,2.0059,956892.8,0.212,0.0102,93424862.31,451454703.3,0.33,3.4641,7.175,20.6942,1.371,0.3467,1302088267.31,981490181.95
002189.SZ,中光学,SW1电子,20250930,-30.8365,31.05,3.8126,78.0749,0.8281,-116471090.51,-11.2985,0.5827,-199868784.61,1030853792.58,-0.73,2.0151,-7.18,-19.3887,0.628,0.3703,2783671634.97,610323708.47
301125.SZ,腾亚精工,,20250930,0.2231,-1366.07,24.7058,38.0906,1.3657,23710178.04,5.2921,-2.7693,-8561796.08,448025745.41,0.0095,4.2661,-0.8049,-1.911,0.7847,0.4212,1063763235.0,658569262.49
301151.SZ,冠龙节能,,20250930,1.3342,-22.98,32.489,22.8609,3.069,-178812175.81,-33.0542,-6.483,27581792.51,540966227.53,0.1636,12.2089,1.0312,5.0986,2.6063,0.2022,2674847990.42,2063353090.2
001205.SZ,盛航股份,,20250930,3.498,-17.23,23.4072,50.0355,0.439,344028685.75,31.8693,4.4441,77412684.34,1079499589.85,0.3897,11.0729,1.6953,7.1712,0.3791,0.2364,4566358275.33,2281559472.38
002823.SZ,凯中精密,SW1电气设备,20250930,9.053,121.73,19.8427,43.6321,1.0954,351921850.83,16.1776,1.9653,179065515.18,2175359720.3,0.6022,6.1889,4.9667,8.2315,0.683,0.6034,3605320695.54,2032243497.12
002857.SZ,三晖电气,SW1机械设备,20250930,-5.462,1988.64,13.6478,48.2274,1.7318,-110435080.8,-38.7024,3.1996,-34515131.11,285344152.52,-0.2216,4.0332,-3.3526,-12.096,1.5578,0.2772,1029512856.23,533005710.54
301027.SZ,华蓝集团,,20250930,1.0471,-174.26,36.3024,53.9533,1.7476,52331615.72,13.6514,4.3078,12148239.68,383343136.85,0.07,6.4795,0.5737,3.169,,0.181,2117545782.7,975059248.23
002921.SZ,联诚精密,SW1汽车,20250930,-0.9561,-766.15,12.55,41.9166,1.3453,68185653.84,7.9636,-6.1546,-11078777.43,856213996.86,-0.0882,8.8849,-0.4724,-1.2939,0.9207,0.3651,2345325042.71,1362244314.98
001373.SZ,翔腾新材,,20250930,-2.0689,-58.04,9.1782,10.6193,8.0557,-8221685.5,-1.936,0.5177,-15880926.96,424669727.81,-0.2661,12.6605,-1.5939,-3.7396,7.3593,0.4262,996330890.69,890527650.25
002490.SZ,山东墨龙,SW1机械设备,20250930,1.097,-92.28,10.325,80.3009,0.9515,223948223.9,18.7441,43.0144,5206349.06,1194766367.29,0.0068,0.624,0.2061,0.4358,0.6794,0.4731,2525655767.97,497531869.89
301448.SZ,开创电气,,20250930,-1.5137,35.8,22.1499,22.7908,3.3264,-56429599.02,-11.5182,5.6583,-9972844.73,489918608.22,-0.1,6.5231,-1.1453,-2.0356,2.5033,0.5626,870780927.58,672323422.96
301053.SZ,远信工业,,20250930,2.0813,109.35,25.7943,47.6019,1.8123,-4079749.63,-0.8955,-0.2766,14747274.18,455605728.37,0.18,8.0743,1.0551,3.2369,1.25,0.326,1397719113.01,732378675.94
002955.SZ,鸿合科技,SW1电子,20250930,2.419,-42.51,25.9716,28.5434,3.3646,125819895.39,5.1217,1.6315,77119680.86,2456612892.75,0.35,13.892,1.6613,3.1393,2.5968,0.5292,4642052893.28,3317051825.1
000100.SZ,TCL科技,SW1电子,20250930,5.3407,-186.93,12.7633,67.5831,0.9503,33836602144.0,24.868,70.1207,482547787.0,136064747889.0,0.1604,2.9292,0.1264,0.3546,0.7666,0.3565,381651399603.0,123719565728.0
002063.SZ,远光软件,SW1计算机,20250930,3.3193,-14.3,51.0707,14.2943,5.8882,-622732885.88,-39.6734,-5.3614,116150561.38,1569649561.02,0.0648,1.9724,2.5384,7.3998,5.7447,0.343,4575724128.79,3921656784.16
002478.SZ,常宝股份,SW1钢铁,20250930,6.7985,-17.32,16.3019,33.9553,2.076,249246928.46,5.8185,0.6173,403745424.36,4283685542.75,0.44,6.5566,4.5132,9.4252,1.6273,0.4788,8945833596.32,5908253322.86
300254.SZ,仟源医药,SW1医药生物,20250930,7.0079,53.43,67.7229,62.7626,0.916,75411853.86,12.3328,1.5558,48470797.18,611473385.33,0.0922,1.1485,3.1276,7.9269,0.6757,0.3946,1549765358.12,577092350.51
300220.SZ,金运激光,SW1电子,20250930,1.6072,-114.81,27.8356,74.7426,1.1391,-20507787.57,-11.5021,-9.4952,2159800.4,178295438.35,0.0066,0.4166,0.7319,1.2114,0.6744,0.6042,295094992.9,74533442.85
002017.SZ,东信和平,SW1通信,20250930,6.3972,6.21,33.7244,40.0299,2.3404,111484034.2,11.6034,0.9899,112626700.33,960787563.06,0.1937,3.0478,3.7951,11.7223,1.8453,0.3238,2967656861.4,1779705806.69
300966.SZ,共同药业,,20250930,-3.6149,-248.69,18.4915,66.4688,1.0221,-6166008.36,-1.355,0.1647,-37430322.36,455071340.26,-0.28,6.722,-1.3102,-8.2252,0.4189,0.1593,2856762745.4,957905520.19
301257.SZ,普蕊斯,,20250930,7.2045,-21.01,25.577,16.6944,5.0933,15238599.88,2.5022,0.1744,87381540.4,609011641.73,1.11,15.855,5.8113,14.3481,,0.405,1503644582.77,1252620757.57
000783.SZ,长江证券,SW1非银金融,20250930,8.3491,19.19,,78.2321,,3405517556.03,40.1289,1.0083,3377623717.26,8486456252.21,0.58,6.4357,1.7634,39.8002,,0.0443,191543567368.96,41694945532.99
301223.SZ,中荣股份,,20250930,4.4909,-30.26,20.137,31.1889,1.9803,245187042.43,10.8593,1.8297,134001259.59,2257845521.52,0.69,15.3708,3.0173,5.9349,1.6717,0.5084,4441107188.75,3055972658.18
002694.SZ,顾地科技,SW1建筑材料,20250930,-118.0275,-284.69,14.729,91.0517,0.9192,-26213407.46,-4.0767,0.0865,-303040752.85,643005895.59,-0.4213,0.1378,-24.6517,-47.1288,0.5906,0.5231,1229291081.45,110000952.71
300912.SZ,凯龙高科,SW1汽车,20250930,-5.3121,-3277.79,14.7615,60.8928,0.8639,498008.42,0.1127,-0.0163,-30594580.3,442065885.36,-0.236,4.2904,-2.3902,-6.9208,0.5543,0.3454,1280021547.66,500580258.3
300024.SZ,机器人,SW1机械设备,20250930,-3.6559,-532.42,13.7864,61.7624,1.3311,-352064659.98,-15.8696,2.275,-154754638.83,2218481158.71,-0.1019,2.7438,-1.2901,-6.9757,0.6992,0.1849,11995605674.5,4586826785.49
300050.SZ,世纪鼎利,SW1通信,20250930,3.8385,-65.45,30.3903,32.0436,3.1228,-1462569.95,-0.7884,-0.1067,13701610.84,185519616.0,0.028,0.7524,2.2707,7.3855,3.0516,0.3075,603413752.56,410058009.82
002213.SZ,大为股份,SW1汽车,20250930,-1.3385,-27.96,4.075,19.6947,3.0496,-39841040.12,-4.5309,5.3593,-7433999.74,879325674.79,-0.0318,2.356,-1.0672,-0.8454,2.4719,1.2623,696612361.26,559416969.91
002608.SZ,江苏国信,SW1公用事业,20250930,9.5172,50.82,14.2959,51.2533,0.9617,4781869800.22,18.2879,1.0979,4355591789.68,26147719278.93,0.8544,9.2427,4.3429,16.6576,0.9157,0.2607,100291369485.72,48888709938.72
002267.SZ,陕天然气,SW1公用事业,20250930,7.2919,31.81,15.4169,50.7001,0.2865,745779341.83,12.5196,1.5193,490868958.87,5956879221.51,0.4265,5.9179,3.5152,8.2404,0.2209,0.4266,13964037041.09,6884252750.69
300126.SZ,锐奇股份,SW1机械设备,20250930,-1.6254,-575.26,11.2123,17.1326,3.7509,-49359274.93,-14.0224,2.8873,-17095111.76,352003182.66,-0.06,3.4364,-1.3587,-4.8565,3.0112,0.2798,1258209114.96,1042645482.55
002365.SZ,永安药业,SW1医药生物,20250930,1.2844,-310.13,17.0486,10.9263,5.0236,98664888.88,17.0952,6.0375,16342120.79,577148711.33,0.0881,6.707,0.7223,2.8315,4.6862,0.2551,2262430873.84,2015231059.9
002311.SZ,海大集团,SW1农林牧渔,20250930,16.8481,62.84,11.1326,47.7841,1.2034,5017432819.17,5.2214,1.1499,4363353390.06,96094150423.09,2.49,15.1878,8.5867,4.5407,0.7016,1.891,50815503883.14,26533789527.1
000669.SZ,ST金鸿,SW1公用事业,20250930,-356.298,-16.58,8.022,96.6642,0.1367,72941604.38,8.0144,-1.1488,-63495656.6,910136957.6,-0.0679,-0.0163,-2.6438,-6.9765,0.1267,0.379,2401682992.5,80114409.44
300549.SZ,优德精密,SW1机械设备,20250930,1.5498,-20.97,27.8188,24.1173,2.6144,23907368.2,9.7766,2.8018,8532926.13,244536586.76,0.064,4.1361,1.1741,3.4894,2.2551,0.3365,726783097.37,551502413.06
